incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
621298-21072012,Winter,6100,1,Office Hours,office,Week_ends,0,2,0,100
621302-21072012,Winter,6110,2,Office Hours,school,Week_ends,0,1,0,100
621388-21072012,Winter,7110,0,Cooking-time,others,Week_ends,0,1,0,100
621453-21072012,Winter,6900,3,Cooking-time,others,Week_ends,0,6,0,100
621498-21072012,Winter,6100,1,Cooking-time,apartment,Week_ends,0,13,0,100
621509-21072012,Winter,6990,1,Night-time,public_facility,Week_ends,0,14,0,100
621551-21072012,Winter,6100,0,Night-time,tansport,Week_ends,0,9,0,100
621568-22072012,Winter,6110,0,Night-time,public_facility,Week_ends,0,7,0,100
621628-22072012,Winter,1200,0,Night-time,apartment,Week_ends,0,1,0,100
621641-22072012,Winter,1100,1,Cooking-time,apartment,Week_ends,0,3,0,100
621642-22072012,Winter,1200,1,Cooking-time,apartment,Week_ends,0,1,0,100
621789-22072012,Winter,6100,1,Cooking-time,public_facility,Week_ends,0,7,0,100
621790-22072012,Winter,6900,2,Cooking-time,hospital,Week_ends,0,1,0,100
621821-22072012,Winter,6990,2,Cooking-time,hospital,Week_ends,0,3,0,100
622109-23072012,Winter,6200,1,Cooking-time,others,Work_days,0,9,0,100
622308-23072012,Winter,6100,1,Office Hours,public_facility,Work_days,0,10,0,100
622349-23072012,Winter,6990,1,Office Hours,office,Work_days,0,15,0,100
622375-23072012,Winter,1100,0,Office Hours,tansport,Work_days,0,7,0,100
622533-24072012,Winter,1900,0,Night-time,others,Work_days,0,4,0,100
622537-24072012,Winter,1100,0,Night-time,house,Work_days,0,4,0,100
622541-24072012,Winter,6100,1,Night-time,rest_home,Work_days,0,9,0,100
622650-24072012,Winter,6110,0,Office Hours,shopping_mall,Work_days,0,7,0,100
622656-24072012,Winter,6100,3,Office Hours,rest_home,Work_days,0,2,0,100
622802-24072012,Winter,6990,2,Office Hours,office,Work_days,0,2,0,100
623010-25072012,Winter,1100,1,Night-time,school,Work_days,0,6,0,100
623059-25072012,Winter,6900,2,Cooking-time,rest_home,Work_days,0,1,0,100
623214-25072012,Winter,1370,0,Cooking-time,others,Work_days,0,1,0,100
623497-25072012,Winter,6900,1,Night-time,industry_facility,Work_days,0,8,0,100
623759-26072012,Winter,6990,1,Cooking-time,industry_facility,Work_days,0,4,0,100
624042-27072012,Winter,1120,1,Night-time,others,Work_days,0,3,0,100
624151-27072012,Winter,1120,2,Cooking-time,others,Work_days,0,1,0,100
624312-27072012,Winter,6200,0,Office Hours,house,Work_days,0,5,0,100
624492-27072012,Winter,6990,1,Night-time,office,Work_days,0,13,0,100
624537-28072012,Winter,6990,2,Night-time,office,Week_ends,0,3,0,100
624539-28072012,Winter,1100,0,Night-time,house,Week_ends,0,1,0,100
624540-28072012,Winter,6100,0,Night-time,house,Week_ends,0,4,0,100
624582-28072012,Winter,6990,3,Night-time,office,Week_ends,0,2,0,100
624621-28072012,Winter,6990,4,Night-time,office,Week_ends,0,1,0,100
624624-28072012,Winter,6900,1,Night-time,shopping_mall,Week_ends,0,4,0,100
624628-28072012,Winter,6990,0,Night-time,house,Week_ends,0,3,0,100
624629-28072012,Winter,6990,1,Night-time,hotel,Week_ends,0,7,0,100
624717-28072012,Winter,6990,2,Office Hours,hotel,Week_ends,0,2,0,100
624874-28072012,Winter,6900,0,Office Hours,tansport,Week_ends,0,14,0,100
624876-28072012,Winter,6900,1,Office Hours,office,Week_ends,0,4,0,100
624901-28072012,Winter,6200,1,Office Hours,shopping_mall,Week_ends,0,2,0,100
624908-28072012,Winter,6200,0,Office Hours,tansport,Week_ends,0,1,0,100
624981-28072012,Winter,1100,1,Cooking-time,others,Week_ends,0,9,0,100
625028-28072012,Winter,1100,2,Cooking-time,others,Week_ends,0,1,0,100
625126-29072012,Winter,6900,1,Night-time,school,Week_ends,0,8,0,100
625161-29072012,Winter,6900,2,Night-time,office,Week_ends,0,1,0,100
625471-29072012,Winter,6990,1,Office Hours,public_facility,Week_ends,0,7,0,100
625663-30072012,Winter,6200,1,Night-time,hotel,Work_days,0,2,0,100
625668-30072012,Winter,0,0,Night-time,hospital,Work_days,0,2,0,100
625734-30072012,Winter,6990,2,Cooking-time,public_facility,Work_days,0,2,0,100
626267-31072012,Winter,1120,0,Night-time,hotel,Work_days,0,2,0,100
626340-31072012,Winter,6100,1,Cooking-time,shopping_mall,Work_days,0,11,0,100
626364-31072012,Winter,6110,0,Office Hours,industry_facility,Work_days,0,3,0,100
626426-31072012,Winter,6990,3,Cooking-time,hospital,Work_days,0,5,0,100
626544-31072012,Winter,6100,3,Office Hours,others,Work_days,0,1,0,100
626716-31072012,Winter,6100,4,Cooking-time,others,Work_days,0,1,0,100
626786-01082012,Winter,6100,5,Night-time,others,Work_days,0,2,0,100
626808-01082012,Winter,1100,0,Night-time,school,Work_days,0,14,0,100
627055-01082012,Winter,1200,0,Office Hours,office,Work_days,0,1,0,100
627197-01082012,Winter,1200,1,Cooking-time,office,Work_days,0,1,0,100
627205-01082012,Winter,6110,1,Cooking-time,industry_facility,Work_days,0,2,0,100
627266-01082012,Winter,1200,2,Cooking-time,office,Work_days,0,1,0,100
627308-02082012,Winter,1200,3,Night-time,others,Work_days,0,1,0,100
627325-02082012,Winter,6100,6,Night-time,others,Work_days,0,1,0,100
627383-02082012,Winter,6100,0,Cooking-time,restaurant,Work_days,0,7,0,100
627652-02082012,Winter,6100,7,Office Hours,others,Work_days,0,1,0,100
627694-02082012,Winter,6990,3,Office Hours,shopping_mall,Work_days,0,2,0,100
627812-02082012,Winter,1200,4,Cooking-time,office,Work_days,0,1,0,100
627881-03082012,Winter,6990,2,Night-time,public_facility,Work_days,0,2,0,100
627895-03082012,Winter,6100,8,Night-time,others,Work_days,0,1,0,100
627919-03082012,Winter,6990,3,Night-time,public_facility,Work_days,0,1,0,100
628588-04082012,Winter,6900,1,Night-time,office,Week_ends,0,4,0,100
628616-04082012,Winter,6100,2,Night-time,others,Week_ends,0,4,0,100
628695-04082012,Winter,6100,1,Office Hours,hotel,Week_ends,0,2,0,100
628745-04082012,Winter,6200,1,Office Hours,hospital,Week_ends,0,1,0,100
628766-04082012,Winter,6990,1,Office Hours,office,Week_ends,0,4,0,100
629238-04082012,Winter,6990,3,Cooking-time,shopping_mall,Week_ends,0,2,0,100
629258-04082012,Winter,6110,0,Cooking-time,rest_home,Week_ends,0,2,0,100
629438-05082012,Winter,6990,4,Night-time,shopping_mall,Week_ends,0,1,0,100
629467-05082012,Winter,6990,5,Cooking-time,shopping_mall,Week_ends,0,1,0,100
629576-05082012,Winter,6900,1,Office Hours,hospital,Week_ends,0,1,0,100
629903-05082012,Winter,6110,1,Office Hours,school,Week_ends,0,2,0,100
630177-06082012,Winter,6110,2,Office Hours,school,Work_days,0,3,0,100
630369-06082012,Winter,7110,0,Office Hours,others,Work_days,0,2,0,100
630710-07082012,Winter,6100,0,Night-time,industry_facility,Work_days,0,13,0,100
630784-07082012,Winter,6110,3,Cooking-time,school,Work_days,0,4,0,100
630807-07082012,Winter,6990,1,Cooking-time,hospital,Work_days,0,20,0,100
631001-07082012,Winter,6100,1,Cooking-time,industry_facility,Work_days,0,2,0,100
631412-08082012,Winter,6100,0,Night-time,house,Work_days,0,10,0,100
632051-09082012,Winter,6900,1,Night-time,public_facility,Work_days,0,5,0,100
632091-09082012,Winter,6990,2,Night-time,shopping_mall,Work_days,0,9,0,100
632304-09082012,Winter,6990,3,Cooking-time,shopping_mall,Work_days,0,4,0,100
632586-09082012,Winter,6200,1,Office Hours,others,Work_days,0,8,0,100
632694-09082012,Winter,6990,2,Cooking-time,office,Work_days,0,3,0,100
632812-10082012,Winter,6200,1,Night-time,rest_home,Work_days,0,3,0,100
632818-10082012,Winter,6990,4,Night-time,shopping_mall,Work_days,0,2,0,100
632839-10082012,Winter,6990,5,Night-time,shopping_mall,Work_days,0,1,0,100
633098-10082012,Winter,6110,1,Cooking-time,public_facility,Work_days,0,7,0,100
634101-11082012,Winter,6900,1,Night-time,rest_home,Week_ends,0,3,0,100
634103-11082012,Winter,6900,2,Night-time,rest_home,Week_ends,0,2,0,100
634119-11082012,Winter,6200,0,Cooking-time,industry_facility,Week_ends,0,2,0,100
634199-11082012,Winter,6100,2,Office Hours,apartment,Week_ends,0,1,0,100
634291-11082012,Winter,6110,0,Cooking-time,office,Week_ends,0,8,0,100
634407-11082012,Winter,6100,0,Office Hours,restaurant,Week_ends,0,1,0,100
634545-11082012,Winter,6900,0,Cooking-time,industry_facility,Week_ends,0,14,0,100
634564-11082012,Winter,6900,1,Cooking-time,industry_facility,Week_ends,0,2,0,100
634600-11082012,Winter,6100,1,Cooking-time,shopping_mall,Week_ends,0,3,0,100
634684-11082012,Winter,6900,1,Cooking-time,restaurant,Week_ends,0,1,0,100
634746-11082012,Winter,6990,0,Night-time,restaurant,Week_ends,0,2,0,100
634758-11082012,Winter,6200,1,Night-time,apartment,Week_ends,0,4,0,100
634777-11082012,Winter,1100,2,Night-time,others,Week_ends,0,6,0,100
634857-12082012,Winter,6200,1,Night-time,rest_home,Week_ends,0,1,0,100
634868-12082012,Winter,1100,3,Night-time,others,Week_ends,0,1,0,100
634882-12082012,Winter,6990,1,Night-time,apartment,Week_ends,0,8,0,100
634883-12082012,Winter,6900,2,Night-time,shopping_mall,Week_ends,0,1,0,100
635306-12082012,Winter,6200,1,Cooking-time,apartment,Week_ends,0,5,0,100
635333-12082012,Winter,6120,0,Cooking-time,industry_facility,Week_ends,0,2,0,100
635379-12082012,Winter,1100,4,Cooking-time,others,Week_ends,0,1,0,100
635850-13082012,Winter,1100,2,Office Hours,others,Work_days,0,1,0,100
635852-13082012,Winter,6100,2,Office Hours,others,Work_days,0,6,0,100
635857-13082012,Winter,6100,2,Office Hours,hospital,Work_days,0,5,0,100
636048-14082012,Winter,1100,2,Night-time,others,Work_days,0,6,0,100
636072-14082012,Winter,1100,3,Night-time,others,Work_days,0,2,0,100
636182-14082012,Winter,6100,1,Cooking-time,house,Work_days,0,3,0,100
636689-15082012,Winter,6100,1,Night-time,school,Work_days,0,9,0,100
637517-16082012,Winter,1190,0,Cooking-time,office,Work_days,0,1,0,100
638133-17082012,Winter,6900,1,Night-time,hotel,Work_days,0,8,0,100
638166-17082012,Winter,1900,0,Cooking-time,others,Work_days,0,10,0,100
638388-17082012,Winter,6110,2,Cooking-time,public_facility,Work_days,0,1,0,100
638961-17082012,Winter,6110,3,Night-time,public_facility,Work_days,0,1,0,100
639005-18082012,Winter,6110,4,Night-time,public_facility,Week_ends,0,1,0,100
639070-18082012,Winter,6200,0,Cooking-time,rest_home,Week_ends,0,11,0,100
639073-18082012,Winter,6990,1,Cooking-time,office,Week_ends,0,9,0,100
639109-18082012,Winter,6900,1,Cooking-time,office,Week_ends,0,5,0,100
639490-18082012,Winter,6900,1,Office Hours,rest_home,Week_ends,0,3,0,100
639817-19082012,Winter,1100,0,Night-time,restaurant,Week_ends,0,2,0,100
639831-19082012,Winter,6900,1,Night-time,public_facility,Week_ends,0,4,0,100
639900-19082012,Winter,6200,0,Cooking-time,house,Week_ends,0,7,0,100
640261-19082012,Winter,6900,0,Office Hours,industry_facility,Week_ends,0,11,0,100
641131-20082012,Winter,6900,1,Night-time,apartment,Work_days,0,21,0,100
641206-21082012,Winter,6100,1,Night-time,shopping_mall,Work_days,0,11,0,100
641422-21082012,Winter,6110,1,Cooking-time,rest_home,Work_days,0,1,0,100
641482-21082012,Winter,1200,0,Cooking-time,apartment,Work_days,0,1,0,100
642032-22082012,Winter,0,0,Office Hours,apartment,Work_days,0,1,0,100
642400-22082012,Winter,6100,3,Cooking-time,hospital,Work_days,0,2,0,100
642430-22082012,Winter,6100,4,Cooking-time,hospital,Work_days,0,1,0,100
643386-23082012,Winter,6100,2,Cooking-time,rest_home,Work_days,0,3,0,100
643451-23082012,Winter,6100,3,Cooking-time,rest_home,Work_days,0,4,0,100
643809-24082012,Winter,6900,2,Office Hours,rest_home,Work_days,0,1,0,100
644239-25082012,Winter,1120,0,Cooking-time,apartment,Week_ends,0,1,0,100
644555-25082012,Winter,6100,0,Office Hours,house,Week_ends,0,4,0,100
644567-25082012,Winter,6100,2,Office Hours,others,Week_ends,0,3,0,100
644735-25082012,Winter,6100,3,Cooking-time,others,Week_ends,0,3,0,100
644757-25082012,Winter,6100,4,Cooking-time,others,Week_ends,0,1,0,100
644809-25082012,Winter,6110,1,Cooking-time,public_facility,Week_ends,0,2,0,100
644864-25082012,Winter,6110,2,Cooking-time,public_facility,Week_ends,0,1,0,100
644906-25082012,Winter,6110,1,Night-time,others,Week_ends,0,3,0,100
645095-26082012,Winter,6100,1,Office Hours,industry_facility,Week_ends,0,1,0,100
645111-26082012,Winter,6110,0,Office Hours,hospital,Week_ends,0,3,0,100
645119-26082012,Winter,6100,1,Office Hours,apartment,Week_ends,0,4,0,100
645140-26082012,Winter,6100,2,Office Hours,industry_facility,Week_ends,0,1,0,100
645831-27082012,Winter,6990,1,Cooking-time,rest_home,Work_days,0,10,0,100
645835-27082012,Winter,6900,1,Cooking-time,public_facility,Work_days,0,13,0,100
645891-27082012,Winter,6990,2,Cooking-time,rest_home,Work_days,0,2,0,100
646591-28082012,Winter,6990,3,Office Hours,others,Work_days,0,5,0,100
646614-28082012,Winter,6990,4,Office Hours,others,Work_days,0,6,0,100
646972-29082012,Winter,6990,6,Cooking-time,others,Work_days,0,6,0,100
648505-30082012,Winter,6110,1,Night-time,school,Work_days,0,10,0,100
648533-31082012,Winter,6900,2,Night-time,hospital,Work_days,0,5,0,100
648630-31082012,Winter,1120,3,Cooking-time,others,Work_days,0,1,0,100
648702-31082012,Winter,6900,3,Office Hours,hospital,Work_days,0,3,0,100
648870-31082012,Winter,6200,2,Cooking-time,others,Work_days,0,1,0,100
649184-01092012,Spring,1900,1,Night-time,others,Week_ends,0,1,0,100
649218-01092012,Spring,6200,0,Night-time,others,Week_ends,0,21,0,100
649241-01092012,Spring,1100,0,Night-time,office,Week_ends,0,10,0,100
649264-01092012,Spring,6900,1,Night-time,others,Week_ends,0,27,0,100
649274-01092012,Spring,6100,0,Night-time,apartment,Week_ends,0,48,0,100
649287-01092012,Spring,1900,0,Night-time,industry_facility,Week_ends,0,1,0,100
649288-01092012,Spring,1120,0,Night-time,others,Week_ends,0,3,0,100
649290-01092012,Spring,6990,0,Night-time,office,Week_ends,0,39,0,100
649297-01092012,Spring,6990,0,Night-time,hotel,Week_ends,0,92,0,100
649298-01092012,Spring,6990,2,Night-time,others,Week_ends,0,10,0,100
649308-01092012,Spring,6990,0,Night-time,hospital,Week_ends,0,23,0,100
649311-01092012,Spring,6100,0,Night-time,tansport,Week_ends,0,15,0,100
649314-01092012,Spring,1100,0,Cooking-time,restaurant,Week_ends,0,3,0,100
649318-01092012,Spring,1100,0,Cooking-time,office,Week_ends,0,6,0,100
649324-01092012,Spring,6900,1,Cooking-time,rest_home,Week_ends,0,10,0,100
649336-01092012,Spring,6990,1,Cooking-time,public_facility,Week_ends,0,14,0,100
649358-01092012,Spring,6990,0,Cooking-time,public_facility,Week_ends,0,95,0,100
649459-01092012,Spring,6900,1,Office Hours,others,Week_ends,0,29,0,100
649472-01092012,Spring,1100,0,Office Hours,hotel,Week_ends,0,1,0,100
649480-01092012,Spring,6990,3,Office Hours,others,Week_ends,0,3,0,100
649485-01092012,Spring,6100,0,Office Hours,hospital,Week_ends,0,44,0,100
649491-01092012,Spring,6990,0,Office Hours,public_facility,Week_ends,0,43,0,100
649564-01092012,Spring,6100,0,Cooking-time,tansport,Week_ends,0,16,0,100
649591-01092012,Spring,6900,1,Cooking-time,apartment,Week_ends,0,13,0,100
649607-01092012,Spring,6900,2,Cooking-time,apartment,Week_ends,0,2,0,100
649637-01092012,Spring,6110,0,Cooking-time,office,Week_ends,0,6,0,100
649644-01092012,Spring,6290,0,Cooking-time,school,Week_ends,0,1,0,100
649653-01092012,Spring,6900,1,Office Hours,hospital,Week_ends,0,8,0,100
649763-01092012,Spring,6900,0,Office Hours,hospital,Week_ends,0,32,0,100
649774-01092012,Spring,6990,4,Office Hours,others,Week_ends,0,2,0,100
649819-01092012,Spring,1100,0,Office Hours,apartment,Week_ends,0,7,0,100
649822-01092012,Spring,6110,0,Office Hours,rest_home,Week_ends,0,1,0,100
649839-01092012,Spring,6900,0,Office Hours,public_facility,Week_ends,0,35,0,100
649863-01092012,Spring,6100,0,Cooking-time,hotel,Week_ends,0,55,0,100
649891-01092012,Spring,6900,2,Cooking-time,others,Week_ends,0,6,0,100
649951-01092012,Spring,6990,1,Cooking-time,shopping_mall,Week_ends,0,14,0,100
650022-01092012,Spring,6990,0,Cooking-time,restaurant,Week_ends,0,3,0,100
650023-01092012,Spring,6110,0,Cooking-time,hotel,Week_ends,0,9,0,100
650043-01092012,Spring,6100,0,Cooking-time,public_facility,Week_ends,0,48,0,100
650115-02092012,Spring,6900,0,Night-time,public_facility,Week_ends,0,32,0,100
650166-02092012,Spring,6100,0,Night-time,hospital,Week_ends,0,48,0,100
650236-02092012,Spring,6100,1,Night-time,hospital,Week_ends,0,7,0,100
650241-02092012,Spring,6990,1,Night-time,office,Week_ends,0,8,0,100
650300-02092012,Spring,1100,1,Cooking-time,others,Week_ends,0,4,0,100
650351-02092012,Spring,6990,0,Office Hours,apartment,Week_ends,0,107,0,100
650413-02092012,Spring,6200,0,Office Hours,public_facility,Week_ends,0,6,0,100
650434-02092012,Spring,6900,1,Cooking-time,hotel,Week_ends,0,8,0,100
650467-02092012,Spring,6990,0,Cooking-time,tansport,Week_ends,0,2,0,100
650536-02092012,Spring,6900,1,Cooking-time,shopping_mall,Week_ends,0,7,0,100
650581-02092012,Spring,6100,1,Office Hours,tansport,Week_ends,0,2,0,100
650601-02092012,Spring,6990,0,Office Hours,school,Week_ends,0,22,0,100
650651-02092012,Spring,6990,0,Office Hours,tansport,Week_ends,0,4,0,100
650652-02092012,Spring,1100,0,Office Hours,tansport,Week_ends,0,1,0,100
650655-02092012,Spring,6100,0,Office Hours,industry_facility,Week_ends,0,9,0,100
650741-02092012,Spring,6100,1,Cooking-time,others,Week_ends,0,36,0,100
650814-02092012,Spring,1120,0,Cooking-time,hotel,Week_ends,0,1,0,100
650862-02092012,Spring,6110,0,Night-time,hotel,Week_ends,0,2,0,100
650905-03092012,Spring,6990,0,Night-time,industry_facility,Work_days,0,30,0,100
650912-03092012,Spring,6900,2,Night-time,hospital,Work_days,0,6,0,100
650949-03092012,Spring,6990,1,Cooking-time,public_facility,Work_days,0,25,0,100
650965-03092012,Spring,6990,1,Cooking-time,industry_facility,Work_days,0,8,0,100
650988-03092012,Spring,6200,0,Cooking-time,school,Work_days,0,26,0,100
650990-03092012,Spring,6990,1,Cooking-time,hospital,Work_days,0,26,0,100
651062-03092012,Spring,6110,0,Office Hours,hospital,Work_days,0,11,0,100
651118-03092012,Spring,6900,1,Office Hours,office,Work_days,0,7,0,100
651257-03092012,Spring,6990,2,Cooking-time,apartment,Work_days,0,6,0,100
651326-03092012,Spring,6110,0,Office Hours,industry_facility,Work_days,0,9,0,100
651354-03092012,Spring,6900,1,Office Hours,hospital,Work_days,0,16,0,100
651390-03092012,Spring,6200,0,Office Hours,apartment,Work_days,0,61,0,100
651617-03092012,Spring,6900,1,Cooking-time,house,Work_days,0,4,0,100
651623-03092012,Spring,6100,1,Cooking-time,hospital,Work_days,0,49,0,100
651659-03092012,Spring,6110,1,Cooking-time,apartment,Work_days,0,4,0,100
651687-03092012,Spring,6900,2,Night-time,others,Work_days,0,21,0,100
651711-03092012,Spring,6290,0,Night-time,school,Work_days,0,1,0,100
651955-04092012,Spring,6200,0,Night-time,office,Work_days,0,9,0,100
651966-04092012,Spring,6200,0,Night-time,public_facility,Work_days,0,7,0,100
651970-04092012,Spring,6990,2,Night-time,others,Work_days,0,21,0,100
651986-04092012,Spring,6100,1,Cooking-time,others,Work_days,0,96,0,100
652009-04092012,Spring,6900,0,Cooking-time,rest_home,Work_days,0,219,0,100
652013-04092012,Spring,6200,1,Cooking-time,others,Work_days,0,14,0,100
652069-04092012,Spring,6900,0,Office Hours,public_facility,Work_days,0,93,0,100
652087-04092012,Spring,6900,2,Office Hours,house,Work_days,0,1,0,100
652093-04092012,Spring,1100,1,Office Hours,office,Work_days,0,2,0,100
652106-04092012,Spring,1100,2,Office Hours,office,Work_days,0,1,0,100
652114-04092012,Spring,1100,0,Office Hours,apartment,Work_days,0,34,0,100
652277-04092012,Spring,6200,2,Cooking-time,others,Work_days,0,3,0,100
652400-04092012,Spring,6110,0,Office Hours,hotel,Work_days,0,18,0,100
652521-04092012,Spring,6100,1,Office Hours,others,Work_days,0,44,0,100
652793-04092012,Spring,6100,1,Night-time,public_facility,Work_days,0,10,0,100
652816-05092012,Spring,6100,0,Night-time,rest_home,Work_days,0,59,0,100
652817-05092012,Spring,6110,0,Night-time,public_facility,Work_days,0,10,0,100
652835-05092012,Spring,6100,1,Night-time,hospital,Work_days,0,37,0,100
653267-05092012,Spring,6100,1,Cooking-time,hotel,Work_days,0,17,0,100
653329-05092012,Spring,6100,2,Cooking-time,others,Work_days,0,13,0,100
653376-05092012,Spring,6100,3,Cooking-time,others,Work_days,0,4,0,100
653483-05092012,Spring,1100,0,Office Hours,public_facility,Work_days,0,17,0,100
