incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
041005-21022013,Summer,6990,0,Night-time,restaurant,Work_days,0,7,0,100
041081-22022013,Summer,6900,5,Night-time,tansport,Work_days,0,1,0,100
041085-22022013,Summer,6900,6,Night-time,tansport,Work_days,0,1,0,100
041087-22022013,Summer,6990,0,Night-time,house,Work_days,0,6,0,100
041247-22022013,Summer,6990,1,Office Hours,house,Work_days,0,3,0,100
041518-22022013,Summer,6200,0,Office Hours,shopping_mall,Work_days,0,14,0,100
041680-22022013,Summer,6900,7,Cooking-time,tansport,Work_days,0,1,0,100
041973-23022013,Summer,6200,1,Cooking-time,office,Week_ends,0,2,0,100
042006-23022013,Summer,6900,2,Cooking-time,rest_home,Week_ends,0,3,0,100
042136-23022013,Summer,6900,3,Office Hours,rest_home,Week_ends,0,1,0,100
042218-23022013,Summer,6110,0,Cooking-time,shopping_mall,Week_ends,0,2,0,100
042232-23022013,Summer,6900,1,Cooking-time,industry_facility,Week_ends,0,3,0,100
042342-23022013,Summer,6110,0,Office Hours,public_facility,Week_ends,0,6,0,100
042346-23022013,Summer,6900,3,Office Hours,others,Week_ends,0,1,0,100
042373-23022013,Summer,6990,2,Office Hours,hospital,Week_ends,0,2,0,100
042393-23022013,Summer,6900,4,Office Hours,rest_home,Week_ends,0,1,0,100
042407-23022013,Summer,6200,0,Office Hours,house,Week_ends,0,1,0,100
042419-23022013,Summer,6200,1,Office Hours,shopping_mall,Week_ends,0,4,0,100
042423-23022013,Summer,6100,2,Office Hours,others,Week_ends,0,2,0,100
042480-23022013,Summer,6100,2,Office Hours,school,Week_ends,0,1,0,100
042500-23022013,Summer,6200,1,Cooking-time,public_facility,Week_ends,0,2,0,100
042535-23022013,Summer,6100,3,Cooking-time,school,Week_ends,0,1,0,100
042536-23022013,Summer,6100,2,Cooking-time,hospital,Week_ends,0,3,0,100
042545-23022013,Summer,6900,5,Cooking-time,rest_home,Week_ends,0,1,0,100
042553-23022013,Summer,6900,2,Cooking-time,industry_facility,Week_ends,0,2,0,100
042569-23022013,Summer,6200,2,Cooking-time,school,Week_ends,0,1,0,100
042597-23022013,Summer,6900,1,Cooking-time,tansport,Week_ends,0,3,0,100
042696-23022013,Summer,6200,2,Cooking-time,public_facility,Week_ends,0,1,0,100
042724-23022013,Summer,6100,1,Cooking-time,industry_facility,Week_ends,0,1,0,100
042871-23022013,Summer,6100,2,Night-time,hospital,Week_ends,0,3,0,100
042976-24022013,Summer,6100,1,Night-time,rest_home,Week_ends,0,5,0,100
042978-24022013,Summer,6900,2,Night-time,school,Week_ends,0,3,0,100
043027-24022013,Summer,1100,0,Night-time,hospital,Week_ends,0,2,0,100
043068-24022013,Summer,6900,2,Night-time,public_facility,Week_ends,0,2,0,100
043175-24022013,Summer,6200,1,Night-time,others,Week_ends,0,8,0,100
043304-24022013,Summer,6900,1,Night-time,tansport,Week_ends,0,3,0,100
043312-24022013,Summer,6900,1,Night-time,apartment,Week_ends,0,5,0,100
043320-24022013,Summer,1100,1,Night-time,school,Week_ends,0,1,0,100
043325-24022013,Summer,6100,2,Night-time,school,Week_ends,0,1,0,100
043382-24022013,Summer,6200,1,Night-time,apartment,Week_ends,0,2,0,100
043395-24022013,Summer,6900,3,Night-time,school,Week_ends,0,1,0,100
043427-24022013,Summer,6100,1,Cooking-time,tansport,Week_ends,0,3,0,100
043437-24022013,Summer,1100,0,Cooking-time,restaurant,Week_ends,0,1,0,100
043541-24022013,Summer,6110,2,Cooking-time,school,Week_ends,0,3,0,100
043567-24022013,Summer,6200,0,Office Hours,tansport,Week_ends,0,4,0,100
043640-24022013,Summer,6110,3,Office Hours,school,Week_ends,0,2,0,100
043696-24022013,Summer,6110,4,Cooking-time,others,Week_ends,0,1,0,100
043765-24022013,Summer,6100,2,Cooking-time,apartment,Week_ends,0,1,0,100
043791-24022013,Summer,1100,1,Cooking-time,hospital,Week_ends,0,2,0,100
043856-24022013,Summer,1900,0,Office Hours,others,Week_ends,0,1,0,100
043869-24022013,Summer,6100,3,Office Hours,hospital,Week_ends,0,1,0,100
043894-24022013,Summer,6900,0,Office Hours,restaurant,Week_ends,0,1,0,100
043898-24022013,Summer,6110,5,Office Hours,school,Week_ends,0,1,0,100
043926-24022013,Summer,6100,2,Office Hours,apartment,Week_ends,0,1,0,100
043946-24022013,Summer,6100,3,Office Hours,apartment,Week_ends,0,1,0,100
043976-24022013,Summer,6900,1,Cooking-time,restaurant,Week_ends,0,1,0,100
044042-24022013,Summer,6900,2,Cooking-time,tansport,Week_ends,0,1,0,100
044057-24022013,Summer,6900,2,Cooking-time,restaurant,Week_ends,0,1,0,100
044087-24022013,Summer,6900,3,Cooking-time,restaurant,Week_ends,0,1,0,100
044171-25022013,Summer,6110,6,Night-time,school,Work_days,0,1,0,100
044191-25022013,Summer,1900,1,Night-time,others,Work_days,0,2,0,100
044405-25022013,Summer,6900,3,Office Hours,hotel,Work_days,0,1,0,100
044441-25022013,Summer,6100,4,Cooking-time,hospital,Work_days,0,1,0,100
044456-25022013,Summer,6100,5,Cooking-time,hospital,Work_days,0,2,0,100
044498-25022013,Summer,6290,0,Cooking-time,school,Work_days,0,1,0,100
044613-25022013,Summer,6100,2,Office Hours,hospital,Work_days,0,5,0,100
044773-25022013,Summer,6100,2,Cooking-time,rest_home,Work_days,0,3,0,100
044931-26022013,Summer,6100,2,Cooking-time,shopping_mall,Work_days,0,4,0,100
044944-26022013,Summer,6900,2,Cooking-time,shopping_mall,Work_days,0,4,0,100
044968-26022013,Summer,6100,3,Cooking-time,school,Work_days,0,3,0,100
045354-26022013,Summer,6100,2,Night-time,public_facility,Work_days,0,2,0,100
045430-27022013,Summer,6100,3,Night-time,public_facility,Work_days,0,1,0,100
045451-27022013,Summer,6900,2,Night-time,shopping_mall,Work_days,0,1,0,100
045604-27022013,Summer,0,0,Office Hours,others,Work_days,0,4,0,100
046048-28022013,Summer,6110,3,Night-time,school,Work_days,0,1,0,100
046175-28022013,Summer,6900,3,Office Hours,others,Work_days,0,2,0,100
046241-28022013,Summer,6900,3,Cooking-time,hospital,Work_days,0,2,0,100
046298-28022013,Summer,6990,2,Office Hours,office,Work_days,0,4,0,100
046402-28022013,Summer,6900,4,Cooking-time,hospital,Work_days,0,1,0,100
046419-28022013,Summer,6990,3,Cooking-time,office,Work_days,0,2,0,100
046476-28022013,Summer,6110,0,Night-time,office,Work_days,0,7,0,100
046479-01032013,Autumn,6900,1,Night-time,rest_home,Work_days,0,16,0,100
046503-01032013,Autumn,6900,2,Night-time,others,Work_days,0,14,0,100
046518-01032013,Autumn,6990,0,Night-time,school,Work_days,0,82,0,100
046522-01032013,Autumn,6100,0,Night-time,school,Work_days,0,107,0,100
046535-01032013,Autumn,6100,2,Night-time,school,Work_days,0,5,0,100
046546-01032013,Autumn,6200,0,Night-time,rest_home,Work_days,0,22,0,100
046594-01032013,Autumn,6110,0,Cooking-time,office,Work_days,0,19,0,100
046596-01032013,Autumn,6200,1,Cooking-time,rest_home,Work_days,0,4,0,100
046619-01032013,Autumn,6100,0,Cooking-time,industry_facility,Work_days,0,26,0,100
046644-01032013,Autumn,6900,1,Cooking-time,apartment,Work_days,0,46,0,100
046708-01032013,Autumn,6110,0,Office Hours,school,Work_days,0,59,0,100
046716-01032013,Autumn,6100,1,Office Hours,rest_home,Work_days,0,18,0,100
046730-01032013,Autumn,6990,1,Office Hours,office,Work_days,0,19,0,100
046732-01032013,Autumn,6110,1,Cooking-time,others,Work_days,0,20,0,100
046741-01032013,Autumn,6200,1,Cooking-time,others,Work_days,0,13,0,100
046758-01032013,Autumn,6200,0,Cooking-time,public_facility,Work_days,0,33,0,100
046882-01032013,Autumn,1120,0,Office Hours,industry_facility,Work_days,0,1,0,100
046897-01032013,Autumn,6990,1,Office Hours,rest_home,Work_days,0,14,0,100
046907-01032013,Autumn,6100,1,Cooking-time,apartment,Work_days,0,44,0,100
046973-01032013,Autumn,1100,1,Cooking-time,school,Work_days,0,13,0,100
046974-01032013,Autumn,6100,1,Cooking-time,hotel,Work_days,0,23,0,100
047013-01032013,Autumn,6100,1,Night-time,hospital,Work_days,0,32,0,100
047025-01032013,Autumn,6110,0,Night-time,rest_home,Work_days,0,3,0,100
047034-02032013,Autumn,6100,1,Night-time,others,Week_ends,0,25,0,100
047057-02032013,Autumn,6100,2,Night-time,others,Week_ends,0,8,0,100
047058-02032013,Autumn,6990,0,Night-time,school,Week_ends,0,30,0,100
047063-02032013,Autumn,6100,0,Night-time,hotel,Week_ends,0,47,0,100
047081-02032013,Autumn,6100,0,Night-time,public_facility,Week_ends,0,48,0,100
047108-02032013,Autumn,6990,0,Night-time,industry_facility,Week_ends,0,19,0,100
047112-02032013,Autumn,6100,0,Night-time,apartment,Week_ends,0,59,0,100
047119-02032013,Autumn,1100,0,Night-time,office,Week_ends,0,6,0,100
047128-02032013,Autumn,6900,0,Night-time,public_facility,Week_ends,0,46,0,100
047132-02032013,Autumn,6200,0,Night-time,rest_home,Week_ends,0,7,0,100
047152-02032013,Autumn,6100,1,Cooking-time,public_facility,Week_ends,0,6,0,100
047165-02032013,Autumn,6990,1,Cooking-time,hotel,Week_ends,0,18,0,100
047173-02032013,Autumn,6100,0,Cooking-time,industry_facility,Week_ends,0,4,0,100
047190-02032013,Autumn,1100,0,Cooking-time,office,Week_ends,0,1,0,100
047191-02032013,Autumn,6900,1,Cooking-time,hospital,Week_ends,0,15,0,100
047193-02032013,Autumn,6100,3,Cooking-time,others,Week_ends,0,5,0,100
047196-02032013,Autumn,6200,1,Cooking-time,others,Week_ends,0,3,0,100
047218-02032013,Autumn,6200,0,Office Hours,apartment,Week_ends,0,27,0,100
047225-02032013,Autumn,6990,0,Office Hours,public_facility,Week_ends,0,51,0,100
047228-02032013,Autumn,6100,0,Office Hours,office,Week_ends,0,15,0,100
047238-02032013,Autumn,6900,2,Office Hours,hospital,Week_ends,0,3,0,100
047252-02032013,Autumn,1100,0,Office Hours,school,Week_ends,0,6,0,100
047268-02032013,Autumn,6900,1,Office Hours,apartment,Week_ends,0,7,0,100
047297-02032013,Autumn,6990,0,Cooking-time,office,Week_ends,0,101,0,100
047364-02032013,Autumn,6900,0,Office Hours,rest_home,Week_ends,0,45,0,100
047380-02032013,Autumn,6200,1,Office Hours,rest_home,Week_ends,0,1,0,100
047386-02032013,Autumn,6200,0,Office Hours,public_facility,Week_ends,0,8,0,100
047388-02032013,Autumn,6900,0,Office Hours,public_facility,Week_ends,0,34,0,100
047441-02032013,Autumn,6100,1,Cooking-time,hospital,Week_ends,0,20,0,100
047451-02032013,Autumn,6990,1,Cooking-time,others,Week_ends,0,47,0,100
047460-02032013,Autumn,6100,0,Cooking-time,hotel,Week_ends,0,66,0,100
047468-02032013,Autumn,6990,0,Cooking-time,restaurant,Week_ends,0,4,0,100
047481-02032013,Autumn,6100,1,Cooking-time,industry_facility,Week_ends,0,2,0,100
047509-02032013,Autumn,6100,2,Cooking-time,hospital,Week_ends,0,4,0,100
047513-02032013,Autumn,6990,1,Cooking-time,restaurant,Week_ends,0,1,0,100
047552-02032013,Autumn,6110,1,Cooking-time,rest_home,Week_ends,0,1,0,100
047561-02032013,Autumn,1120,0,Night-time,hotel,Week_ends,0,1,0,100
047562-02032013,Autumn,6900,1,Night-time,hotel,Week_ends,0,4,0,100
047574-02032013,Autumn,1120,1,Night-time,hotel,Week_ends,0,1,0,100
047578-02032013,Autumn,6100,1,Night-time,apartment,Week_ends,0,12,0,100
047594-02032013,Autumn,6990,2,Night-time,hotel,Week_ends,0,3,0,100
047613-02032013,Autumn,6100,0,Night-time,shopping_mall,Week_ends,0,20,0,100
047625-03032013,Autumn,6200,0,Night-time,office,Week_ends,0,4,0,100
047630-03032013,Autumn,6100,1,Night-time,school,Week_ends,0,6,0,100
047636-03032013,Autumn,6990,1,Night-time,public_facility,Week_ends,0,9,0,100
047655-03032013,Autumn,6200,1,Night-time,office,Week_ends,0,3,0,100
047658-03032013,Autumn,6990,3,Night-time,hotel,Week_ends,0,1,0,100
047665-03032013,Autumn,6110,0,Night-time,office,Week_ends,0,8,0,100
047671-03032013,Autumn,6900,1,Night-time,others,Week_ends,0,31,0,100
047673-03032013,Autumn,6990,0,Night-time,rest_home,Week_ends,0,32,0,100
047701-03032013,Autumn,6110,1,Night-time,office,Week_ends,0,2,0,100
047708-03032013,Autumn,6990,1,Night-time,rest_home,Week_ends,0,4,0,100
047745-03032013,Autumn,6100,0,Cooking-time,office,Week_ends,0,27,0,100
047754-03032013,Autumn,6200,0,Cooking-time,public_facility,Week_ends,0,5,0,100
047768-03032013,Autumn,6200,0,Cooking-time,hospital,Week_ends,0,12,0,100
047771-03032013,Autumn,6100,1,Cooking-time,school,Week_ends,0,15,0,100
047792-03032013,Autumn,6990,0,Office Hours,school,Week_ends,0,37,0,100
047835-03032013,Autumn,6110,0,Cooking-time,hotel,Week_ends,0,6,0,100
047904-03032013,Autumn,6200,1,Cooking-time,hospital,Week_ends,0,2,0,100
047941-03032013,Autumn,6900,0,Office Hours,house,Week_ends,0,5,0,100
048069-03032013,Autumn,1100,0,Night-time,house,Week_ends,0,2,0,100
048078-03032013,Autumn,1100,1,Night-time,house,Week_ends,0,1,0,100
048082-03032013,Autumn,1100,0,Night-time,shopping_mall,Week_ends,0,14,0,100
048086-03032013,Autumn,6110,0,Night-time,school,Week_ends,0,26,0,100
048091-03032013,Autumn,6990,1,Night-time,hotel,Week_ends,0,6,0,100
048103-03032013,Autumn,6990,0,Night-time,public_facility,Week_ends,0,51,0,100
048105-03032013,Autumn,1100,1,Night-time,shopping_mall,Week_ends,0,2,0,100
048124-04032013,Autumn,6100,2,Night-time,hospital,Work_days,0,9,0,100
048131-04032013,Autumn,6990,1,Night-time,public_facility,Work_days,0,19,0,100
048199-04032013,Autumn,6990,1,Cooking-time,hospital,Work_days,0,42,0,100
048201-04032013,Autumn,6100,1,Cooking-time,school,Work_days,0,37,0,100
048222-04032013,Autumn,6990,2,Cooking-time,hospital,Work_days,0,8,0,100
048245-04032013,Autumn,6100,1,Cooking-time,rest_home,Work_days,0,24,0,100
048246-04032013,Autumn,6100,1,Cooking-time,others,Work_days,0,92,0,100
048256-04032013,Autumn,6200,0,Cooking-time,industry_facility,Work_days,0,7,0,100
048270-04032013,Autumn,6100,0,Office Hours,shopping_mall,Work_days,0,48,0,100
048280-04032013,Autumn,6200,0,Office Hours,industry_facility,Work_days,0,6,0,100
048286-04032013,Autumn,6100,1,Office Hours,shopping_mall,Work_days,0,9,0,100
048338-04032013,Autumn,6110,1,Cooking-time,school,Work_days,0,31,0,100
048371-04032013,Autumn,6990,1,Cooking-time,shopping_mall,Work_days,0,42,0,100
048378-04032013,Autumn,6990,1,Cooking-time,apartment,Work_days,0,91,0,100
048422-04032013,Autumn,1100,0,Office Hours,apartment,Work_days,0,24,0,100
048434-04032013,Autumn,6200,1,Office Hours,industry_facility,Work_days,0,1,0,100
048440-04032013,Autumn,1100,0,Office Hours,rest_home,Work_days,0,9,0,100
048548-04032013,Autumn,6100,2,Cooking-time,hotel,Work_days,0,4,0,100
048556-04032013,Autumn,6990,2,Cooking-time,shopping_mall,Work_days,0,11,0,100
048588-04032013,Autumn,6990,2,Cooking-time,others,Work_days,0,27,0,100
048616-04032013,Autumn,6900,0,Night-time,industry_facility,Work_days,0,32,0,100
048618-04032013,Autumn,6100,2,Night-time,shopping_mall,Work_days,0,8,0,100
048662-05032013,Autumn,6990,3,Night-time,hospital,Work_days,0,1,0,100
048677-05032013,Autumn,6200,2,Night-time,industry_facility,Work_days,0,1,0,100
048680-05032013,Autumn,6900,1,Night-time,hospital,Work_days,0,21,0,100
048708-05032013,Autumn,1100,0,Cooking-time,house,Work_days,0,4,0,100
048722-05032013,Autumn,6990,1,Cooking-time,rest_home,Work_days,0,25,0,100
048796-05032013,Autumn,6990,1,Office Hours,hotel,Work_days,0,25,0,100
048802-05032013,Autumn,6900,2,Office Hours,others,Work_days,0,13,0,100
048928-05032013,Autumn,6900,1,Office Hours,public_facility,Work_days,0,11,0,100
049002-05032013,Autumn,6200,3,Cooking-time,industry_facility,Work_days,0,1,0,100
049037-05032013,Autumn,1100,0,Cooking-time,hospital,Work_days,0,12,0,100
049055-05032013,Autumn,1100,1,Cooking-time,hospital,Work_days,0,3,0,100
049154-06032013,Autumn,1100,2,Night-time,hospital,Work_days,0,1,0,100
049159-06032013,Autumn,6200,0,Night-time,hospital,Work_days,0,9,0,100
049175-06032013,Autumn,6200,1,Night-time,hospital,Work_days,0,2,0,100
049178-06032013,Autumn,6900,1,Night-time,others,Work_days,0,90,0,100
049181-06032013,Autumn,1100,3,Night-time,hospital,Work_days,0,1,0,100
049195-06032013,Autumn,1100,0,Night-time,apartment,Work_days,0,25,0,100
049263-06032013,Autumn,6900,2,Cooking-time,others,Work_days,0,28,0,100
049316-06032013,Autumn,6200,0,Office Hours,public_facility,Work_days,0,16,0,100
049360-06032013,Autumn,6100,1,Cooking-time,shopping_mall,Work_days,0,14,0,100
049426-06032013,Autumn,6100,1,Office Hours,others,Work_days,0,66,0,100
049480-06032013,Autumn,6100,2,Office Hours,others,Work_days,0,9,0,100
049493-06032013,Autumn,6200,0,Office Hours,school,Work_days,0,17,0,100
049578-06032013,Autumn,7110,0,Cooking-time,public_facility,Work_days,0,17,0,100
049620-06032013,Autumn,6900,0,Cooking-time,restaurant,Work_days,0,14,0,100
049624-06032013,Autumn,6200,1,Night-time,hotel,Work_days,0,3,0,100
049663-07032013,Autumn,1100,0,Night-time,shopping_mall,Work_days,0,28,0,100
049671-07032013,Autumn,6200,2,Night-time,hotel,Work_days,0,1,0,100
049733-07032013,Autumn,1100,0,Night-time,tansport,Work_days,0,6,0,100
049739-07032013,Autumn,6990,1,Night-time,hotel,Work_days,0,11,0,100
049753-07032013,Autumn,6990,2,Cooking-time,apartment,Work_days,0,20,0,100
049765-07032013,Autumn,6200,1,Cooking-time,shopping_mall,Work_days,0,9,0,100
049842-07032013,Autumn,6990,1,Office Hours,apartment,Work_days,0,26,0,100
049969-07032013,Autumn,1120,0,Office Hours,office,Work_days,0,4,0,100
050109-07032013,Autumn,6200,1,Night-time,others,Work_days,0,6,0,100
050183-08032013,Autumn,6110,0,Night-time,apartment,Work_days,0,20,0,100
050201-08032013,Autumn,6900,1,Night-time,school,Work_days,0,44,0,100
050325-08032013,Autumn,6900,1,Office Hours,shopping_mall,Work_days,0,8,0,100
050331-08032013,Autumn,1100,1,Office Hours,others,Work_days,0,11,0,100
050424-08032013,Autumn,6900,1,Cooking-time,hospital,Work_days,0,48,0,100
050480-08032013,Autumn,1120,0,Office Hours,others,Work_days,0,8,0,100
050496-08032013,Autumn,6200,1,Office Hours,rest_home,Work_days,0,7,0,100
050518-08032013,Autumn,6990,0,Office Hours,tansport,Work_days,0,17,0,100
050615-08032013,Autumn,1100,1,Cooking-time,apartment,Work_days,0,6,0,100
050635-08032013,Autumn,6900,1,Cooking-time,office,Work_days,0,14,0,100
050658-08032013,Autumn,1100,2,Cooking-time,apartment,Work_days,0,3,0,100
050696-08032013,Autumn,1100,0,Night-time,public_facility,Work_days,0,12,0,100
050767-09032013,Autumn,6900,1,Night-time,public_facility,Week_ends,0,6,0,100
050843-09032013,Autumn,6900,0,Night-time,hospital,Week_ends,0,50,0,100
050868-09032013,Autumn,6200,0,Night-time,hospital,Week_ends,0,2,0,100
050874-09032013,Autumn,6990,0,Night-time,hospital,Week_ends,0,23,0,100
050898-09032013,Autumn,1100,0,Cooking-time,rest_home,Week_ends,0,7,0,100
050900-09032013,Autumn,6200,0,Cooking-time,shopping_mall,Week_ends,0,23,0,100
050925-09032013,Autumn,6900,1,Cooking-time,rest_home,Week_ends,0,8,0,100
050947-09032013,Autumn,6110,0,Cooking-time,house,Week_ends,0,3,0,100
050954-09032013,Autumn,1100,1,Cooking-time,public_facility,Week_ends,0,1,0,100
051000-09032013,Autumn,6900,1,Office Hours,others,Week_ends,0,33,0,100
051007-09032013,Autumn,1100,0,Office Hours,apartment,Week_ends,0,11,0,100
051010-09032013,Autumn,6900,2,Office Hours,others,Week_ends,0,6,0,100
051037-09032013,Autumn,6110,1,Office Hours,apartment,Week_ends,0,2,0,100
051038-09032013,Autumn,6110,0,Office Hours,industry_facility,Week_ends,0,4,0,100
051045-09032013,Autumn,6110,0,Office Hours,school,Week_ends,0,18,0,100
051062-09032013,Autumn,6110,1,Cooking-time,school,Week_ends,0,6,0,100
051070-09032013,Autumn,6900,0,Cooking-time,tansport,Week_ends,0,24,0,100
051145-09032013,Autumn,6990,0,Cooking-time,industry_facility,Week_ends,0,14,0,100
051153-09032013,Autumn,6100,0,Office Hours,school,Week_ends,0,37,0,100
051215-09032013,Autumn,6990,1,Office Hours,shopping_mall,Week_ends,0,14,0,100
051287-09032013,Autumn,6200,1,Cooking-time,public_facility,Week_ends,0,2,0,100
051364-09032013,Autumn,6900,1,Cooking-time,shopping_mall,Week_ends,0,9,0,100
051394-09032013,Autumn,6100,0,Cooking-time,public_facility,Week_ends,0,56,0,100
051441-09032013,Autumn,6990,2,Night-time,others,Week_ends,0,7,0,100
051460-10032013,Autumn,1100,0,Night-time,apartment,Week_ends,0,7,0,100
051467-10032013,Autumn,6200,1,Night-time,shopping_mall,Week_ends,0,4,0,100
051497-10032013,Autumn,6900,0,Night-time,hotel,Week_ends,0,55,0,100
051549-10032013,Autumn,6110,2,Night-time,school,Week_ends,0,2,0,100
051558-10032013,Autumn,6290,0,Night-time,school,Week_ends,0,2,0,100
051560-10032013,Autumn,6110,0,Night-time,industry_facility,Week_ends,0,2,0,100
051564-10032013,Autumn,1100,0,Night-time,school,Week_ends,0,9,0,100
051635-10032013,Autumn,6900,0,Office Hours,industry_facility,Week_ends,0,11,0,100
051667-10032013,Autumn,6100,3,Office Hours,hospital,Week_ends,0,1,0,100
051740-10032013,Autumn,6200,2,Cooking-time,shopping_mall,Week_ends,0,1,0,100
051749-10032013,Autumn,6990,1,Cooking-time,industry_facility,Week_ends,0,3,0,100
051763-10032013,Autumn,6990,1,Office Hours,others,Week_ends,0,28,0,100
051834-10032013,Autumn,6100,1,Office Hours,school,Week_ends,0,3,0,100
051836-10032013,Autumn,6990,2,Office Hours,others,Week_ends,0,7,0,100
051907-10032013,Autumn,6200,0,Cooking-time,office,Week_ends,0,11,0,100
051974-10032013,Autumn,6900,0,Night-time,shopping_mall,Week_ends,0,34,0,100
051976-10032013,Autumn,6200,0,Night-time,others,Week_ends,0,16,0,100
052004-10032013,Autumn,6110,0,Night-time,others,Week_ends,0,25,0,100
052076-11032013,Autumn,6110,0,Night-time,hospital,Work_days,0,8,0,100
052167-11032013,Autumn,7110,0,Office Hours,public_facility,Work_days,0,6,0,100
052187-11032013,Autumn,1200,0,Office Hours,apartment,Work_days,0,1,0,100
052348-11032013,Autumn,6900,1,Office Hours,others,Work_days,0,77,0,100
052484-11032013,Autumn,6100,2,Night-time,others,Work_days,0,12,0,100
052683-12032013,Autumn,6290,0,Cooking-time,school,Work_days,0,4,0,100
052703-12032013,Autumn,6100,3,Cooking-time,others,Work_days,0,5,0,100
052928-12032013,Autumn,6200,1,Cooking-time,office,Work_days,0,4,0,100
053018-13032013,Autumn,1100,0,Night-time,school,Work_days,0,31,0,100
053023-13032013,Autumn,6110,0,Night-time,industry_facility,Work_days,0,5,0,100
053167-13032013,Autumn,6990,1,Office Hours,hospital,Work_days,0,21,0,100
053288-13032013,Autumn,6990,1,Cooking-time,public_facility,Work_days,0,25,0,100
053600-14032013,Autumn,6990,2,Night-time,others,Work_days,0,22,0,100
053752-14032013,Autumn,1100,1,Office Hours,house,Work_days,0,1,0,100
053756-14032013,Autumn,6900,1,Office Hours,industry_facility,Work_days,0,5,0,100
053765-14032013,Autumn,6100,1,Office Hours,hotel,Work_days,0,6,0,100
053779-14032013,Autumn,6100,1,Office Hours,public_facility,Work_days,0,10,0,100
053825-14032013,Autumn,6900,1,Cooking-time,rest_home,Work_days,0,36,0,100
053867-14032013,Autumn,6990,2,Office Hours,hotel,Work_days,0,3,0,100
053948-14032013,Autumn,1900,0,Office Hours,apartment,Work_days,0,2,0,100
054025-14032013,Autumn,6990,3,Cooking-time,others,Work_days,0,11,0,100
054061-14032013,Autumn,6990,2,Night-time,hotel,Work_days,0,5,0,100
054115-15032013,Autumn,1100,0,Night-time,hospital,Work_days,0,8,0,100
054119-15032013,Autumn,6900,1,Night-time,tansport,Work_days,0,8,0,100
054130-15032013,Autumn,6990,4,Night-time,others,Work_days,0,2,0,100
054140-15032013,Autumn,6990,1,Night-time,school,Work_days,0,11,0,100
054150-15032013,Autumn,6110,0,Cooking-time,hospital,Work_days,0,14,0,100
054229-15032013,Autumn,6990,2,Office Hours,hospital,Work_days,0,8,0,100
054260-15032013,Autumn,6110,0,Office Hours,hotel,Work_days,0,11,0,100
054471-15032013,Autumn,6200,1,Cooking-time,apartment,Work_days,0,16,0,100
054690-16032013,Autumn,6100,1,Night-time,hospital,Week_ends,0,12,0,100
054693-16032013,Autumn,6900,1,Night-time,tansport,Week_ends,0,2,0,100
054696-16032013,Autumn,1100,0,Night-time,public_facility,Week_ends,0,5,0,100
054698-16032013,Autumn,6990,5,Night-time,others,Week_ends,0,1,0,100
054702-16032013,Autumn,6990,6,Night-time,others,Week_ends,0,1,0,100
054704-16032013,Autumn,6990,1,Night-time,others,Week_ends,0,42,0,100
054711-16032013,Autumn,6100,1,Night-time,shopping_mall,Week_ends,0,6,0,100
054713-16032013,Autumn,6990,7,Night-time,others,Week_ends,0,1,0,100
054724-16032013,Autumn,6100,2,Night-time,hospital,Week_ends,0,3,0,100
054727-16032013,Autumn,6990,8,Night-time,others,Week_ends,0,1,0,100
054752-16032013,Autumn,6990,9,Night-time,others,Week_ends,0,1,0,100
054782-16032013,Autumn,6990,2,Cooking-time,hospital,Week_ends,0,3,0,100
054786-16032013,Autumn,1100,1,Cooking-time,shopping_mall,Week_ends,0,3,0,100
054803-16032013,Autumn,6900,1,Cooking-time,office,Week_ends,0,6,0,100
054850-16032013,Autumn,6990,1,Office Hours,school,Week_ends,0,6,0,100
054879-16032013,Autumn,1100,0,Office Hours,tansport,Week_ends,0,2,0,100
054928-16032013,Autumn,6990,10,Cooking-time,others,Week_ends,0,1,0,100
054961-16032013,Autumn,6900,2,Cooking-time,others,Week_ends,0,16,0,100
054976-16032013,Autumn,6900,0,Cooking-time,restaurant,Week_ends,0,3,0,100
054978-16032013,Autumn,6200,0,Cooking-time,school,Week_ends,0,11,0,100
054988-16032013,Autumn,6990,11,Cooking-time,others,Week_ends,0,1,0,100
055001-16032013,Autumn,6990,12,Office Hours,others,Week_ends,0,1,0,100
055016-16032013,Autumn,6990,13,Office Hours,others,Week_ends,0,1,0,100
055058-16032013,Autumn,6990,14,Office Hours,others,Week_ends,0,1,0,100
055064-16032013,Autumn,6100,0,Office Hours,shopping_mall,Week_ends,0,24,0,100
055073-16032013,Autumn,6990,15,Office Hours,others,Week_ends,0,1,0,100
055231-16032013,Autumn,6900,1,Cooking-time,hotel,Week_ends,0,10,0,100
055239-16032013,Autumn,1100,0,Cooking-time,school,Week_ends,0,12,0,100
055294-16032013,Autumn,6100,0,Night-time,tansport,Week_ends,0,10,0,100
055296-16032013,Autumn,6900,1,Night-time,school,Week_ends,0,12,0,100
055423-17032013,Autumn,6110,0,Night-time,public_facility,Week_ends,0,4,0,100
055431-17032013,Autumn,6200,0,Night-time,shopping_mall,Week_ends,0,7,0,100
055436-17032013,Autumn,6110,0,Cooking-time,office,Week_ends,0,11,0,100
055445-17032013,Autumn,6100,1,Cooking-time,hotel,Week_ends,0,13,0,100
055472-17032013,Autumn,6990,1,Cooking-time,rest_home,Week_ends,0,13,0,100
