incident_number,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
627895-03082012,6100,8,Night-time,others,Work_days,0,1,0,100
627919-03082012,6990,3,Night-time,public_facility,Work_days,0,4,0,100
628616-04082012,6100,2,Night-time,others,Week_ends,0,20,0,100
628695-04082012,6100,1,Office Hours,hotel,Week_ends,0,11,0,100
628745-04082012,6200,1,Office Hours,hospital,Week_ends,0,2,0,100
628766-04082012,6990,1,Office Hours,office,Week_ends,0,21,0,100
629238-04082012,6990,3,Cooking-time,shopping_mall,Week_ends,0,8,0,100
629438-05082012,6990,4,Night-time,shopping_mall,Week_ends,0,1,0,100
629467-05082012,6990,5,Cooking-time,shopping_mall,Week_ends,0,1,0,100
629576-05082012,6900,1,Office Hours,hospital,Week_ends,0,21,0,100
630177-06082012,6110,2,Office Hours,school,Work_days,0,21,0,100
630369-06082012,7110,0,Office Hours,others,Work_days,0,3,0,100
630784-07082012,6110,3,Cooking-time,school,Work_days,0,13,0,100
630807-07082012,6990,1,Cooking-time,hospital,Work_days,0,127,0,100
631001-07082012,6100,1,Cooking-time,industry_facility,Work_days,0,7,0,100
631412-08082012,6100,0,Night-time,house,Work_days,0,43,0,100
632051-09082012,6900,1,Night-time,public_facility,Work_days,0,42,0,100
632304-09082012,6990,3,Cooking-time,shopping_mall,Work_days,0,10,0,100
632694-09082012,6990,2,Cooking-time,office,Work_days,0,15,0,100
632812-10082012,6200,1,Night-time,rest_home,Work_days,0,11,0,100
632818-10082012,6990,4,Night-time,shopping_mall,Work_days,0,3,0,100
632839-10082012,6990,5,Night-time,shopping_mall,Work_days,0,1,0,100
633098-10082012,6110,1,Cooking-time,public_facility,Work_days,0,24,0,100
634101-11082012,6900,1,Night-time,rest_home,Week_ends,0,27,0,100
634103-11082012,6900,2,Night-time,rest_home,Week_ends,0,3,0,100
634119-11082012,6200,0,Cooking-time,industry_facility,Week_ends,0,9,0,100
634199-11082012,6100,2,Office Hours,apartment,Week_ends,0,2,0,100
634291-11082012,6110,0,Cooking-time,office,Week_ends,0,29,0,100
634407-11082012,6100,0,Office Hours,restaurant,Week_ends,0,4,0,100
634564-11082012,6900,1,Cooking-time,industry_facility,Week_ends,0,12,0,100
634600-11082012,6100,1,Cooking-time,shopping_mall,Week_ends,0,21,0,100
634684-11082012,6900,1,Cooking-time,restaurant,Week_ends,0,3,0,100
634746-11082012,6990,0,Night-time,restaurant,Week_ends,0,11,0,100
634758-11082012,6200,1,Night-time,apartment,Week_ends,0,11,0,100
634777-11082012,1100,2,Night-time,others,Week_ends,0,10,0,100
634857-12082012,6200,1,Night-time,rest_home,Week_ends,0,2,0,100
634868-12082012,1100,3,Night-time,others,Week_ends,0,4,0,100
634883-12082012,6900,2,Night-time,shopping_mall,Week_ends,0,8,0,100
635306-12082012,6200,1,Cooking-time,apartment,Week_ends,0,17,0,100
635333-12082012,6120,0,Cooking-time,industry_facility,Week_ends,0,3,0,100
635379-12082012,1100,4,Cooking-time,others,Week_ends,0,1,0,100
635850-13082012,1100,2,Office Hours,others,Work_days,0,5,0,100
635852-13082012,6100,2,Office Hours,others,Work_days,0,31,0,100
635857-13082012,6100,2,Office Hours,hospital,Work_days,0,20,0,100
636048-14082012,1100,2,Night-time,others,Work_days,0,22,0,100
636072-14082012,1100,3,Night-time,others,Work_days,0,10,0,100
636182-14082012,6100,1,Cooking-time,house,Work_days,0,10,0,100
637517-16082012,1190,0,Cooking-time,office,Work_days,0,1,0,100
638133-17082012,6900,1,Night-time,hotel,Work_days,0,39,0,100
638388-17082012,6110,2,Cooking-time,public_facility,Work_days,0,3,0,100
638961-17082012,6110,3,Night-time,public_facility,Work_days,0,1,0,100
639005-18082012,6110,4,Night-time,public_facility,Week_ends,0,1,0,100
639070-18082012,6200,0,Cooking-time,rest_home,Week_ends,0,37,0,100
639073-18082012,6990,1,Cooking-time,office,Week_ends,0,35,0,100
639109-18082012,6900,1,Cooking-time,office,Week_ends,0,23,0,100
639490-18082012,6900,1,Office Hours,rest_home,Week_ends,0,16,0,100
639817-19082012,1100,0,Night-time,restaurant,Week_ends,0,5,0,100
639831-19082012,6900,1,Night-time,public_facility,Week_ends,0,16,0,100
639900-19082012,6200,0,Cooking-time,house,Week_ends,0,9,0,100
640261-19082012,6900,0,Office Hours,industry_facility,Week_ends,0,34,0,100
641206-21082012,6100,1,Night-time,shopping_mall,Work_days,0,45,0,100
641422-21082012,6110,1,Cooking-time,rest_home,Work_days,0,6,0,100
641482-21082012,1200,0,Cooking-time,apartment,Work_days,0,1,0,100
642032-22082012,0,0,Office Hours,apartment,Work_days,0,5,0,100
642400-22082012,6100,3,Cooking-time,hospital,Work_days,0,9,0,100
642430-22082012,6100,4,Cooking-time,hospital,Work_days,0,4,0,100
643386-23082012,6100,2,Cooking-time,rest_home,Work_days,0,10,0,100
643451-23082012,6100,3,Cooking-time,rest_home,Work_days,0,6,0,100
643809-24082012,6900,2,Office Hours,rest_home,Work_days,0,9,0,100
644239-25082012,1120,0,Cooking-time,apartment,Week_ends,0,1,0,100
644555-25082012,6100,0,Office Hours,house,Week_ends,0,15,0,100
644567-25082012,6100,2,Office Hours,others,Week_ends,0,12,0,100
644735-25082012,6100,3,Cooking-time,others,Week_ends,0,10,0,100
644757-25082012,6100,4,Cooking-time,others,Week_ends,0,3,0,100
644809-25082012,6110,1,Cooking-time,public_facility,Week_ends,0,9,0,100
644864-25082012,6110,2,Cooking-time,public_facility,Week_ends,0,1,0,100
644906-25082012,6110,1,Night-time,others,Week_ends,0,15,0,100
645095-26082012,6100,1,Office Hours,industry_facility,Week_ends,0,4,0,100
645111-26082012,6110,0,Office Hours,hospital,Week_ends,0,6,0,100
645119-26082012,6100,1,Office Hours,apartment,Week_ends,0,25,0,100
645140-26082012,6100,2,Office Hours,industry_facility,Week_ends,0,1,0,100
645831-27082012,6990,1,Cooking-time,rest_home,Work_days,0,80,0,100
645891-27082012,6990,2,Cooking-time,rest_home,Work_days,0,7,0,100
646591-28082012,6990,3,Office Hours,others,Work_days,0,15,0,100
646614-28082012,6990,4,Office Hours,others,Work_days,0,9,0,100
646972-29082012,6990,6,Cooking-time,others,Work_days,0,8,0,100
648505-30082012,6110,1,Night-time,school,Work_days,0,44,0,100
648630-31082012,1120,3,Cooking-time,others,Work_days,0,1,0,100
648702-31082012,6900,3,Office Hours,hospital,Work_days,0,6,0,100
648870-31082012,6200,2,Cooking-time,others,Work_days,0,7,0,100
649184-01092012,1900,1,Night-time,others,Week_ends,0,3,0,100
649287-01092012,1900,0,Night-time,industry_facility,Week_ends,0,1,0,100
649288-01092012,1120,0,Night-time,others,Week_ends,0,18,0,100
649314-01092012,1100,0,Cooking-time,restaurant,Week_ends,0,6,0,100
649324-01092012,6900,1,Cooking-time,rest_home,Week_ends,0,41,0,100
649472-01092012,1100,0,Office Hours,hotel,Week_ends,0,5,0,100
649480-01092012,6990,3,Office Hours,others,Week_ends,0,4,0,100
649644-01092012,6290,0,Cooking-time,school,Week_ends,0,2,0,100
649774-01092012,6990,4,Office Hours,others,Week_ends,0,2,0,100
649822-01092012,6110,0,Office Hours,rest_home,Week_ends,0,2,0,100
650022-01092012,6990,0,Cooking-time,restaurant,Week_ends,0,11,0,100
650023-01092012,6110,0,Cooking-time,hotel,Week_ends,0,27,0,100
650413-02092012,6200,0,Office Hours,public_facility,Week_ends,0,28,0,100
650467-02092012,6990,0,Cooking-time,tansport,Week_ends,0,17,0,100
650652-02092012,1100,0,Office Hours,tansport,Week_ends,0,6,0,100
650814-02092012,1120,0,Cooking-time,hotel,Week_ends,0,1,0,100
651617-03092012,6900,1,Cooking-time,house,Work_days,0,13,0,100
651966-04092012,6200,0,Night-time,public_facility,Work_days,0,60,0,100
652087-04092012,6900,2,Office Hours,house,Work_days,0,1,0,100
652093-04092012,1100,1,Office Hours,office,Work_days,0,6,0,100
652106-04092012,1100,2,Office Hours,office,Work_days,0,1,0,100
653376-05092012,6100,3,Cooking-time,others,Work_days,0,17,0,100
653653-05092012,1100,1,Office Hours,shopping_mall,Work_days,0,9,0,100
653664-05092012,1100,1,Cooking-time,public_facility,Work_days,0,13,0,100
653703-05092012,1900,1,Cooking-time,others,Work_days,0,8,0,100
653741-05092012,6100,2,Cooking-time,hotel,Work_days,0,11,0,100
653868-05092012,6100,3,Cooking-time,hotel,Work_days,0,3,0,100
653912-05092012,1100,2,Night-time,public_facility,Work_days,0,3,0,100
653976-06092012,6990,4,Night-time,apartment,Work_days,0,1,0,100
654301-06092012,6900,1,Office Hours,industry_facility,Work_days,0,16,0,100
655154-07092012,0,0,Night-time,hotel,Work_days,0,5,0,100
655863-07092012,0,1,Cooking-time,public_facility,Work_days,0,1,0,100
655974-07092012,1100,2,Cooking-time,public_facility,Work_days,0,3,0,100
657306-08092012,6200,0,Night-time,public_facility,Week_ends,0,27,0,100
657376-09092012,6200,0,Night-time,tansport,Week_ends,0,5,0,100
657419-09092012,6100,2,Night-time,tansport,Week_ends,0,2,0,100
657446-09092012,6100,3,Night-time,tansport,Week_ends,0,1,0,100
657467-09092012,6110,0,Cooking-time,shopping_mall,Week_ends,0,6,0,100
657539-09092012,6110,1,Office Hours,shopping_mall,Week_ends,0,2,0,100
657544-09092012,6100,4,Office Hours,tansport,Week_ends,0,1,0,100
657941-09092012,0,0,Cooking-time,hospital,Week_ends,0,4,0,100
658299-09092012,6990,2,Cooking-time,others,Week_ends,0,46,0,100
658779-10092012,0,0,Cooking-time,shopping_mall,Work_days,0,2,0,100
659379-11092012,6100,2,Cooking-time,shopping_mall,Work_days,0,14,0,100
659507-11092012,6900,2,Cooking-time,school,Work_days,0,42,0,100
659894-11092012,6200,1,Night-time,others,Work_days,0,21,0,100
659927-12092012,6900,3,Night-time,school,Work_days,0,5,0,100
660022-12092012,6900,4,Cooking-time,school,Work_days,0,3,0,100
660440-12092012,6100,2,Office Hours,apartment,Work_days,0,11,0,100
660603-12092012,6990,1,Night-time,rest_home,Work_days,0,51,0,100
660822-13092012,6100,3,Office Hours,apartment,Work_days,0,2,0,100
660831-13092012,1100,1,Office Hours,apartment,Work_days,0,10,0,100
661099-13092012,6990,2,Office Hours,rest_home,Work_days,0,4,0,100
661162-13092012,6990,3,Cooking-time,others,Work_days,0,38,0,100
661263-14092012,1100,1,Night-time,hotel,Work_days,0,6,0,100
661275-14092012,1100,2,Night-time,hotel,Work_days,0,3,0,100
661276-14092012,1100,3,Night-time,hotel,Work_days,0,1,0,100
661282-14092012,1100,4,Night-time,hotel,Work_days,0,1,0,100
661346-14092012,0,1,Cooking-time,others,Work_days,0,1,0,100
661785-14092012,6900,4,Cooking-time,office,Work_days,0,1,0,100
661790-14092012,6900,5,Cooking-time,office,Work_days,0,1,0,100
661917-15092012,6990,2,Night-time,rest_home,Week_ends,0,5,0,100
661973-15092012,6990,1,Night-time,hospital,Week_ends,0,21,0,100
661987-15092012,6900,6,Night-time,office,Week_ends,0,1,0,100
662003-15092012,6900,7,Cooking-time,office,Week_ends,0,1,0,100
662157-15092012,6200,0,Office Hours,hospital,Week_ends,0,13,0,100
662162-15092012,6900,8,Office Hours,office,Week_ends,0,1,0,100
662272-15092012,0,0,Cooking-time,house,Week_ends,0,2,0,100
662531-15092012,6900,9,Cooking-time,office,Week_ends,0,1,0,100
662616-15092012,6100,1,Night-time,hotel,Week_ends,0,9,0,100
662782-16092012,0,1,Cooking-time,public_facility,Week_ends,0,1,0,100
662889-16092012,0,0,Office Hours,hospital,Week_ends,0,2,0,100
663019-16092012,0,1,Cooking-time,others,Week_ends,0,1,0,100
663202-16092012,1100,0,Office Hours,shopping_mall,Week_ends,0,39,0,100
663214-16092012,6900,0,Office Hours,restaurant,Week_ends,0,9,0,100
663277-16092012,6200,1,Cooking-time,shopping_mall,Week_ends,0,20,0,100
663398-16092012,0,0,Night-time,others,Week_ends,0,4,0,100
663405-16092012,1100,0,Night-time,industry_facility,Week_ends,0,12,0,100
664192-18092012,1120,0,Office Hours,hotel,Work_days,0,4,0,100
664209-18092012,6900,1,Office Hours,public_facility,Work_days,0,36,0,100
664420-18092012,1120,2,Office Hours,others,Work_days,0,1,0,100
664511-18092012,1100,2,Cooking-time,office,Work_days,0,3,0,100
664657-19092012,1120,1,Night-time,hotel,Work_days,0,1,0,100
664716-19092012,6900,3,Night-time,public_facility,Work_days,0,2,0,100
665808-20092012,6990,2,Office Hours,industry_facility,Work_days,0,4,0,100
666062-21092012,6100,1,Night-time,office,Work_days,0,31,0,100
666718-22092012,6200,0,Night-time,shopping_mall,Week_ends,0,32,0,100
667404-22092012,6100,2,Cooking-time,hospital,Week_ends,0,11,0,100
667445-22092012,1100,1,Cooking-time,hotel,Week_ends,0,4,0,100
667939-23092012,1100,0,Office Hours,office,Week_ends,0,13,0,100
668093-23092012,1100,2,Cooking-time,hotel,Week_ends,0,1,0,100
668175-23092012,0,0,Night-time,public_facility,Week_ends,0,2,0,100
668413-24092012,6900,2,Cooking-time,hotel,Work_days,0,11,0,100
668414-24092012,6900,3,Cooking-time,hotel,Work_days,0,4,0,100
668416-24092012,6900,4,Cooking-time,hotel,Work_days,0,1,0,100
669088-24092012,6200,1,Night-time,office,Work_days,0,9,0,100
669832-26092012,1900,0,Night-time,apartment,Work_days,0,15,0,100
669917-26092012,6990,3,Cooking-time,rest_home,Work_days,0,2,0,100
669921-26092012,6990,4,Cooking-time,rest_home,Work_days,0,1,0,100
669923-26092012,6200,1,Cooking-time,rest_home,Work_days,0,11,0,100
669995-26092012,6900,2,Office Hours,apartment,Work_days,0,15,0,100
671347-27092012,6900,3,Night-time,rest_home,Work_days,0,5,0,100
671444-28092012,6900,3,Night-time,hospital,Work_days,0,8,0,100
671454-28092012,6900,4,Night-time,hospital,Work_days,0,3,0,100
671463-28092012,6900,5,Night-time,hospital,Work_days,0,1,0,100
671475-28092012,6900,6,Night-time,hospital,Work_days,0,2,0,100
671480-28092012,6900,7,Night-time,hospital,Work_days,0,1,0,100
671483-28092012,6900,8,Night-time,hospital,Work_days,0,1,0,100
671487-28092012,6900,9,Night-time,hospital,Work_days,0,1,0,100
671909-28092012,6900,10,Cooking-time,hospital,Work_days,0,1,0,100
671932-28092012,6900,11,Cooking-time,hospital,Work_days,0,1,0,100
671958-28092012,6900,3,Office Hours,rest_home,Work_days,0,2,0,100
672489-29092012,6100,1,Night-time,office,Week_ends,0,12,0,100
672504-29092012,6990,1,Night-time,rest_home,Week_ends,0,14,0,100
672507-29092012,6200,1,Cooking-time,others,Week_ends,0,12,0,100
672555-29092012,6990,2,Cooking-time,rest_home,Week_ends,0,6,0,100
672607-29092012,6900,2,Office Hours,others,Week_ends,0,20,0,100
672838-29092012,6200,1,Office Hours,others,Week_ends,0,9,0,100
672864-29092012,6200,2,Office Hours,others,Week_ends,0,1,0,100
672889-29092012,1900,0,Office Hours,others,Week_ends,0,9,0,100
673129-29092012,1100,0,Night-time,tansport,Week_ends,0,12,0,100
673280-30092012,1100,1,Night-time,office,Week_ends,0,5,0,100
673398-30092012,6990,1,Cooking-time,rest_home,Week_ends,0,26,0,100
673549-30092012,0,0,Cooking-time,school,Week_ends,0,4,0,100
673556-30092012,6100,2,Cooking-time,school,Week_ends,0,6,0,100
673558-30092012,6100,3,Cooking-time,school,Week_ends,0,6,0,100
673559-30092012,6100,4,Cooking-time,school,Week_ends,0,3,0,100
673560-30092012,6100,5,Cooking-time,school,Week_ends,0,4,0,100
673893-30092012,6200,1,Cooking-time,public_facility,Week_ends,0,6,0,100
673936-30092012,6990,1,Cooking-time,house,Week_ends,0,10,0,100
674358-01102012,6990,2,Office Hours,public_facility,Work_days,0,6,0,100
674655-01102012,6120,0,Cooking-time,others,Work_days,0,3,0,100
675980-03102012,6200,1,Office Hours,house,Work_days,0,3,0,100
676271-03102012,6900,2,Night-time,shopping_mall,Work_days,0,5,0,100
676303-04102012,6900,3,Night-time,shopping_mall,Work_days,0,3,0,100
676365-04102012,6900,4,Night-time,shopping_mall,Work_days,0,2,0,100
676804-04102012,6100,1,Office Hours,industry_facility,Work_days,0,6,0,100
677158-04102012,6110,1,Night-time,office,Work_days,0,3,0,100
678156-05102012,6990,1,Office Hours,house,Work_days,0,8,0,100
678532-06102012,6200,1,Night-time,shopping_mall,Week_ends,0,9,0,100
678586-06102012,6200,1,Night-time,hotel,Week_ends,0,4,0,100
678627-06102012,1120,0,Cooking-time,others,Week_ends,0,16,0,100
678812-06102012,6900,1,Cooking-time,house,Week_ends,0,2,0,100
679050-06102012,6110,2,Office Hours,others,Week_ends,0,1,0,100
679159-06102012,6200,2,Cooking-time,shopping_mall,Week_ends,0,4,0,100
679312-06102012,6900,3,Night-time,hospital,Week_ends,0,3,0,100
679656-07102012,6990,2,Cooking-time,shopping_mall,Week_ends,0,12,0,100
680455-08102012,1900,0,Office Hours,others,Work_days,0,12,0,100
680593-08102012,6990,4,Cooking-time,hospital,Work_days,0,5,0,100
681404-10102012,6200,4,Night-time,shopping_mall,Work_days,0,2,0,100
682963-12102012,6900,2,Cooking-time,shopping_mall,Work_days,0,11,0,100
683223-13102012,1900,0,Cooking-time,others,Week_ends,0,10,0,100
683345-13102012,6990,2,Cooking-time,house,Week_ends,0,2,0,100
683838-14102012,6110,0,Office Hours,house,Week_ends,0,1,0,100
683991-14102012,6110,1,Office Hours,rest_home,Week_ends,0,1,0,100
684230-14102012,6100,1,Night-time,shopping_mall,Week_ends,0,20,0,100
684270-14102012,1100,1,Night-time,shopping_mall,Week_ends,0,7,0,100
684284-15102012,1100,1,Night-time,apartment,Work_days,0,15,0,100
684564-15102012,1100,1,Cooking-time,school,Work_days,0,35,0,100
684628-15102012,6200,1,Office Hours,school,Work_days,0,15,0,100
684629-15102012,6200,2,Office Hours,school,Work_days,0,4,0,100
684927-16102012,6200,2,Night-time,others,Work_days,0,3,0,100
684928-16102012,1900,1,Night-time,apartment,Work_days,0,1,0,100
684934-16102012,6110,0,Night-time,shopping_mall,Work_days,0,13,0,100
684949-16102012,6200,3,Night-time,others,Work_days,0,3,0,100
685522-16102012,1170,0,Cooking-time,others,Work_days,0,3,0,100
685572-16102012,6900,1,Cooking-time,restaurant,Work_days,0,8,0,100
685785-17102012,1120,0,Cooking-time,hospital,Work_days,0,7,0,100
685904-17102012,6990,0,Cooking-time,restaurant,Work_days,0,26,0,100
687975-20102012,6110,0,Night-time,rest_home,Week_ends,0,4,0,100
688175-20102012,6100,1,Office Hours,school,Week_ends,0,12,0,100
688588-20102012,1100,1,Cooking-time,shopping_mall,Week_ends,0,8,0,100
688709-20102012,1100,2,Office Hours,shopping_mall,Week_ends,0,1,0,100
689043-21102012,6990,2,Night-time,shopping_mall,Week_ends,0,6,0,100
689078-21102012,6120,0,Night-time,others,Week_ends,0,5,0,100
689149-21102012,1900,0,Cooking-time,apartment,Week_ends,0,3,0,100
689845-22102012,6900,4,Night-time,others,Work_days,0,8,0,100
689862-22102012,6110,2,Night-time,school,Work_days,0,17,0,100
689869-22102012,6110,3,Night-time,school,Work_days,0,4,0,100
689881-22102012,6110,4,Night-time,school,Work_days,0,3,0,100
690003-22102012,1900,0,Office Hours,shopping_mall,Work_days,0,2,0,100
690496-22102012,6900,1,Cooking-time,tansport,Work_days,0,33,0,100
690716-23102012,6990,4,Cooking-time,others,Work_days,0,10,0,100
692088-25102012,6900,1,Night-time,restaurant,Work_days,0,4,0,100
692118-25102012,1100,4,Cooking-time,others,Work_days,0,3,0,100
693566-26102012,6100,2,Cooking-time,apartment,Work_days,0,23,0,100
693567-26102012,6110,0,Cooking-time,house,Work_days,0,10,0,100
693757-27102012,6100,3,Night-time,rest_home,Week_ends,0,2,0,100
693846-27102012,1120,0,Cooking-time,shopping_mall,Week_ends,0,2,0,100
693965-27102012,6110,0,Office Hours,industry_facility,Week_ends,0,11,0,100
694959-28102012,6200,1,Office Hours,public_facility,Week_ends,0,3,0,100
695061-28102012,6100,2,Office Hours,rest_home,Week_ends,0,3,0,100
695157-28102012,6990,2,Cooking-time,hotel,Week_ends,0,9,0,100
695373-29102012,6990,2,Night-time,office,Work_days,0,11,0,100
695499-29102012,6200,1,Office Hours,office,Work_days,0,3,0,100
695517-29102012,6200,2,Office Hours,others,Work_days,0,2,0,100
696550-30102012,6200,2,Cooking-time,office,Work_days,0,2,0,100
697576-01112012,1200,0,Cooking-time,public_facility,Work_days,0,3,0,100
699255-03112012,6200,1,Night-time,hospital,Week_ends,0,1,0,100
699373-03112012,6990,3,Night-time,others,Week_ends,0,3,0,100
699408-03112012,6900,3,Night-time,school,Week_ends,0,3,0,100
699445-03112012,6990,2,Cooking-time,office,Week_ends,0,6,0,100
699560-03112012,6990,1,Office Hours,school,Week_ends,0,20,0,100
700095-04112012,6100,1,Night-time,public_facility,Week_ends,0,21,0,100
700182-04112012,6200,0,Cooking-time,school,Week_ends,0,28,0,100
700237-04112012,6200,1,Office Hours,school,Week_ends,0,4,0,100
700893-05112012,6100,2,Night-time,rest_home,Work_days,0,8,0,100
701556-06112012,6100,1,Night-time,house,Work_days,0,11,0,100
701632-06112012,1900,0,Cooking-time,public_facility,Work_days,0,4,0,100
701774-06112012,1100,2,Cooking-time,apartment,Work_days,0,5,0,100
702255-07112012,6990,3,Night-time,shopping_mall,Work_days,0,10,0,100
702272-07112012,6900,1,Night-time,tansport,Work_days,0,22,0,100
702303-07112012,6200,2,Cooking-time,shopping_mall,Work_days,0,7,0,100
702563-07112012,6290,1,Office Hours,school,Work_days,0,1,0,100
703054-08112012,1900,1,Office Hours,public_facility,Work_days,0,1,0,100
703055-08112012,6120,0,Office Hours,industry_facility,Work_days,0,4,0,100
703152-08112012,1900,2,Cooking-time,public_facility,Work_days,0,1,0,100
703171-08112012,1900,3,Cooking-time,public_facility,Work_days,0,1,0,100
703305-08112012,6110,2,Office Hours,public_facility,Work_days,0,1,0,100
703678-09112012,1100,1,Night-time,house,Work_days,0,3,0,100
704379-10112012,6110,2,Night-time,office,Week_ends,0,2,0,100
704462-10112012,1100,0,Cooking-time,hospital,Week_ends,0,4,0,100
704497-10112012,1160,0,Cooking-time,office,Week_ends,0,1,0,100
704560-10112012,6200,1,Office Hours,apartment,Week_ends,0,8,0,100
704574-10112012,6110,3,Cooking-time,office,Week_ends,0,1,0,100
704582-10112012,6200,0,Cooking-time,hospital,Week_ends,0,32,0,100
704985-11112012,6100,1,Night-time,rest_home,Week_ends,0,19,0,100
705530-12112012,1100,2,Night-time,shopping_mall,Work_days,0,5,0,100
705641-12112012,1120,1,Cooking-time,others,Work_days,0,5,0,100
706490-13112012,1120,0,Cooking-time,hotel,Work_days,0,6,0,100
706520-13112012,1120,1,Cooking-time,hotel,Work_days,0,1,0,100
706931-14112012,1100,2,Night-time,apartment,Work_days,0,5,0,100
707465-14112012,6110,0,Night-time,restaurant,Work_days,0,1,0,100
707467-14112012,6110,1,Night-time,rest_home,Work_days,0,5,0,100
707498-15112012,6110,2,Night-time,industry_facility,Work_days,0,2,0,100
707561-15112012,1100,0,Night-time,tansport,Work_days,0,25,0,100
708026-15112012,6600,0,Cooking-time,apartment,Work_days,0,2,0,100
709432-18112012,1100,1,Night-time,hotel,Week_ends,0,3,0,100
709493-18112012,6900,2,Cooking-time,public_facility,Week_ends,0,5,0,100
709634-18112012,1100,0,Office Hours,rest_home,Week_ends,0,8,0,100
709690-18112012,6990,2,Office Hours,public_facility,Week_ends,0,3,0,100
709998-19112012,6990,4,Night-time,public_facility,Work_days,0,1,0,100
710009-19112012,1120,0,Night-time,industry_facility,Work_days,0,3,0,100
711067-21112012,6200,3,Night-time,shopping_mall,Work_days,0,2,0,100
711088-21112012,1100,0,Night-time,rest_home,Work_days,0,10,0,100
711287-21112012,1100,3,Cooking-time,shopping_mall,Work_days,0,3,0,100
713294-24112012,7110,1,Cooking-time,public_facility,Week_ends,0,1,0,100
713390-24112012,6990,1,Office Hours,industry_facility,Week_ends,0,7,0,100
713414-24112012,6100,2,Office Hours,tansport,Week_ends,0,1,0,100
713667-24112012,6100,3,Cooking-time,tansport,Week_ends,0,1,0,100
713869-25112012,7110,2,Night-time,public_facility,Week_ends,0,1,0,100
713929-25112012,6110,2,Cooking-time,school,Week_ends,0,7,0,100
714028-25112012,6200,0,Office Hours,house,Week_ends,0,3,0,100
714070-25112012,1100,0,Office Hours,industry_facility,Week_ends,0,4,0,100
714238-25112012,1170,0,Cooking-time,industry_facility,Week_ends,0,2,0,100
714349-25112012,1200,0,Office Hours,others,Week_ends,0,2,0,100
714421-25112012,6120,0,Office Hours,industry_facility,Week_ends,0,5,0,100
714900-26112012,6990,0,Night-time,restaurant,Work_days,0,16,0,100
715355-26112012,6900,3,Cooking-time,apartment,Work_days,0,6,0,100
716275-27112012,6110,2,Night-time,others,Work_days,0,4,0,100
716564-28112012,6110,1,Cooking-time,shopping_mall,Work_days,0,3,0,100
717352-29112012,6100,1,Cooking-time,tansport,Work_days,0,20,0,100
717868-30112012,6900,3,Office Hours,others,Work_days,0,8,0,100
718046-30112012,1100,1,Cooking-time,industry_facility,Work_days,0,2,0,100
718377-30112012,6100,2,Night-time,public_facility,Work_days,0,9,0,100
718593-01122012,6110,1,Night-time,school,Week_ends,0,15,0,100
718671-01122012,6900,4,Cooking-time,others,Week_ends,0,6,0,100
718729-01122012,6100,2,Office Hours,public_facility,Week_ends,0,2,0,100
718944-01122012,6110,0,Office Hours,hotel,Week_ends,0,12,0,100
718990-01122012,6110,1,Office Hours,hotel,Week_ends,0,2,0,100
719078-01122012,6110,2,Cooking-time,hotel,Week_ends,0,1,0,100
719353-02122012,6100,2,Night-time,apartment,Week_ends,0,5,0,100
719876-03122012,1120,0,Night-time,office,Work_days,0,7,0,100
719887-03122012,1160,0,Night-time,office,Work_days,0,1,0,100
720037-03122012,6200,1,Office Hours,shopping_mall,Work_days,0,14,0,100
720486-04122012,6900,2,Night-time,office,Work_days,0,1,0,100
721328-04122012,6200,0,Night-time,house,Work_days,0,14,0,100
721428-05122012,1170,0,Night-time,industry_facility,Work_days,0,3,0,100
721427-05122012,6120,0,Night-time,industry_facility,Work_days,0,3,0,100
721590-05122012,6900,2,Office Hours,hospital,Work_days,0,12,0,100
721800-05122012,6200,1,Cooking-time,hotel,Work_days,0,20,0,100
722188-05122012,6100,1,Office Hours,shopping_mall,Work_days,0,32,0,100
722516-05122012,6900,5,Night-time,others,Work_days,0,4,0,100
722592-06122012,6900,6,Night-time,others,Work_days,0,3,0,100
722656-06122012,6900,7,Cooking-time,others,Work_days,0,2,0,100
722684-06122012,6900,8,Cooking-time,others,Work_days,0,3,0,100
723620-07122012,1120,0,Office Hours,industry_facility,Work_days,0,7,0,100
724199-08122012,6200,1,Night-time,school,Week_ends,0,7,0,100
724512-08122012,6200,1,Cooking-time,house,Week_ends,0,2,0,100
724574-08122012,6100,2,Office Hours,hospital,Week_ends,0,7,0,100
724698-08122012,6110,0,Cooking-time,restaurant,Week_ends,0,1,0,100
724707-08122012,6200,1,Cooking-time,hospital,Week_ends,0,4,0,100
724713-08122012,6200,2,Cooking-time,hospital,Week_ends,0,1,0,100
725036-09122012,1100,2,Night-time,school,Week_ends,0,2,0,100
725094-09122012,6100,2,Cooking-time,shopping_mall,Week_ends,0,3,0,100
725131-09122012,6100,2,Cooking-time,industry_facility,Week_ends,0,1,0,100
725494-09122012,1100,0,Cooking-time,tansport,Week_ends,0,9,0,100
726361-11122012,6100,1,Cooking-time,restaurant,Work_days,0,2,0,100
726937-12122012,6100,1,Night-time,tansport,Work_days,0,14,0,100
728207-13122012,1100,2,Night-time,school,Work_days,0,8,0,100
728327-14122012,6990,3,Night-time,others,Work_days,0,30,0,100
728957-14122012,6200,1,Night-time,hospital,Work_days,0,8,0,100
729004-15122012,6200,2,Night-time,hospital,Week_ends,0,1,0,100
