incident_number,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
122234-11072013,1100,4,Night-time,office,Work_days,0,1,0,100
123496-13072013,6200,2,Cooking-time,apartment,Week_ends,0,4,0,100
124894-15072013,6990,3,Night-time,office,Work_days,0,5,0,100
125112-16072013,6990,4,Cooking-time,office,Work_days,0,3,0,100
126420-18072013,6110,3,Night-time,others,Work_days,0,2,0,100
127097-20072013,6990,4,Office Hours,shopping_mall,Week_ends,0,1,0,100
127325-20072013,1100,3,Cooking-time,others,Week_ends,0,2,0,100
127516-21072013,6900,3,Night-time,rest_home,Week_ends,0,1,0,100
127770-21072013,6900,3,Office Hours,school,Week_ends,0,1,0,100
127967-21072013,1900,0,Night-time,shopping_mall,Week_ends,0,2,0,100
128512-23072013,6200,1,Night-time,house,Work_days,0,2,0,100
128560-23072013,6200,1,Cooking-time,industry_facility,Work_days,0,2,0,100
132959-30072013,6900,2,Night-time,industry_facility,Work_days,0,6,0,100
134702-03082013,1100,0,Night-time,rest_home,Week_ends,0,3,0,100
135392-04082013,6900,3,Office Hours,apartment,Week_ends,0,1,0,100
142954-16082013,6100,3,Night-time,rest_home,Work_days,0,3,0,100
143708-17082013,6990,4,Cooking-time,hospital,Week_ends,0,1,0,100
144984-19082013,6990,2,Night-time,house,Work_days,0,2,0,100
145397-19082013,1100,2,Office Hours,school,Work_days,0,3,0,100
147571-23082013,6990,4,Night-time,hospital,Work_days,0,1,0,100
147889-23082013,6990,5,Cooking-time,hospital,Work_days,0,3,0,100
151350-28082013,1100,3,Cooking-time,others,Work_days,0,3,0,100
152761-30082013,6110,2,Night-time,shopping_mall,Work_days,0,1,0,100
154619-01092013,7110,0,Night-time,public_facility,Week_ends,0,5,0,100
155150-01092013,1100,1,Cooking-time,tansport,Week_ends,0,1,0,100
155179-01092013,6100,3,Cooking-time,hospital,Week_ends,0,4,0,100
156073-03092013,1170,0,Office Hours,others,Work_days,0,2,0,100
158707-07092013,1100,1,Night-time,restaurant,Week_ends,0,2,0,100
159668-07092013,6200,2,Night-time,shopping_mall,Week_ends,0,1,0,100
165023-13092013,1120,0,Cooking-time,office,Work_days,0,13,0,100
165523-14092013,6110,0,Office Hours,office,Week_ends,0,13,0,100
167749-18092013,6900,2,Cooking-time,restaurant,Work_days,0,2,0,100
168101-19092013,6900,3,Cooking-time,shopping_mall,Work_days,0,3,0,100
168692-20092013,6990,2,Cooking-time,tansport,Work_days,0,1,0,100
169021-20092013,1100,0,Office Hours,restaurant,Work_days,0,4,0,100
169708-21092013,6120,0,Office Hours,others,Week_ends,0,3,0,100
171621-24092013,6200,2,Cooking-time,apartment,Work_days,0,3,0,100
172341-25092013,6200,3,Night-time,apartment,Work_days,0,1,0,100
172401-25092013,6200,4,Cooking-time,apartment,Work_days,0,1,0,100
174879-27092013,1200,0,Cooking-time,shopping_mall,Work_days,0,1,0,100
177485-29092013,6900,2,Office Hours,tansport,Week_ends,0,1,0,100
180067-02102013,1100,4,Cooking-time,office,Work_days,0,1,0,100
181039-03102013,6110,1,Office Hours,hotel,Work_days,0,1,0,100
182228-05102013,6200,0,Office Hours,restaurant,Week_ends,0,1,0,100
182916-06102013,6990,3,Cooking-time,hotel,Week_ends,0,3,0,100
186135-10102013,1100,3,Office Hours,others,Work_days,0,2,0,100
188202-12102013,1100,1,Office Hours,apartment,Week_ends,0,1,0,100
188837-12102013,1100,2,Night-time,public_facility,Week_ends,0,2,0,100
192616-16102013,6900,3,Cooking-time,public_facility,Work_days,0,5,0,100
199063-20102013,6200,2,Night-time,public_facility,Week_ends,0,1,0,100
199300-20102013,6200,2,Cooking-time,rest_home,Week_ends,0,1,0,100
201483-22102013,6100,1,Office Hours,house,Work_days,0,3,0,100
203013-23102013,6990,6,Office Hours,hospital,Work_days,0,1,0,100
203398-24102013,6990,7,Night-time,hospital,Work_days,0,1,0,100
208469-29102013,6200,2,Office Hours,industry_facility,Work_days,0,1,0,100
208853-30102013,1120,0,Office Hours,apartment,Work_days,0,2,0,100
208958-30102013,6990,4,Cooking-time,apartment,Work_days,0,3,0,100
209011-30102013,1100,3,Cooking-time,public_facility,Work_days,0,1,0,100
209013-30102013,1100,4,Cooking-time,public_facility,Work_days,0,1,0,100
209014-30102013,1100,5,Cooking-time,public_facility,Work_days,0,1,0,100
209016-30102013,1100,6,Cooking-time,public_facility,Work_days,0,1,0,100
209018-30102013,1100,7,Cooking-time,public_facility,Work_days,0,1,0,100
209019-30102013,1100,8,Cooking-time,public_facility,Work_days,0,1,0,100
209020-30102013,1100,9,Cooking-time,public_facility,Work_days,0,1,0,100
209021-30102013,1100,10,Cooking-time,public_facility,Work_days,0,1,0,100
209022-30102013,1100,11,Cooking-time,public_facility,Work_days,0,1,0,100
209023-30102013,1100,12,Cooking-time,public_facility,Work_days,0,1,0,100
209024-30102013,1100,13,Cooking-time,public_facility,Work_days,0,1,0,100
209025-30102013,1100,14,Cooking-time,public_facility,Work_days,0,1,0,100
209026-30102013,1100,15,Cooking-time,public_facility,Work_days,0,1,0,100
209027-30102013,1100,16,Cooking-time,public_facility,Work_days,0,1,0,100
209028-30102013,1100,17,Cooking-time,public_facility,Work_days,0,1,0,100
209029-30102013,1100,18,Cooking-time,public_facility,Work_days,0,1,0,100
209030-30102013,1100,19,Cooking-time,public_facility,Work_days,0,1,0,100
209031-30102013,1100,20,Cooking-time,public_facility,Work_days,0,1,0,100
209032-30102013,1100,21,Cooking-time,public_facility,Work_days,0,1,0,100
209033-30102013,1100,22,Cooking-time,public_facility,Work_days,0,1,0,100
209034-30102013,1100,23,Cooking-time,public_facility,Work_days,0,1,0,100
209035-30102013,1100,24,Cooking-time,public_facility,Work_days,0,1,0,100
209036-30102013,1100,25,Cooking-time,public_facility,Work_days,0,1,0,100
209037-30102013,1100,26,Cooking-time,public_facility,Work_days,0,1,0,100
209038-30102013,1100,27,Cooking-time,public_facility,Work_days,0,1,0,100
209039-30102013,1100,28,Cooking-time,public_facility,Work_days,0,1,0,100
209040-30102013,1100,29,Cooking-time,public_facility,Work_days,0,1,0,100
209041-30102013,1100,30,Cooking-time,public_facility,Work_days,0,1,0,100
209042-30102013,1100,31,Cooking-time,public_facility,Work_days,0,1,0,100
209043-30102013,1100,32,Cooking-time,public_facility,Work_days,0,1,0,100
209044-30102013,1100,33,Cooking-time,public_facility,Work_days,0,1,0,100
209045-30102013,1100,34,Cooking-time,public_facility,Work_days,0,1,0,100
209046-30102013,1100,35,Cooking-time,public_facility,Work_days,0,1,0,100
209047-30102013,1100,36,Cooking-time,public_facility,Work_days,0,1,0,100
209048-30102013,1100,37,Cooking-time,public_facility,Work_days,0,1,0,100
209049-30102013,1100,38,Cooking-time,public_facility,Work_days,0,1,0,100
209050-30102013,1100,39,Cooking-time,public_facility,Work_days,0,1,0,100
209051-30102013,1100,40,Cooking-time,public_facility,Work_days,0,1,0,100
209052-30102013,1100,41,Cooking-time,public_facility,Work_days,0,1,0,100
209053-30102013,1100,42,Office Hours,public_facility,Work_days,0,1,0,100
209054-30102013,1100,43,Office Hours,public_facility,Work_days,0,1,0,100
209064-30102013,1100,44,Office Hours,public_facility,Work_days,0,1,0,100
209067-30102013,1100,45,Office Hours,public_facility,Work_days,0,1,0,100
209563-31102013,1900,3,Cooking-time,others,Work_days,0,1,0,100
209564-31102013,1900,4,Cooking-time,others,Work_days,0,1,0,100
209565-31102013,1900,5,Cooking-time,others,Work_days,0,1,0,100
209566-31102013,1900,6,Cooking-time,others,Work_days,0,1,0,100
209567-31102013,1900,7,Cooking-time,others,Work_days,0,1,0,100
209568-31102013,1900,8,Cooking-time,others,Work_days,0,1,0,100
209569-31102013,1900,9,Cooking-time,others,Work_days,0,1,0,100
209570-31102013,1900,10,Cooking-time,others,Work_days,0,1,0,100
209606-31102013,6900,5,Cooking-time,others,Work_days,0,8,0,100
209608-31102013,6900,6,Cooking-time,others,Work_days,0,4,0,100
210200-01112013,6900,4,Office Hours,hospital,Work_days,0,2,0,100
210826-02112013,6120,0,Cooking-time,others,Week_ends,0,2,0,100
210965-02112013,6120,1,Office Hours,others,Week_ends,0,1,0,100
211148-02112013,6100,2,Cooking-time,hotel,Week_ends,0,3,0,100
211330-02112013,1100,3,Office Hours,apartment,Week_ends,0,1,0,100
211909-03112013,6990,5,Cooking-time,others,Week_ends,0,1,0,100
212178-03112013,6990,6,Cooking-time,others,Week_ends,0,1,0,100
215985-07112013,6110,1,Office Hours,industry_facility,Work_days,0,5,0,100
216887-08112013,6900,2,Office Hours,office,Work_days,0,4,0,100
217065-08112013,6100,3,Cooking-time,office,Work_days,0,1,0,100
217620-09112013,6990,2,Office Hours,school,Week_ends,0,3,0,100
220396-12112013,1120,0,Office Hours,public_facility,Work_days,0,1,0,100
220961-13112013,6900,3,Cooking-time,industry_facility,Work_days,0,2,0,100
222679-16112013,1200,0,Night-time,others,Week_ends,0,1,0,100
223085-16112013,6200,2,Office Hours,shopping_mall,Week_ends,0,2,0,100
224159-18112013,6100,2,Office Hours,hotel,Work_days,0,4,0,100
224428-19112013,6100,3,Night-time,hotel,Work_days,0,2,0,100
224753-19112013,7110,1,Office Hours,public_facility,Work_days,0,4,0,100
225020-20112013,6990,3,Night-time,hotel,Work_days,0,3,0,100
225405-20112013,1100,1,Office Hours,public_facility,Work_days,0,6,0,100
226424-22112013,6900,2,Office Hours,industry_facility,Work_days,0,3,0,100
226972-23112013,6900,3,Night-time,office,Week_ends,0,1,0,100
227307-23112013,6900,4,Cooking-time,office,Week_ends,0,1,0,100
228608-26112013,6100,2,Office Hours,public_facility,Work_days,0,3,0,100
229066-27112013,6100,3,Cooking-time,public_facility,Work_days,0,1,0,100
231040-30112013,6900,2,Night-time,industry_facility,Week_ends,0,4,0,100
231150-01122013,6990,2,Cooking-time,industry_facility,Week_ends,0,2,0,100
231313-01122013,6900,2,Office Hours,shopping_mall,Week_ends,0,3,0,100
231794-02122013,6990,3,Office Hours,public_facility,Work_days,0,2,0,100
232548-03122013,6990,3,Office Hours,hotel,Work_days,0,2,0,100
232699-03122013,1100,2,Night-time,tansport,Work_days,0,3,0,100
232710-03122013,6110,2,Night-time,rest_home,Work_days,0,2,0,100
234686-06122013,1200,0,Cooking-time,hotel,Work_days,0,4,0,100
234780-06122013,1200,1,Night-time,hotel,Work_days,0,4,0,100
235343-07122013,1200,2,Cooking-time,hotel,Week_ends,0,1,0,100
235854-08122013,1200,3,Cooking-time,hotel,Week_ends,0,1,0,100
236069-08122013,1200,4,Cooking-time,hotel,Week_ends,0,1,0,100
236159-09122013,6100,2,Night-time,hotel,Work_days,0,7,0,100
236726-09122013,1200,5,Cooking-time,hotel,Work_days,0,1,0,100
236786-09122013,1200,6,Night-time,hotel,Work_days,0,1,0,100
237821-11122013,6990,6,Office Hours,apartment,Work_days,0,1,0,100
237822-11122013,6990,7,Office Hours,apartment,Work_days,0,1,0,100
237823-11122013,6990,8,Office Hours,apartment,Work_days,0,1,0,100
239473-14122013,6100,2,Night-time,rest_home,Week_ends,0,4,0,100
240435-15122013,6900,2,Office Hours,rest_home,Week_ends,0,2,0,100
242942-19122013,6990,5,Cooking-time,shopping_mall,Work_days,0,1,0,100
243924-20122013,0,0,Office Hours,school,Work_days,0,1,0,100
246625-24122013,6200,1,Night-time,public_facility,Work_days,0,6,0,100
247567-25122013,6100,3,Office Hours,shopping_mall,Work_days,0,2,0,100
248581-27122013,6900,4,Office Hours,school,Work_days,0,3,0,100
002112-03012014,6110,1,Night-time,hospital,Work_days,0,2,0,100
003453-06012014,6100,5,Night-time,hospital,Work_days,0,1,0,100
004629-07012014,6990,3,Office Hours,office,Work_days,0,2,0,100
006032-10012014,1100,1,Night-time,tansport,Work_days,0,1,0,100
006193-10012014,1100,2,Cooking-time,tansport,Work_days,0,1,0,100
007596-12012014,6100,3,Cooking-time,rest_home,Week_ends,0,1,0,100
007685-12012014,6110,1,Night-time,rest_home,Week_ends,0,1,0,100
008699-14012014,6110,2,Office Hours,industry_facility,Work_days,0,2,0,100
009261-15012014,6110,3,Cooking-time,industry_facility,Work_days,0,2,0,100
009785-16012014,6100,3,Night-time,apartment,Work_days,0,2,0,100
009812-16012014,6100,4,Night-time,apartment,Work_days,0,2,0,100
011746-18012014,0,0,Cooking-time,office,Week_ends,0,2,0,100
012714-19012014,6200,0,Night-time,house,Week_ends,0,1,0,100
017528-26012014,6200,2,Night-time,others,Week_ends,0,2,0,100
022421-02022014,6200,2,Office Hours,apartment,Week_ends,0,1,0,100
026371-08022014,1120,0,Cooking-time,office,Week_ends,0,1,0,100
027704-10022014,6990,1,Night-time,tansport,Work_days,0,7,0,100
028266-11022014,6990,2,Night-time,tansport,Work_days,0,2,0,100
031006-15022014,7110,0,Night-time,others,Week_ends,0,1,0,100
031535-15022014,0,0,Cooking-time,shopping_mall,Week_ends,0,1,0,100
031781-16022014,6110,1,Night-time,hospital,Week_ends,0,1,0,100
032353-16022014,6100,1,Night-time,tansport,Week_ends,0,5,0,100
034196-20022014,6900,7,Night-time,others,Work_days,0,3,0,100
034641-20022014,6900,9,Night-time,others,Work_days,0,1,0,100
034747-21022014,6100,2,Night-time,tansport,Work_days,0,2,0,100
035151-21022014,6900,10,Cooking-time,others,Work_days,0,1,0,100
035310-22022014,1100,2,Night-time,hospital,Week_ends,0,1,0,100
036305-24022014,1120,1,Cooking-time,office,Work_days,0,2,0,100
036693-24022014,1120,1,Cooking-time,apartment,Work_days,0,1,0,100
037114-25022014,2270,0,Office Hours,others,Work_days,0,1,0,100
038323-27022014,7110,1,Cooking-time,others,Work_days,0,1,0,100
038821-28022014,6200,3,Cooking-time,others,Work_days,0,2,0,100
039937-02032014,1100,2,Cooking-time,shopping_mall,Week_ends,0,1,0,100
040190-03032014,6210,1,Office Hours,office,Work_days,0,1,0,100
040676-04032014,6990,5,Office Hours,others,Work_days,0,2,0,100
040814-04032014,6110,1,Office Hours,shopping_mall,Work_days,0,2,0,100
043266-08032014,1100,0,Office Hours,hospital,Week_ends,0,4,0,100
043487-09032014,1120,0,Night-time,apartment,Week_ends,0,1,0,100
043624-09032014,0,0,Office Hours,public_facility,Week_ends,0,1,0,100
045242-12032014,6990,3,Cooking-time,tansport,Work_days,0,1,0,100
045647-13032014,6200,2,Night-time,apartment,Work_days,0,1,0,100
046229-14032014,6100,4,Office Hours,rest_home,Work_days,0,2,0,100
051281-22032014,6110,2,Cooking-time,office,Week_ends,0,1,0,100
051648-23032014,6100,3,Night-time,others,Week_ends,0,1,0,100
052991-25032014,6900,1,Office Hours,restaurant,Work_days,0,2,0,100
053661-26032014,6990,3,Cooking-time,house,Work_days,0,1,0,100
053866-26032014,6900,3,Cooking-time,rest_home,Work_days,0,2,0,100
059197-05042014,6900,3,Office Hours,hospital,Week_ends,0,1,0,100
062375-12042014,1110,0,Night-time,others,Week_ends,0,1,0,100
062557-12042014,1100,2,Cooking-time,office,Week_ends,0,1,0,100
062682-12042014,1900,0,Office Hours,apartment,Week_ends,0,1,0,100
062897-13042014,1120,0,Night-time,shopping_mall,Week_ends,0,1,0,100
062959-13042014,6110,1,Night-time,public_facility,Week_ends,0,1,0,100
063043-13042014,6900,2,Office Hours,apartment,Week_ends,0,2,0,100
063942-15042014,6900,5,Office Hours,apartment,Work_days,0,1,0,100
064479-16042014,6100,3,Office Hours,public_facility,Work_days,0,3,0,100
064669-16042014,6100,4,Cooking-time,public_facility,Work_days,0,2,0,100
066262-19042014,1100,2,Office Hours,office,Week_ends,0,1,0,100
066263-19042014,6100,2,Office Hours,office,Week_ends,0,2,0,100
066982-20042014,6900,4,Cooking-time,apartment,Week_ends,0,1,0,100
067583-22042014,6200,4,Night-time,others,Work_days,0,2,0,100
068080-23042014,6200,5,Night-time,others,Work_days,0,1,0,100
068559-23042014,1900,1,Cooking-time,apartment,Work_days,0,1,0,100
073805-04052014,6900,3,Night-time,apartment,Week_ends,0,1,0,100
073867-04052014,1100,2,Night-time,shopping_mall,Week_ends,0,2,0,100
073875-04052014,1120,1,Night-time,others,Week_ends,0,2,0,100
073887-04052014,6900,4,Night-time,apartment,Week_ends,0,1,0,100
073908-04052014,1100,3,Night-time,shopping_mall,Week_ends,0,2,0,100
074018-04052014,6900,6,Cooking-time,apartment,Week_ends,0,1,0,100
074339-05052014,1100,4,Night-time,shopping_mall,Work_days,0,1,0,100
074369-05052014,1100,5,Night-time,shopping_mall,Work_days,0,1,0,100
074475-05052014,6200,2,Cooking-time,rest_home,Work_days,0,1,0,100
074689-05052014,1100,6,Office Hours,shopping_mall,Work_days,0,1,0,100
074858-05052014,6900,4,Cooking-time,public_facility,Work_days,0,2,0,100
074953-06052014,6200,3,Night-time,rest_home,Work_days,0,1,0,100
074962-06052014,1100,7,Night-time,shopping_mall,Work_days,0,1,0,100
074972-06052014,6900,5,Night-time,public_facility,Work_days,0,1,0,100
074985-06052014,6110,2,Night-time,office,Work_days,0,2,0,100
074995-06052014,6900,6,Cooking-time,public_facility,Work_days,0,1,0,100
075007-06052014,6900,7,Cooking-time,public_facility,Work_days,0,1,0,100
075421-06052014,1100,8,Night-time,shopping_mall,Work_days,0,1,0,100
075447-07052014,1100,9,Night-time,shopping_mall,Work_days,0,1,0,100
075454-07052014,1100,10,Night-time,shopping_mall,Work_days,0,1,0,100
075565-07052014,1100,11,Office Hours,shopping_mall,Work_days,0,1,0,100
078463-12052014,1100,2,Cooking-time,hotel,Work_days,0,1,0,100
080190-16052014,1100,4,Night-time,apartment,Work_days,0,1,0,100
080964-17052014,1100,6,Night-time,apartment,Week_ends,0,1,0,100
080982-17052014,1100,7,Night-time,apartment,Week_ends,0,1,0,100
080995-17052014,1100,8,Night-time,apartment,Week_ends,0,1,0,100
082380-19052014,6100,4,Office Hours,others,Work_days,0,1,0,100
085228-24052014,6990,2,Cooking-time,school,Week_ends,0,2,0,100
085289-24052014,6990,3,Cooking-time,school,Week_ends,0,1,0,100
090425-02062014,1200,0,Office Hours,hotel,Work_days,0,1,0,100
098362-19062014,6110,0,Office Hours,house,Work_days,0,4,0,100
099374-21062014,1100,3,Office Hours,shopping_mall,Week_ends,0,1,0,100
101062-24062014,6110,2,Office Hours,office,Work_days,0,1,0,100
103256-28062014,1100,4,Night-time,shopping_mall,Week_ends,0,1,0,100
105123-01072014,6990,3,Night-time,house,Work_days,0,1,0,100
105216-01072014,2270,0,Cooking-time,others,Work_days,0,2,0,100
105257-01072014,6200,3,Office Hours,public_facility,Work_days,0,1,0,100
105590-01072014,6990,7,Night-time,others,Work_days,0,1,0,100
108425-06072014,6990,3,Cooking-time,public_facility,Week_ends,0,2,0,100
108550-06072014,6990,4,Office Hours,public_facility,Week_ends,0,1,0,100
109150-07072014,6900,4,Office Hours,apartment,Work_days,0,2,0,100
109629-08072014,6900,8,Office Hours,apartment,Work_days,0,1,0,100
115038-16072014,1200,0,Night-time,hotel,Work_days,0,2,0,100
115841-18072014,1130,0,Cooking-time,shopping_mall,Work_days,0,1,0,100
117523-21072014,6900,4,Office Hours,hotel,Work_days,0,1,0,100
118220-22072014,6200,1,Office Hours,tansport,Work_days,0,1,0,100
118229-22072014,6200,2,Office Hours,tansport,Work_days,0,1,0,100
119706-25072014,6900,5,Cooking-time,school,Work_days,0,1,0,100
119853-25072014,6900,6,Cooking-time,school,Work_days,0,1,0,100
120042-25072014,6900,7,Office Hours,others,Work_days,0,1,0,100
120321-26072014,6100,2,Night-time,shopping_mall,Week_ends,0,1,0,100
122038-29072014,6200,1,Office Hours,public_facility,Work_days,0,4,0,100
122146-29072014,6990,8,Cooking-time,others,Work_days,0,1,0,100
122314-29072014,1900,1,Office Hours,others,Work_days,0,2,0,100
125231-02082014,1100,2,Office Hours,hotel,Week_ends,0,1,0,100
125284-02082014,1100,3,Office Hours,hotel,Week_ends,0,1,0,100
125320-02082014,1100,4,Cooking-time,hotel,Week_ends,0,1,0,100
130992-10082014,6200,3,Cooking-time,shopping_mall,Week_ends,0,1,0,100
135717-18082014,6110,4,Cooking-time,others,Work_days,0,1,0,100
136194-18082014,6900,8,Night-time,others,Work_days,0,1,0,100
137700-21082014,6100,3,Cooking-time,shopping_mall,Work_days,0,4,0,100
137788-22082014,6100,4,Night-time,shopping_mall,Work_days,0,1,0,100
139016-24082014,6990,2,Office Hours,house,Week_ends,0,1,0,100
140311-26082014,6200,2,Night-time,school,Work_days,0,1,0,100
144514-04092014,6100,4,Cooking-time,apartment,Work_days,0,1,0,100
146772-09092014,6100,2,Cooking-time,restaurant,Work_days,0,1,0,100
146835-09092014,1100,3,Cooking-time,office,Work_days,0,2,0,100
147262-10092014,1100,4,Night-time,others,Work_days,0,2,0,100
147270-10092014,1100,5,Night-time,others,Work_days,0,1,0,100
147275-10092014,1100,6,Night-time,others,Work_days,0,1,0,100
147280-10092014,1100,7,Night-time,others,Work_days,0,1,0,100
147436-10092014,1200,1,Office Hours,hotel,Work_days,0,1,0,100
149134-13092014,1900,1,Cooking-time,others,Week_ends,0,1,0,100
151613-18092014,6200,1,Night-time,tansport,Work_days,0,1,0,100
157235-27092014,6110,1,Night-time,hotel,Week_ends,0,2,0,100
157323-28092014,6900,4,Night-time,hospital,Week_ends,0,1,0,100
157431-28092014,6900,1,Office Hours,restaurant,Week_ends,0,1,0,100
157598-28092014,6990,3,Cooking-time,apartment,Week_ends,0,4,0,100
157817-28092014,6900,5,Cooking-time,hospital,Week_ends,0,1,0,100
158736-30092014,1100,3,Night-time,school,Work_days,0,1,0,100
160381-01102014,6990,3,Cooking-time,public_facility,Work_days,0,3,0,100
161935-04102014,0,0,Night-time,hotel,Week_ends,0,1,0,100
166929-11102014,6900,2,Office Hours,public_facility,Week_ends,0,1,0,100
167451-11102014,6900,3,Cooking-time,public_facility,Week_ends,0,2,0,100
168014-12102014,1170,0,Office Hours,industry_facility,Week_ends,0,1,0,100
170327-15102014,6990,1,Cooking-time,restaurant,Work_days,0,4,0,100
170601-15102014,6900,6,Office Hours,others,Work_days,0,1,0,100
170676-15102014,1110,0,Cooking-time,others,Work_days,0,1,0,100
170973-16102014,1110,1,Cooking-time,others,Work_days,0,1,0,100
171530-17102014,1100,4,Office Hours,others,Work_days,0,2,0,100
172152-18102014,6100,3,Cooking-time,public_facility,Week_ends,0,2,0,100
172294-18102014,6100,4,Cooking-time,public_facility,Week_ends,0,1,0,100
176092-25102014,6990,3,Night-time,apartment,Week_ends,0,1,0,100
176281-25102014,2350,0,Office Hours,others,Week_ends,0,1,0,100
178439-27102014,0,0,Night-time,office,Work_days,0,1,0,100
180236-30102014,1100,1,Office Hours,tansport,Work_days,0,1,0,100
180416-30102014,1100,0,Night-time,restaurant,Work_days,0,5,0,100
180430-30102014,1100,3,Night-time,tansport,Work_days,0,1,0,100
181530-01112014,1200,0,Cooking-time,shopping_mall,Week_ends,0,1,0,100
182094-01112014,0,0,Cooking-time,public_facility,Week_ends,0,1,0,100
182319-01112014,0,0,Office Hours,rest_home,Week_ends,0,1,0,100
182793-01112014,6900,2,Cooking-time,office,Week_ends,0,1,0,100
182831-01112014,6900,3,Cooking-time,office,Week_ends,0,2,0,100
182982-02112014,6110,1,Night-time,apartment,Week_ends,0,3,0,100
183974-03112014,1100,1,Office Hours,hotel,Work_days,0,1,0,100
185552-05112014,6110,1,Office Hours,rest_home,Work_days,0,1,0,100
185907-05112014,6110,2,Cooking-time,hotel,Work_days,0,1,0,100
186496-06112014,6100,4,Cooking-time,hotel,Work_days,0,1,0,100
186504-06112014,6100,5,Cooking-time,hotel,Work_days,0,1,0,100
186509-06112014,6100,6,Cooking-time,hotel,Work_days,0,1,0,100
186698-07112014,1200,0,Cooking-time,office,Work_days,0,4,0,100
187634-08112014,2350,0,Cooking-time,others,Week_ends,0,1,0,100
188108-09112014,6200,3,Office Hours,apartment,Week_ends,0,1,0,100
188140-09112014,6200,4,Office Hours,apartment,Week_ends,0,1,0,100
188291-09112014,6200,5,Cooking-time,apartment,Week_ends,0,1,0,100
188498-09112014,6200,6,Cooking-time,apartment,Week_ends,0,1,0,100
194409-18112014,6100,2,Office Hours,industry_facility,Work_days,0,1,0,100
194493-18112014,6100,3,Office Hours,industry_facility,Work_days,0,1,0,100
197952-22112014,6900,3,Cooking-time,hospital,Week_ends,0,1,0,100
197981-22112014,6900,4,Cooking-time,hospital,Week_ends,0,1,0,100
198194-23112014,6990,4,Night-time,hospital,Week_ends,0,1,0,100
198213-23112014,6900,5,Night-time,hospital,Week_ends,0,1,0,100
198386-23112014,6900,3,Office Hours,hotel,Week_ends,0,1,0,100
198763-23112014,7110,1,Office Hours,others,Week_ends,0,1,0,100
199193-23112014,6900,4,Cooking-time,hotel,Week_ends,0,1,0,100
203501-30112014,6110,0,Night-time,house,Week_ends,0,1,0,100
203688-30112014,1100,1,Office Hours,tansport,Week_ends,0,1,0,100
203722-30112014,1100,0,Office Hours,house,Week_ends,0,1,0,100
203774-30112014,6900,3,Cooking-time,shopping_mall,Week_ends,0,3,0,100
204090-30112014,6900,2,Cooking-time,shopping_mall,Week_ends,0,4,0,100
204113-30112014,6900,4,Cooking-time,shopping_mall,Week_ends,0,1,0,100
204117-30112014,6900,5,Cooking-time,shopping_mall,Week_ends,0,1,0,100
204121-30112014,6900,6,Cooking-time,shopping_mall,Week_ends,0,1,0,100
205828-03122014,1900,0,Cooking-time,school,Work_days,0,1,0,100
208112-06122014,6200,2,Night-time,rest_home,Week_ends,0,1,0,100
208213-06122014,6100,5,Cooking-time,others,Week_ends,0,1,0,100
208247-06122014,6990,3,Cooking-time,office,Week_ends,0,2,0,100
208284-06122014,6990,4,Office Hours,office,Week_ends,0,2,0,100
208628-06122014,6990,4,Cooking-time,shopping_mall,Week_ends,0,1,0,100
208852-07122014,6100,6,Night-time,others,Week_ends,0,1,0,100
209232-07122014,6990,5,Office Hours,shopping_mall,Week_ends,0,1,0,100
209535-07122014,6990,6,Cooking-time,shopping_mall,Week_ends,0,1,0,100
209704-07122014,6990,7,Night-time,shopping_mall,Week_ends,0,1,0,100
209905-08122014,6990,8,Office Hours,shopping_mall,Work_days,0,1,0,100
211041-10122014,6100,2,Cooking-time,house,Work_days,0,2,0,100
211074-10122014,6100,5,Office Hours,others,Work_days,0,1,0,100
211367-10122014,6100,6,Cooking-time,others,Work_days,0,1,0,100
213008-13122014,1200,0,Cooking-time,others,Week_ends,0,2,0,100
213086-13122014,6110,1,Cooking-time,industry_facility,Week_ends,0,1,0,100
213372-14122014,6990,4,Cooking-time,hotel,Week_ends,0,1,0,100
213377-14122014,6990,5,Office Hours,hotel,Week_ends,0,1,0,100
213596-14122014,4310,0,Office Hours,others,Week_ends,0,1,0,100
218190-21122014,6900,5,Office Hours,others,Week_ends,0,1,0,100
218379-22122014,1100,2,Night-time,rest_home,Work_days,0,1,0,100
221746-27122014,6100,2,Cooking-time,tansport,Week_ends,0,1,0,100
221847-27122014,6990,1,Office Hours,tansport,Week_ends,0,2,0,100
223401-30122014,2270,0,Office Hours,office,Work_days,0,1,0,100
223682-30122014,1100,2,Office Hours,public_facility,Work_days,0,1,0,100
001864-03012015,1120,0,Cooking-time,industry_facility,Week_ends,0,1,0,100
009606-17012015,0,0,Cooking-time,tansport,Week_ends,0,1,0,100
012870-23012015,6990,4,Night-time,office,Work_days,0,1,0,100
013317-23012015,6990,5,Cooking-time,office,Work_days,0,1,0,100
013843-24012015,1100,1,Cooking-time,industry_facility,Week_ends,0,1,0,100
015301-27012015,2270,0,Cooking-time,office,Work_days,0,4,0,100
016380-29012015,6900,2,Office Hours,restaurant,Work_days,0,2,0,100
017935-01022015,6990,2,Office Hours,office,Week_ends,0,1,0,100
017948-01022015,6200,1,Office Hours,tansport,Week_ends,0,1,0,100
021145-07022015,6100,6,Cooking-time,school,Week_ends,0,2,0,100
