incident_number,season,alarm_type,repeat_count,build_type,true_alarm,false_alarm,true_percentage,false_percentage
075565-07052014,Autumn,1100,11,shopping_mall,0,1,0,100
078463-12052014,Autumn,1100,2,hotel,0,1,0,100
080142-16052014,Autumn,1100,3,apartment,0,1,0,100
080190-16052014,Autumn,1100,4,apartment,0,1,0,100
080865-16052014,Autumn,6900,3,shopping_mall,0,2,0,100
080909-17052014,Autumn,1100,5,apartment,0,1,0,100
080964-17052014,Autumn,1100,6,apartment,0,1,0,100
080982-17052014,Autumn,1100,7,apartment,0,1,0,100
080995-17052014,Autumn,1100,8,apartment,0,1,0,100
081668-18052014,Autumn,1100,3,others,0,3,0,100
083056-20052014,Autumn,6990,2,industry_facility,0,3,0,100
085289-24052014,Autumn,6990,3,school,0,3,0,100
090425-02062014,Winter,1200,0,hotel,0,3,0,100
090656-03062014,Winter,6200,1,public_facility,0,7,0,100
091681-05062014,Winter,6900,2,restaurant,0,1,0,100
096918-16062014,Winter,6100,3,apartment,0,1,0,100
099374-21062014,Winter,1100,3,shopping_mall,0,2,0,100
100518-23062014,Winter,6900,5,others,0,3,0,100
100675-23062014,Winter,6900,6,others,0,2,0,100
100733-24062014,Winter,6900,7,others,0,3,0,100
101062-24062014,Winter,6110,2,office,0,1,0,100
103256-28062014,Winter,1100,4,shopping_mall,0,1,0,100
104696-30062014,Winter,6200,2,public_facility,0,1,0,100
105123-01072014,Winter,6990,3,house,0,1,0,100
105216-01072014,Winter,2270,0,others,0,2,0,100
105257-01072014,Winter,6200,3,public_facility,0,1,0,100
106394-03072014,Winter,6100,3,public_facility,0,2,0,100
106620-03072014,Winter,6100,2,shopping_mall,0,8,0,100
106731-03072014,Winter,6100,4,public_facility,0,1,0,100
106978-04072014,Winter,6900,2,public_facility,0,3,0,100
108550-06072014,Winter,6990,4,public_facility,0,1,0,100
109373-08072014,Winter,6900,6,apartment,0,1,0,100
109503-08072014,Winter,6900,7,apartment,0,1,0,100
109629-08072014,Winter,6900,8,apartment,0,1,0,100
109898-09072014,Winter,6990,3,hotel,0,2,0,100
114401-15072014,Winter,6900,4,school,0,2,0,100
115065-16072014,Winter,1200,1,hotel,0,2,0,100
115841-18072014,Winter,1130,0,shopping_mall,0,1,0,100
117523-21072014,Winter,6900,4,hotel,0,1,0,100
118220-22072014,Winter,6200,1,tansport,0,1,0,100
118229-22072014,Winter,6200,2,tansport,0,1,0,100
119670-25072014,Winter,6900,3,shopping_mall,0,2,0,100
119706-25072014,Winter,6900,5,school,0,1,0,100
119853-25072014,Winter,6900,6,school,0,1,0,100
122314-29072014,Winter,1900,1,others,0,1,0,100
125231-02082014,Winter,1100,2,hotel,0,1,0,100
125284-02082014,Winter,1100,3,hotel,0,1,0,100
125320-02082014,Winter,1100,4,hotel,0,1,0,100
132023-11082014,Winter,6100,2,hotel,0,3,0,100
135717-18082014,Winter,6110,4,others,0,2,0,100
136194-18082014,Winter,6900,8,others,0,1,0,100
137700-21082014,Winter,6100,3,shopping_mall,0,1,0,100
137788-22082014,Winter,6100,4,shopping_mall,0,1,0,100
137800-22082014,Winter,6100,5,shopping_mall,0,1,0,100
140311-26082014,Winter,6200,2,school,0,1,0,100
144514-04092014,Spring,6100,4,apartment,0,1,0,100
144724-04092014,Spring,1200,0,hotel,0,3,0,100
144797-05092014,Spring,1200,1,hotel,0,2,0,100
145145-05092014,Spring,6100,3,shopping_mall,0,5,0,100
146752-09092014,Spring,6100,1,restaurant,0,1,0,100
146772-09092014,Spring,6100,2,restaurant,0,1,0,100
147270-10092014,Spring,1100,5,others,0,1,0,100
147275-10092014,Spring,1100,6,others,0,1,0,100
147280-10092014,Spring,1100,7,others,0,1,0,100
151613-18092014,Spring,6200,1,tansport,0,1,0,100
155179-24092014,Spring,6990,3,office,0,2,0,100
155198-24092014,Spring,6990,4,office,0,1,0,100
158736-30092014,Spring,1100,3,school,0,1,0,100
164972-08102014,Spring,6210,1,office,0,1,0,100
170327-15102014,Spring,6990,1,restaurant,0,1,0,100
170427-15102014,Spring,6110,1,hospital,0,1,0,100
170676-15102014,Spring,1110,0,others,0,1,0,100
170973-16102014,Spring,1110,1,others,0,1,0,100
172294-18102014,Spring,6100,4,public_facility,0,1,0,100
176281-25102014,Spring,2350,0,others,0,2,0,100
180411-30102014,Spring,1100,2,tansport,0,1,0,100
180429-30102014,Spring,6900,3,tansport,0,1,0,100
180430-30102014,Spring,1100,3,tansport,0,1,0,100
183004-02112014,Spring,1900,2,apartment,0,1,0,100
185907-05112014,Spring,6110,2,hotel,0,1,0,100
186496-06112014,Spring,6100,4,hotel,0,1,0,100
186504-06112014,Spring,6100,5,hotel,0,1,0,100
186509-06112014,Spring,6100,6,hotel,0,1,0,100
186698-07112014,Spring,1200,0,office,0,1,0,100
188291-09112014,Spring,6200,5,apartment,0,1,0,100
188498-09112014,Spring,6200,6,apartment,0,1,0,100
192276-14112014,Spring,6200,4,others,0,1,0,100
194409-18112014,Spring,6100,2,industry_facility,0,1,0,100
194493-18112014,Spring,6100,3,industry_facility,0,1,0,100
198763-23112014,Spring,7110,1,others,0,1,0,100
200902-25112014,Spring,6200,2,hospital,0,1,0,100
204117-30112014,Spring,6900,5,shopping_mall,0,1,0,100
204121-30112014,Spring,6900,6,shopping_mall,0,1,0,100
205828-03122014,Summer,1900,0,school,0,1,0,100
208070-05122014,Summer,6100,4,others,0,4,0,100
208112-06122014,Summer,6200,2,rest_home,0,1,0,100
208213-06122014,Summer,6100,5,others,0,2,0,100
208284-06122014,Summer,6990,4,office,0,3,0,100
208852-07122014,Summer,6100,6,others,0,2,0,100
209535-07122014,Summer,6990,6,shopping_mall,0,1,0,100
209704-07122014,Summer,6990,7,shopping_mall,0,1,0,100
209905-08122014,Summer,6990,8,shopping_mall,0,1,0,100
211041-10122014,Summer,6100,2,house,0,1,0,100
213377-14122014,Summer,6990,5,hotel,0,1,0,100
213596-14122014,Summer,4310,0,others,0,1,0,100
218379-22122014,Summer,1100,2,rest_home,0,1,0,100
223401-30122014,Summer,2270,0,office,0,2,0,100
004434-08012015,Summer,1200,0,office,0,1,0,100
009606-17012015,Summer,0,0,tansport,0,1,0,100
010725-19012015,Summer,1100,3,office,0,1,0,100
013317-23012015,Summer,6990,5,office,0,1,0,100
017246-31012015,Summer,1100,1,restaurant,0,1,0,100
020912-07022015,Summer,6100,5,school,0,4,0,100
021145-07022015,Summer,6100,6,school,0,4,0,100
022322-09022015,Summer,1100,4,others,0,1,0,100
022409-09022015,Summer,1100,5,others,0,1,0,100
028784-21022015,Summer,6100,7,school,0,2,0,100
028954-21022015,Summer,6100,8,school,0,2,0,100
029430-22022015,Summer,6100,9,school,0,2,0,100
032879-01032015,Autumn,6110,3,apartment,0,1,0,100
033018-01032015,Autumn,6100,10,school,0,1,0,100
033458-01032015,Autumn,6100,11,school,0,1,0,100
033533-02032015,Autumn,6990,3,office,0,1,0,100
033778-02032015,Autumn,6990,4,office,0,1,0,100
034064-03032015,Autumn,6990,5,office,0,1,0,100
034429-03032015,Autumn,6990,6,office,0,1,0,100
034682-04032015,Autumn,6990,7,office,0,1,0,100
035162-05032015,Autumn,6990,8,office,0,1,0,100
036823-07032015,Autumn,1100,4,others,0,1,0,100
036854-07032015,Autumn,1100,5,others,0,1,0,100
037027-08032015,Autumn,6110,3,office,0,1,0,100
037292-08032015,Autumn,6100,3,school,0,10,0,100
038453-10032015,Autumn,1200,0,office,0,2,0,100
038734-10032015,Autumn,1100,1,restaurant,0,1,0,100
039720-12032015,Autumn,6100,2,house,0,2,0,100
046509-24032015,Autumn,2350,0,others,0,1,0,100
047688-26032015,Autumn,6200,2,hospital,0,1,0,100
050522-30032015,Autumn,6100,4,school,0,5,0,100
050931-31032015,Autumn,6100,5,school,0,3,0,100
053847-06042015,Autumn,6900,3,industry_facility,0,1,0,100
053850-06042015,Autumn,6900,4,industry_facility,0,1,0,100
053858-06042015,Autumn,6900,5,industry_facility,0,1,0,100
055711-10042015,Autumn,6100,4,apartment,0,1,0,100
056132-10042015,Autumn,6100,5,apartment,0,1,0,100
056552-11042015,Autumn,6100,6,apartment,0,1,0,100
056669-11042015,Autumn,6100,7,apartment,0,1,0,100
056731-12042015,Autumn,6100,8,apartment,0,1,0,100
056971-12042015,Autumn,6100,9,apartment,0,1,0,100
057049-12042015,Autumn,6100,10,apartment,0,1,0,100
058071-14042015,Autumn,6900,2,restaurant,0,1,0,100
058408-15042015,Autumn,1140,0,apartment,0,1,0,100
058444-15042015,Autumn,0,0,tansport,0,1,0,100
058492-15042015,Autumn,1140,1,apartment,0,1,0,100
064686-21042015,Autumn,6100,2,industry_facility,0,1,0,100
066173-21042015,Autumn,6100,3,industry_facility,0,1,0,100
066899-22042015,Autumn,6100,4,hospital,0,2,0,100
068161-22042015,Autumn,4110,0,others,0,1,0,100
068364-23042015,Autumn,6900,4,hospital,0,1,0,100
068551-23042015,Autumn,6900,5,hospital,0,1,0,100
069746-24042015,Autumn,6990,4,hotel,0,1,0,100
069757-24042015,Autumn,6990,5,hotel,0,1,0,100
069761-24042015,Autumn,6990,6,hotel,0,1,0,100
070063-25042015,Autumn,6990,4,apartment,0,1,0,100
070072-25042015,Autumn,6990,5,apartment,0,1,0,100
070075-25042015,Autumn,6990,6,apartment,0,1,0,100
070077-25042015,Autumn,6990,7,apartment,0,1,0,100
070286-25042015,Autumn,2270,0,office,0,2,0,100
070514-25042015,Autumn,7110,0,others,0,1,0,100
071400-26042015,Autumn,6990,4,school,0,1,0,100
073139-29042015,Autumn,6110,1,hospital,0,1,0,100
074950-02052015,Autumn,6100,3,office,0,1,0,100
075343-03052015,Autumn,6100,6,school,0,1,0,100
075430-03052015,Autumn,6100,7,school,0,1,0,100
075545-03052015,Autumn,6100,8,school,0,1,0,100
075621-03052015,Autumn,6200,4,school,0,1,0,100
075747-03052015,Autumn,6100,9,school,0,1,0,100
075864-03052015,Autumn,6900,6,school,0,1,0,100
075915-04052015,Autumn,6900,7,school,0,1,0,100
076040-04052015,Autumn,6200,5,school,0,1,0,100
076156-04052015,Autumn,6900,8,school,0,1,0,100
076165-04052015,Autumn,6900,9,school,0,1,0,100
076184-04052015,Autumn,6900,10,school,0,1,0,100
085125-21052015,Autumn,6100,5,others,0,1,0,100
086691-24052015,Autumn,1120,1,office,0,1,0,100
091073-02062015,Winter,6110,2,industry_facility,0,1,0,100
091078-02062015,Winter,6110,3,industry_facility,0,1,0,100
091080-02062015,Winter,6110,4,industry_facility,0,1,0,100
097391-14062015,Winter,6110,2,hospital,0,2,0,100
099327-17062015,Winter,6100,3,school,0,3,0,100
099377-17062015,Winter,6100,4,school,0,2,0,100
102413-24062015,Winter,2270,0,office,0,2,0,100
102479-24062015,Winter,6100,4,rest_home,0,1,0,100
102967-25062015,Winter,1120,1,office,0,1,0,100
103128-25062015,Winter,6120,1,others,0,2,0,100
104901-29062015,Winter,6900,3,industry_facility,0,1,0,100
106172-02072015,Winter,6900,4,shopping_mall,0,1,0,100
113338-15072015,Winter,0,1,hospital,0,1,0,100
119029-26072015,Winter,6100,5,school,0,1,0,100
119465-27072015,Winter,6100,6,school,0,1,0,100
120223-29072015,Winter,1100,2,industry_facility,0,1,0,100
120719-30072015,Winter,1100,3,industry_facility,0,1,0,100
120775-30072015,Winter,1100,4,industry_facility,0,1,0,100
