incident_number,season,alarm_type,repeat_count,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
117523-21072014,Winter,6900,4,hotel,Work_days,0,1,0,100
118220-22072014,Winter,6200,1,tansport,Work_days,0,1,0,100
118229-22072014,Winter,6200,2,tansport,Work_days,0,1,0,100
119670-25072014,Winter,6900,3,shopping_mall,Work_days,0,2,0,100
119706-25072014,Winter,6900,5,school,Work_days,0,1,0,100
119853-25072014,Winter,6900,6,school,Work_days,0,1,0,100
120321-26072014,Winter,6100,2,shopping_mall,Week_ends,0,3,0,100
122314-29072014,Winter,1900,1,others,Work_days,0,1,0,100
125231-02082014,Winter,1100,2,hotel,Week_ends,0,1,0,100
125284-02082014,Winter,1100,3,hotel,Week_ends,0,1,0,100
125320-02082014,Winter,1100,4,hotel,Week_ends,0,1,0,100
125520-02082014,Winter,6200,2,shopping_mall,Week_ends,0,2,0,100
127999-06082014,Winter,1100,1,hotel,Work_days,0,1,0,100
130650-09082014,Winter,6100,3,hospital,Week_ends,0,2,0,100
130992-10082014,Winter,6200,3,shopping_mall,Week_ends,0,1,0,100
132023-11082014,Winter,6100,2,hotel,Work_days,0,3,0,100
135236-17082014,Winter,6100,2,office,Week_ends,0,2,0,100
135717-18082014,Winter,6110,4,others,Work_days,0,2,0,100
136194-18082014,Winter,6900,8,others,Work_days,0,1,0,100
137700-21082014,Winter,6100,3,shopping_mall,Work_days,0,1,0,100
137788-22082014,Winter,6100,4,shopping_mall,Work_days,0,1,0,100
137800-22082014,Winter,6100,5,shopping_mall,Work_days,0,1,0,100
138956-24082014,Winter,1100,0,hospital,Week_ends,0,1,0,100
138971-24082014,Winter,1100,1,hospital,Week_ends,0,1,0,100
140311-26082014,Winter,6200,2,school,Work_days,0,1,0,100
141916-30082014,Winter,6990,1,rest_home,Week_ends,0,4,0,100
142270-30082014,Winter,6990,1,tansport,Week_ends,0,1,0,100
144514-04092014,Spring,6100,4,apartment,Work_days,0,1,0,100
144724-04092014,Spring,1200,0,hotel,Work_days,0,3,0,100
144797-05092014,Spring,1200,1,hotel,Work_days,0,2,0,100
145145-05092014,Spring,6100,3,shopping_mall,Work_days,0,5,0,100
146752-09092014,Spring,6100,1,restaurant,Work_days,0,1,0,100
146772-09092014,Spring,6100,2,restaurant,Work_days,0,1,0,100
147270-10092014,Spring,1100,5,others,Work_days,0,1,0,100
147275-10092014,Spring,1100,6,others,Work_days,0,1,0,100
147280-10092014,Spring,1100,7,others,Work_days,0,1,0,100
148870-13092014,Spring,1120,1,others,Week_ends,0,1,0,100
149844-14092014,Spring,6990,3,public_facility,Week_ends,0,1,0,100
150617-16092014,Spring,6990,5,others,Work_days,0,3,0,100
151613-18092014,Spring,6200,1,tansport,Work_days,0,1,0,100
153508-21092014,Spring,6100,3,others,Week_ends,0,1,0,100
155179-24092014,Spring,6990,3,office,Work_days,0,2,0,100
155198-24092014,Spring,6990,4,office,Work_days,0,1,0,100
156953-27092014,Spring,6990,2,apartment,Week_ends,0,6,0,100
157323-28092014,Spring,6900,4,hospital,Week_ends,0,2,0,100
157598-28092014,Spring,6990,3,apartment,Week_ends,0,3,0,100
157817-28092014,Spring,6900,5,hospital,Week_ends,0,2,0,100
158736-30092014,Spring,1100,3,school,Work_days,0,1,0,100
161935-04102014,Spring,0,0,hotel,Week_ends,0,1,0,100
162400-04102014,Spring,6210,0,office,Week_ends,0,1,0,100
164972-08102014,Spring,6210,1,office,Work_days,0,1,0,100
167451-11102014,Spring,6900,3,public_facility,Week_ends,0,2,0,100
167503-11102014,Spring,0,0,office,Week_ends,0,1,0,100
170327-15102014,Spring,6990,1,restaurant,Work_days,0,1,0,100
170427-15102014,Spring,6110,1,hospital,Work_days,0,1,0,100
170676-15102014,Spring,1110,0,others,Work_days,0,1,0,100
170973-16102014,Spring,1110,1,others,Work_days,0,1,0,100
172108-18102014,Spring,6100,2,public_facility,Week_ends,0,2,0,100
172152-18102014,Spring,6100,3,public_facility,Week_ends,0,1,0,100
172294-18102014,Spring,6100,4,public_facility,Week_ends,0,1,0,100
172685-19102014,Spring,6200,2,apartment,Week_ends,0,2,0,100
176281-25102014,Spring,2350,0,others,Week_ends,0,2,0,100
180236-30102014,Spring,1100,1,tansport,Work_days,0,1,0,100
180410-30102014,Spring,6900,2,tansport,Work_days,0,1,0,100
180411-30102014,Spring,1100,2,tansport,Work_days,0,1,0,100
180429-30102014,Spring,6900,3,tansport,Work_days,0,1,0,100
180430-30102014,Spring,1100,3,tansport,Work_days,0,1,0,100
181530-01112014,Spring,1200,0,shopping_mall,Week_ends,0,1,0,100
182319-01112014,Spring,0,0,rest_home,Week_ends,0,1,0,100
182840-01112014,Spring,1900,0,public_facility,Week_ends,0,1,0,100
182906-01112014,Spring,1900,1,apartment,Week_ends,0,1,0,100
182982-02112014,Spring,6110,1,apartment,Week_ends,0,1,0,100
183004-02112014,Spring,1900,2,apartment,Week_ends,0,1,0,100
185907-05112014,Spring,6110,2,hotel,Work_days,0,1,0,100
186496-06112014,Spring,6100,4,hotel,Work_days,0,1,0,100
186504-06112014,Spring,6100,5,hotel,Work_days,0,1,0,100
186509-06112014,Spring,6100,6,hotel,Work_days,0,1,0,100
186698-07112014,Spring,1200,0,office,Work_days,0,1,0,100
188108-09112014,Spring,6200,3,apartment,Week_ends,0,1,0,100
188140-09112014,Spring,6200,4,apartment,Week_ends,0,1,0,100
188291-09112014,Spring,6200,5,apartment,Week_ends,0,1,0,100
188498-09112014,Spring,6200,6,apartment,Week_ends,0,1,0,100
192276-14112014,Spring,6200,4,others,Work_days,0,1,0,100
193349-16112014,Spring,6900,2,hotel,Week_ends,0,2,0,100
194409-18112014,Spring,6100,2,industry_facility,Work_days,0,1,0,100
194493-18112014,Spring,6100,3,industry_facility,Work_days,0,1,0,100
198194-23112014,Spring,6990,4,hospital,Week_ends,0,1,0,100
198386-23112014,Spring,6900,3,hotel,Week_ends,0,1,0,100
198763-23112014,Spring,7110,1,others,Week_ends,0,1,0,100
199043-23112014,Spring,6100,2,apartment,Week_ends,0,1,0,100
199193-23112014,Spring,6900,4,hotel,Week_ends,0,1,0,100
200902-25112014,Spring,6200,2,hospital,Work_days,0,1,0,100
203255-29112014,Spring,6900,2,shopping_mall,Week_ends,0,2,0,100
203774-30112014,Spring,6900,3,shopping_mall,Week_ends,0,2,0,100
204113-30112014,Spring,6900,4,shopping_mall,Week_ends,0,1,0,100
204117-30112014,Spring,6900,5,shopping_mall,Week_ends,0,1,0,100
204121-30112014,Spring,6900,6,shopping_mall,Week_ends,0,1,0,100
205666-03122014,Summer,1100,0,restaurant,Work_days,0,5,0,100
205828-03122014,Summer,1900,0,school,Work_days,0,1,0,100
207460-05122014,Summer,6990,1,restaurant,Work_days,0,1,0,100
208070-05122014,Summer,6100,4,others,Work_days,0,4,0,100
208112-06122014,Summer,6200,2,rest_home,Week_ends,0,1,0,100
208213-06122014,Summer,6100,5,others,Week_ends,0,1,0,100
208247-06122014,Summer,6990,3,office,Week_ends,0,2,0,100
208284-06122014,Summer,6990,4,office,Week_ends,0,2,0,100
208628-06122014,Summer,6990,4,shopping_mall,Week_ends,0,1,0,100
208852-07122014,Summer,6100,6,others,Week_ends,0,1,0,100
209232-07122014,Summer,6990,5,shopping_mall,Week_ends,0,1,0,100
209535-07122014,Summer,6990,6,shopping_mall,Week_ends,0,1,0,100
209704-07122014,Summer,6990,7,shopping_mall,Week_ends,0,1,0,100
209905-08122014,Summer,6990,8,shopping_mall,Work_days,0,1,0,100
211041-10122014,Summer,6100,2,house,Work_days,0,1,0,100
211074-10122014,Summer,6100,5,others,Work_days,0,1,0,100
211367-10122014,Summer,6100,6,others,Work_days,0,1,0,100
211850-11122014,Summer,1120,0,apartment,Work_days,0,1,0,100
213008-13122014,Summer,1200,0,others,Week_ends,0,1,0,100
213086-13122014,Summer,6110,1,industry_facility,Week_ends,0,1,0,100
213137-13122014,Summer,6100,3,others,Week_ends,0,1,0,100
213346-14122014,Summer,6990,3,hotel,Week_ends,0,2,0,100
213372-14122014,Summer,6990,4,hotel,Week_ends,0,1,0,100
213377-14122014,Summer,6990,5,hotel,Week_ends,0,1,0,100
213596-14122014,Summer,4310,0,others,Week_ends,0,1,0,100
215750-17122014,Summer,6100,3,rest_home,Work_days,0,1,0,100
218190-21122014,Summer,6900,5,others,Week_ends,0,1,0,100
218379-22122014,Summer,1100,2,rest_home,Work_days,0,1,0,100
221622-27122014,Summer,6900,2,apartment,Week_ends,0,3,0,100
221681-27122014,Summer,6110,1,apartment,Week_ends,0,2,0,100
221746-27122014,Summer,6100,2,tansport,Week_ends,0,1,0,100
223401-30122014,Summer,2270,0,office,Work_days,0,2,0,100
001864-03012015,Summer,1120,0,industry_facility,Week_ends,0,1,0,100
004434-08012015,Summer,1200,0,office,Work_days,0,1,0,100
009606-17012015,Summer,0,0,tansport,Week_ends,0,1,0,100
010725-19012015,Summer,1100,3,office,Work_days,0,1,0,100
012870-23012015,Summer,6990,4,office,Work_days,0,1,0,100
013317-23012015,Summer,6990,5,office,Work_days,0,1,0,100
013843-24012015,Summer,1100,1,industry_facility,Week_ends,0,1,0,100
017246-31012015,Summer,1100,1,restaurant,Week_ends,0,1,0,100
020847-07022015,Summer,1120,0,hospital,Week_ends,0,1,0,100
020912-07022015,Summer,6100,5,school,Week_ends,0,1,0,100
021145-07022015,Summer,6100,6,school,Week_ends,0,2,0,100
021287-08022015,Summer,1100,2,office,Week_ends,0,1,0,100
021941-08022015,Summer,6100,1,restaurant,Week_ends,0,1,0,100
022041-09022015,Summer,1100,3,others,Work_days,0,1,0,100
022322-09022015,Summer,1100,4,others,Work_days,0,1,0,100
022409-09022015,Summer,1100,5,others,Work_days,0,1,0,100
026281-17022015,Summer,6100,5,school,Work_days,0,3,0,100
026611-17022015,Summer,6100,6,school,Work_days,0,2,0,100
028784-21022015,Summer,6100,7,school,Week_ends,0,1,0,100
028954-21022015,Summer,6100,8,school,Week_ends,0,1,0,100
029430-22022015,Summer,6100,9,school,Week_ends,0,2,0,100
030365-24022015,Summer,6900,3,industry_facility,Work_days,0,1,0,100
031722-27022015,Summer,6100,7,school,Work_days,0,1,0,100
031823-27022015,Summer,6100,8,school,Work_days,0,1,0,100
032817-01032015,Autumn,6110,2,apartment,Week_ends,0,1,0,100
032879-01032015,Autumn,6110,3,apartment,Week_ends,0,1,0,100
032992-01032015,Autumn,6900,3,public_facility,Week_ends,0,1,0,100
033018-01032015,Autumn,6100,10,school,Week_ends,0,1,0,100
033083-01032015,Autumn,6900,4,public_facility,Week_ends,0,1,0,100
033217-01032015,Autumn,6990,3,hospital,Week_ends,0,1,0,100
033231-01032015,Autumn,6900,5,public_facility,Week_ends,0,1,0,100
033292-01032015,Autumn,6990,4,hospital,Week_ends,0,1,0,100
033329-01032015,Autumn,6900,6,public_facility,Week_ends,0,1,0,100
033344-01032015,Autumn,6900,7,public_facility,Week_ends,0,1,0,100
033458-01032015,Autumn,6100,11,school,Week_ends,0,1,0,100
033533-02032015,Autumn,6990,3,office,Work_days,0,1,0,100
033778-02032015,Autumn,6990,4,office,Work_days,0,1,0,100
034064-03032015,Autumn,6990,5,office,Work_days,0,1,0,100
034429-03032015,Autumn,6990,6,office,Work_days,0,1,0,100
034682-04032015,Autumn,6990,7,office,Work_days,0,1,0,100
035162-05032015,Autumn,6990,8,office,Work_days,0,1,0,100
035778-06032015,Autumn,6990,1,restaurant,Work_days,0,2,0,100
036823-07032015,Autumn,1100,4,others,Week_ends,0,1,0,100
036854-07032015,Autumn,1100,5,others,Week_ends,0,1,0,100
036988-07032015,Autumn,6100,2,school,Week_ends,0,8,0,100
037027-08032015,Autumn,6110,3,office,Week_ends,0,1,0,100
037130-08032015,Autumn,6900,3,shopping_mall,Week_ends,0,1,0,100
037292-08032015,Autumn,6100,3,school,Week_ends,0,5,0,100
038453-10032015,Autumn,1200,0,office,Work_days,0,2,0,100
038734-10032015,Autumn,1100,1,restaurant,Work_days,0,1,0,100
039720-12032015,Autumn,6100,2,house,Work_days,0,1,0,100
044770-20032015,Autumn,6110,2,others,Work_days,0,2,0,100
045018-21032015,Autumn,1200,0,others,Week_ends,0,1,0,100
045276-21032015,Autumn,1200,0,apartment,Week_ends,0,1,0,100
046509-24032015,Autumn,2350,0,others,Work_days,0,1,0,100
047688-26032015,Autumn,6200,2,hospital,Work_days,0,1,0,100
050361-30032015,Autumn,6100,3,school,Work_days,0,5,0,100
050522-30032015,Autumn,6100,4,school,Work_days,0,2,0,100
050931-31032015,Autumn,6100,5,school,Work_days,0,2,0,100
051840-02042015,Autumn,1120,0,hotel,Work_days,0,2,0,100
052996-04042015,Autumn,6990,2,industry_facility,Week_ends,0,2,0,100
053353-05042015,Autumn,6900,2,industry_facility,Week_ends,0,2,0,100
053600-05042015,Autumn,1100,0,restaurant,Week_ends,0,1,0,100
053847-06042015,Autumn,6900,3,industry_facility,Work_days,0,1,0,100
053850-06042015,Autumn,6900,4,industry_facility,Work_days,0,1,0,100
053858-06042015,Autumn,6900,5,industry_facility,Work_days,0,1,0,100
055564-09042015,Autumn,6100,3,apartment,Work_days,0,2,0,100
055711-10042015,Autumn,6100,4,apartment,Work_days,0,1,0,100
056132-10042015,Autumn,6100,5,apartment,Work_days,0,1,0,100
056552-11042015,Autumn,6100,6,apartment,Week_ends,0,1,0,100
056669-11042015,Autumn,6100,7,apartment,Week_ends,0,1,0,100
056731-12042015,Autumn,6100,8,apartment,Week_ends,0,1,0,100
056971-12042015,Autumn,6100,9,apartment,Week_ends,0,1,0,100
057049-12042015,Autumn,6100,10,apartment,Week_ends,0,1,0,100
058071-14042015,Autumn,6900,2,restaurant,Work_days,0,1,0,100
058408-15042015,Autumn,1140,0,apartment,Work_days,0,1,0,100
058444-15042015,Autumn,0,0,tansport,Work_days,0,1,0,100
058492-15042015,Autumn,1140,1,apartment,Work_days,0,1,0,100
062161-21042015,Autumn,6990,3,school,Work_days,0,1,0,100
064686-21042015,Autumn,6100,2,industry_facility,Work_days,0,1,0,100
066173-21042015,Autumn,6100,3,industry_facility,Work_days,0,1,0,100
066899-22042015,Autumn,6100,4,hospital,Work_days,0,2,0,100
068161-22042015,Autumn,4110,0,others,Work_days,0,1,0,100
068364-23042015,Autumn,6900,4,hospital,Work_days,0,1,0,100
068551-23042015,Autumn,6900,5,hospital,Work_days,0,1,0,100
069655-24042015,Autumn,6110,7,school,Work_days,0,1,0,100
069746-24042015,Autumn,6990,4,hotel,Work_days,0,1,0,100
069757-24042015,Autumn,6990,5,hotel,Work_days,0,1,0,100
069761-24042015,Autumn,6990,6,hotel,Work_days,0,1,0,100
069957-25042015,Autumn,6200,2,others,Week_ends,0,1,0,100
070019-25042015,Autumn,6990,3,apartment,Week_ends,0,1,0,100
070063-25042015,Autumn,6990,4,apartment,Week_ends,0,1,0,100
070072-25042015,Autumn,6990,5,apartment,Week_ends,0,1,0,100
070075-25042015,Autumn,6990,6,apartment,Week_ends,0,1,0,100
070077-25042015,Autumn,6990,7,apartment,Week_ends,0,1,0,100
070286-25042015,Autumn,2270,0,office,Week_ends,0,1,0,100
070347-25042015,Autumn,1100,0,industry_facility,Week_ends,0,3,0,100
070514-25042015,Autumn,7110,0,others,Week_ends,0,1,0,100
070942-25042015,Autumn,6900,1,restaurant,Week_ends,0,1,0,100
071020-26042015,Autumn,6900,2,office,Week_ends,0,1,0,100
071023-26042015,Autumn,6900,5,others,Week_ends,0,1,0,100
071034-26042015,Autumn,6990,4,others,Week_ends,0,1,0,100
071400-26042015,Autumn,6990,4,school,Week_ends,0,1,0,100
071453-26042015,Autumn,6900,3,office,Week_ends,0,1,0,100
071655-27042015,Autumn,2270,0,office,Work_days,0,1,0,100
073139-29042015,Autumn,6110,1,hospital,Work_days,0,1,0,100
073546-30042015,Autumn,1100,3,others,Work_days,0,1,0,100
074799-02052015,Autumn,6100,4,school,Week_ends,0,3,0,100
074845-02052015,Autumn,6100,5,school,Week_ends,0,1,0,100
074950-02052015,Autumn,6100,3,office,Week_ends,0,1,0,100
074969-02052015,Autumn,6900,3,rest_home,Week_ends,0,1,0,100
075184-03052015,Autumn,6100,2,house,Week_ends,0,1,0,100
075302-03052015,Autumn,6200,2,school,Week_ends,0,1,0,100
075321-03052015,Autumn,6100,3,public_facility,Week_ends,0,1,0,100
075343-03052015,Autumn,6100,6,school,Week_ends,0,1,0,100
075430-03052015,Autumn,6100,7,school,Week_ends,0,1,0,100
075545-03052015,Autumn,6100,8,school,Week_ends,0,1,0,100
075598-03052015,Autumn,6200,3,school,Week_ends,0,1,0,100
075621-03052015,Autumn,6200,4,school,Week_ends,0,1,0,100
075747-03052015,Autumn,6100,9,school,Week_ends,0,1,0,100
075864-03052015,Autumn,6900,6,school,Week_ends,0,1,0,100
075915-04052015,Autumn,6900,7,school,Work_days,0,1,0,100
076040-04052015,Autumn,6200,5,school,Work_days,0,1,0,100
076156-04052015,Autumn,6900,8,school,Work_days,0,1,0,100
076165-04052015,Autumn,6900,9,school,Work_days,0,1,0,100
076184-04052015,Autumn,6900,10,school,Work_days,0,1,0,100
085125-21052015,Autumn,6100,5,others,Work_days,0,1,0,100
086691-24052015,Autumn,1120,1,office,Week_ends,0,1,0,100
091073-02062015,Winter,6110,2,industry_facility,Work_days,0,1,0,100
091078-02062015,Winter,6110,3,industry_facility,Work_days,0,1,0,100
091080-02062015,Winter,6110,4,industry_facility,Work_days,0,1,0,100
093818-07062015,Winter,6990,3,apartment,Week_ends,0,2,0,100
097391-14062015,Winter,6110,2,hospital,Week_ends,0,1,0,100
097414-14062015,Winter,1170,0,industry_facility,Week_ends,0,1,0,100
099269-17062015,Winter,1100,4,others,Work_days,0,1,0,100
099327-17062015,Winter,6100,3,school,Work_days,0,2,0,100
099377-17062015,Winter,6100,4,school,Work_days,0,1,0,100
099456-18062015,Winter,6110,2,hospital,Work_days,0,1,0,100
102413-24062015,Winter,2270,0,office,Work_days,0,2,0,100
102479-24062015,Winter,6100,4,rest_home,Work_days,0,1,0,100
102967-25062015,Winter,1120,1,office,Work_days,0,1,0,100
103128-25062015,Winter,6120,1,others,Work_days,0,2,0,100
103806-27062015,Winter,6200,1,hotel,Week_ends,0,1,0,100
104326-28062015,Winter,1100,2,office,Week_ends,0,1,0,100
104901-29062015,Winter,6900,3,industry_facility,Work_days,0,1,0,100
106172-02072015,Winter,6900,4,shopping_mall,Work_days,0,1,0,100
113338-15072015,Winter,0,1,hospital,Work_days,0,1,0,100
115527-19072015,Winter,1120,0,shopping_mall,Week_ends,0,1,0,100
118734-26072015,Winter,6110,0,house,Week_ends,0,1,0,100
118948-26072015,Winter,6100,3,school,Week_ends,0,1,0,100
118984-26072015,Winter,6100,4,school,Week_ends,0,1,0,100
119029-26072015,Winter,6100,5,school,Week_ends,0,1,0,100
119465-27072015,Winter,6100,6,school,Work_days,0,1,0,100
120223-29072015,Winter,1100,2,industry_facility,Work_days,0,1,0,100
120719-30072015,Winter,1100,3,industry_facility,Work_days,0,1,0,100
120775-30072015,Winter,1100,4,industry_facility,Work_days,0,1,0,100
