incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,true_alarm,false_alarm,true_percentage,false_percentage
722592-06122012,Summer,6900,6,Night-time,others,0,1,0,100
722594-06122012,Summer,6100,2,Night-time,hospital,0,11,0,100
722656-06122012,Summer,6900,7,Cooking-time,others,0,1,0,100
722684-06122012,Summer,6900,8,Cooking-time,others,0,2,0,100
722735-06122012,Summer,6110,0,Cooking-time,office,0,36,0,100
722948-06122012,Summer,6100,1,Cooking-time,public_facility,0,29,0,100
722982-06122012,Summer,6990,3,Office Hours,apartment,0,5,0,100
723411-07122012,Summer,6200,0,Night-time,school,0,25,0,100
723431-07122012,Summer,1100,0,Night-time,school,0,31,0,100
723447-07122012,Summer,6900,1,Night-time,hospital,0,45,0,100
723574-07122012,Summer,6900,2,Cooking-time,hospital,0,19,0,100
723596-07122012,Summer,6200,0,Cooking-time,house,0,7,0,100
723610-07122012,Summer,7110,0,Office Hours,public_facility,0,7,0,100
723620-07122012,Summer,1120,0,Office Hours,industry_facility,0,3,0,100
723665-07122012,Summer,6100,0,Office Hours,tansport,0,34,0,100
723854-07122012,Summer,6900,1,Office Hours,public_facility,0,15,0,100
723857-07122012,Summer,6100,2,Office Hours,others,0,8,0,100
724112-08122012,Summer,6110,0,Night-time,hospital,0,15,0,100
724199-08122012,Summer,6200,1,Night-time,school,0,4,0,100
724300-08122012,Summer,1100,1,Cooking-time,others,0,27,0,100
724512-08122012,Summer,6200,1,Cooking-time,house,0,2,0,100
724558-08122012,Summer,1100,2,Cooking-time,others,0,8,0,100
724574-08122012,Summer,6100,2,Office Hours,hospital,0,10,0,100
724585-08122012,Summer,6100,0,Office Hours,house,0,15,0,100
724627-08122012,Summer,6100,1,Office Hours,apartment,0,31,0,100
724698-08122012,Summer,6110,0,Cooking-time,restaurant,0,2,0,100
724707-08122012,Summer,6200,1,Cooking-time,hospital,0,3,0,100
724713-08122012,Summer,6200,2,Cooking-time,hospital,0,1,0,100
724859-08122012,Summer,6900,1,Cooking-time,apartment,0,55,0,100
724864-08122012,Summer,1100,1,Cooking-time,school,0,14,0,100
725036-09122012,Summer,1100,2,Night-time,school,0,4,0,100
725056-09122012,Summer,6900,1,Night-time,rest_home,0,33,0,100
725068-09122012,Summer,6100,1,Night-time,industry_facility,0,3,0,100
725081-09122012,Summer,6900,0,Cooking-time,restaurant,0,20,0,100
725093-09122012,Summer,6100,1,Cooking-time,shopping_mall,0,22,0,100
725094-09122012,Summer,6100,2,Cooking-time,shopping_mall,0,5,0,100
725105-09122012,Summer,6900,1,Cooking-time,rest_home,0,36,0,100
725131-09122012,Summer,6100,2,Cooking-time,industry_facility,0,2,0,100
725168-09122012,Summer,6900,1,Office Hours,office,0,13,0,100
725547-09122012,Summer,1100,1,Cooking-time,shopping_mall,0,9,0,100
725669-09122012,Summer,6110,0,Night-time,hotel,0,12,0,100
725712-10122012,Summer,6990,1,Night-time,hospital,0,28,0,100
725796-10122012,Summer,6200,0,Night-time,office,0,17,0,100
725863-10122012,Summer,1100,0,Office Hours,hotel,0,8,0,100
725884-10122012,Summer,6900,1,Office Hours,shopping_mall,0,13,0,100
725904-10122012,Summer,6100,1,Office Hours,school,0,20,0,100
726210-10122012,Summer,6900,1,Cooking-time,public_facility,0,26,0,100
726281-11122012,Summer,1900,0,Night-time,apartment,0,11,0,100
726345-11122012,Summer,6990,0,Cooking-time,tansport,0,20,0,100
726361-11122012,Summer,6100,1,Cooking-time,restaurant,0,1,0,100
726616-11122012,Summer,1100,0,Office Hours,tansport,0,5,0,100
726937-12122012,Summer,6100,1,Night-time,tansport,0,6,0,100
726994-12122012,Summer,1100,0,Cooking-time,industry_facility,0,8,0,100
727281-12122012,Summer,6100,1,Office Hours,rest_home,0,13,0,100
727356-12122012,Summer,6100,1,Cooking-time,tansport,0,8,0,100
727489-12122012,Summer,6990,1,Night-time,public_facility,0,29,0,100
727547-13122012,Summer,6900,2,Night-time,others,0,23,0,100
727583-13122012,Summer,6100,1,Night-time,shopping_mall,0,18,0,100
727617-13122012,Summer,6110,1,Cooking-time,others,0,21,0,100
727797-13122012,Summer,6200,1,Cooking-time,school,0,10,0,100
727896-13122012,Summer,1100,0,Cooking-time,rest_home,0,16,0,100
728070-13122012,Summer,6100,2,Cooking-time,others,0,34,0,100
728283-14122012,Summer,6100,1,Night-time,school,0,24,0,100
728298-14122012,Summer,6100,1,Night-time,office,0,14,0,100
728325-14122012,Summer,1100,0,Night-time,tansport,0,9,0,100
728327-14122012,Summer,6990,3,Night-time,others,0,9,0,100
728334-14122012,Summer,6990,1,Cooking-time,rest_home,0,35,0,100
728351-14122012,Summer,6990,2,Cooking-time,rest_home,0,3,0,100
728429-14122012,Summer,6200,0,Cooking-time,tansport,0,9,0,100
728502-14122012,Summer,6900,1,Office Hours,apartment,0,29,0,100
728521-14122012,Summer,1120,0,Cooking-time,hospital,0,4,0,100
728595-14122012,Summer,6900,1,Cooking-time,shopping_mall,0,26,0,100
728643-14122012,Summer,6110,0,Office Hours,shopping_mall,0,5,0,100
728917-14122012,Summer,1100,0,Cooking-time,hospital,0,10,0,100
728957-14122012,Summer,6200,1,Night-time,hospital,0,4,0,100
729004-15122012,Summer,6200,2,Night-time,hospital,0,1,0,100
729061-15122012,Summer,6900,3,Night-time,others,0,9,0,100
729065-15122012,Summer,6200,0,Night-time,public_facility,0,30,0,100
729086-15122012,Summer,6200,1,Night-time,public_facility,0,5,0,100
729238-15122012,Summer,6110,1,Office Hours,others,0,6,0,100
729281-15122012,Summer,6200,1,Cooking-time,shopping_mall,0,10,0,100
729347-15122012,Summer,6200,1,Cooking-time,apartment,0,12,0,100
729367-15122012,Summer,6900,0,Office Hours,house,0,10,0,100
729448-15122012,Summer,6100,1,Office Hours,public_facility,0,17,0,100
729543-15122012,Summer,1100,1,Cooking-time,public_facility,0,10,0,100
729667-16122012,Summer,6900,2,Night-time,shopping_mall,0,4,0,100
729762-16122012,Summer,6900,3,Night-time,shopping_mall,0,2,0,100
729921-16122012,Summer,6100,1,Cooking-time,hotel,0,24,0,100
730174-16122012,Summer,6990,1,Office Hours,rest_home,0,7,0,100
730440-16122012,Summer,6990,2,Night-time,rest_home,0,7,0,100
730546-17122012,Summer,6900,1,Night-time,public_facility,0,20,0,100
730552-17122012,Summer,6990,3,Night-time,rest_home,0,1,0,100
730686-17122012,Summer,6110,0,Office Hours,industry_facility,0,10,0,100
730773-17122012,Summer,6110,1,Cooking-time,school,0,43,0,100
730988-17122012,Summer,1100,0,Cooking-time,office,0,38,0,100
731608-18122012,Summer,6990,1,Office Hours,public_facility,0,20,0,100
731965-19122012,Summer,6990,1,Night-time,rest_home,0,26,0,100
731999-19122012,Summer,6990,2,Cooking-time,hotel,0,10,0,100
732049-19122012,Summer,1100,2,Cooking-time,public_facility,0,1,0,100
732112-19122012,Summer,6110,2,Office Hours,others,0,2,0,100
732234-19122012,Summer,6100,2,Cooking-time,hospital,0,12,0,100
732385-19122012,Summer,6990,0,Office Hours,restaurant,0,5,0,100
732427-19122012,Summer,1100,3,Office Hours,public_facility,0,1,0,100
732434-19122012,Summer,1100,4,Office Hours,public_facility,0,1,0,100
732621-19122012,Summer,6100,3,Cooking-time,hospital,0,3,0,100
732681-19122012,Summer,6990,1,Night-time,house,0,2,0,100
732686-19122012,Summer,6900,0,Night-time,tansport,0,56,0,100
732716-19122012,Summer,6100,4,Night-time,hospital,0,3,0,100
732719-20122012,Summer,1100,1,Night-time,shopping_mall,0,7,0,100
732764-20122012,Summer,1100,5,Night-time,public_facility,0,1,0,100
732820-20122012,Summer,6110,2,Night-time,school,0,5,0,100
732873-20122012,Summer,6900,2,Cooking-time,school,0,19,0,100
732887-20122012,Summer,6110,0,Cooking-time,rest_home,0,6,0,100
732901-20122012,Summer,6100,1,Office Hours,industry_facility,0,3,0,100
733094-20122012,Summer,6110,3,Cooking-time,school,0,3,0,100
733273-20122012,Summer,6200,0,Office Hours,hospital,0,13,0,100
733556-20122012,Summer,1100,2,Night-time,others,0,6,0,100
733651-21122012,Summer,6110,4,Night-time,school,0,1,0,100
733666-21122012,Summer,6110,5,Night-time,school,0,1,0,100
733749-21122012,Summer,6110,6,Cooking-time,school,0,1,0,100
734218-21122012,Summer,6110,7,Cooking-time,school,0,1,0,100
734416-22122012,Summer,1100,3,Night-time,others,0,3,0,100
734547-22122012,Summer,6990,0,Office Hours,tansport,0,8,0,100
734741-22122012,Summer,6900,1,Office Hours,tansport,0,12,0,100
735050-22122012,Summer,6120,0,Cooking-time,industry_facility,0,3,0,100
735051-22122012,Summer,1170,0,Cooking-time,industry_facility,0,1,0,100
735165-23122012,Summer,6110,0,Night-time,office,0,9,0,100
735408-23122012,Summer,1120,0,Office Hours,others,0,6,0,100
735528-23122012,Summer,0,0,Cooking-time,apartment,0,2,0,100
735869-23122012,Summer,1120,1,Office Hours,others,0,1,0,100
736451-24122012,Summer,6990,1,Office Hours,hospital,0,27,0,100
737428-25122012,Summer,6100,2,Night-time,shopping_mall,0,2,0,100
737571-25122012,Summer,6990,1,Office Hours,office,0,28,0,100
737924-25122012,Summer,6110,0,Night-time,industry_facility,0,8,0,100
737925-25122012,Summer,6100,3,Night-time,shopping_mall,0,2,0,100
737928-26122012,Summer,6990,2,Night-time,office,0,5,0,100
738110-26122012,Summer,1100,2,Cooking-time,shopping_mall,0,4,0,100
738130-26122012,Summer,0,0,Cooking-time,house,0,1,0,100
738183-26122012,Summer,6100,1,Office Hours,tansport,0,5,0,100
738200-26122012,Summer,6100,4,Office Hours,shopping_mall,0,1,0,100
738381-27122012,Summer,1100,1,Night-time,office,0,7,0,100
738391-27122012,Summer,6100,5,Night-time,shopping_mall,0,1,0,100
738432-27122012,Summer,6100,6,Night-time,shopping_mall,0,1,0,100
738513-27122012,Summer,1900,0,Cooking-time,public_facility,0,3,0,100
738551-27122012,Summer,6110,2,Office Hours,school,0,8,0,100
738598-27122012,Summer,1900,1,Cooking-time,public_facility,0,1,0,100
738765-27122012,Summer,6100,7,Cooking-time,shopping_mall,0,1,0,100
738964-28122012,Summer,1900,2,Night-time,public_facility,0,1,0,100
738992-28122012,Summer,1100,1,Night-time,hotel,0,3,0,100
738994-28122012,Summer,6100,1,Night-time,public_facility,0,23,0,100
739340-28122012,Summer,6100,8,Office Hours,shopping_mall,0,1,0,100
739987-29122012,Summer,6200,1,Office Hours,office,0,2,0,100
740036-29122012,Summer,6900,2,Office Hours,school,0,8,0,100
740138-29122012,Summer,6900,3,Cooking-time,school,0,7,0,100
740438-30122012,Summer,6900,4,Office Hours,school,0,2,0,100
740593-30122012,Summer,6990,2,Office Hours,apartment,0,8,0,100
740864-30122012,Summer,6900,5,Cooking-time,school,0,1,0,100
741316-31122012,Summer,6110,0,Cooking-time,shopping_mall,0,7,0,100
742003-31122012,Summer,6900,1,Night-time,tansport,0,11,0,100
000232-01012013,Summer,6900,2,Night-time,public_facility,0,5,0,100
000241-01012013,Summer,6900,3,Night-time,public_facility,0,1,0,100
000644-01012013,Summer,6100,2,Office Hours,apartment,0,4,0,100
000717-01012013,Summer,1100,1,Office Hours,shopping_mall,0,3,0,100
000839-01012013,Summer,1100,1,Cooking-time,office,0,6,0,100
001693-03012013,Summer,1100,2,Night-time,hotel,0,2,0,100
001695-03012013,Summer,1120,0,Night-time,others,0,11,0,100
001774-03012013,Summer,6100,2,Cooking-time,public_facility,0,3,0,100
001792-03012013,Summer,1100,3,Cooking-time,hotel,0,2,0,100
001864-03012013,Summer,6990,1,Office Hours,hotel,0,26,0,100
002328-03012013,Summer,6100,1,Cooking-time,office,0,11,0,100
002491-04012013,Summer,1120,0,Night-time,hospital,0,1,0,100
002968-04012013,Summer,6900,1,Office Hours,industry_facility,0,4,0,100
003165-04012013,Summer,0,0,Night-time,others,0,5,0,100
003198-04012013,Summer,1120,1,Night-time,hospital,0,1,0,100
003323-05012013,Summer,6990,0,Night-time,restaurant,0,12,0,100
003327-05012013,Summer,6900,1,Night-time,house,0,6,0,100
003673-05012013,Summer,6990,1,Office Hours,restaurant,0,1,0,100
003703-05012013,Summer,6990,1,Office Hours,industry_facility,0,11,0,100
004254-06012013,Summer,6990,2,Night-time,apartment,0,4,0,100
004383-06012013,Summer,6990,2,Cooking-time,restaurant,0,1,0,100
004724-06012013,Summer,1100,0,Office Hours,rest_home,0,7,0,100
004839-06012013,Summer,1100,1,Cooking-time,rest_home,0,2,0,100
005232-07012013,Summer,1120,0,Office Hours,hospital,0,1,0,100
005557-07012013,Summer,6900,1,Office Hours,rest_home,0,19,0,100
005592-07012013,Summer,6900,2,Office Hours,rest_home,0,6,0,100
006020-08012013,Summer,6900,2,Night-time,school,0,9,0,100
006273-08012013,Summer,1120,0,Office Hours,shopping_mall,0,2,0,100
006728-08012013,Summer,6990,1,Cooking-time,house,0,7,0,100
006861-08012013,Summer,6900,3,Office Hours,school,0,1,0,100
007100-08012013,Summer,1100,1,Office Hours,school,0,6,0,100
007140-08012013,Summer,6900,3,Office Hours,rest_home,0,2,0,100
007210-08012013,Summer,6100,3,Office Hours,others,0,2,0,100
007523-08012013,Summer,1170,0,Cooking-time,others,0,1,0,100
008002-09012013,Summer,6100,1,Night-time,hotel,0,16,0,100
008018-09012013,Summer,6900,4,Night-time,school,0,1,0,100
008033-09012013,Summer,6990,2,Night-time,shopping_mall,0,10,0,100
008147-09012013,Summer,6990,3,Cooking-time,shopping_mall,0,7,0,100
008240-09012013,Summer,6200,1,Office Hours,apartment,0,8,0,100
008296-09012013,Summer,1900,0,Office Hours,others,0,6,0,100
008337-09012013,Summer,6900,4,Cooking-time,rest_home,0,1,0,100
008703-09012013,Summer,6110,1,Cooking-time,public_facility,0,4,0,100
008706-09012013,Summer,6900,5,Cooking-time,rest_home,0,2,0,100
008835-09012013,Summer,6900,6,Cooking-time,rest_home,0,1,0,100
009098-10012013,Summer,6900,2,Night-time,house,0,1,0,100
009128-10012013,Summer,6990,2,Night-time,school,0,5,0,100
009741-10012013,Summer,1900,1,Cooking-time,others,0,4,0,100
010127-11012013,Summer,6900,1,Night-time,hotel,0,19,0,100
010179-11012013,Summer,6990,3,Cooking-time,others,0,15,0,100
010205-11012013,Summer,6200,1,Cooking-time,public_facility,0,8,0,100
010298-11012013,Summer,6110,0,Cooking-time,house,0,3,0,100
010585-11012013,Summer,6110,1,Cooking-time,house,0,1,0,100
010836-11012013,Summer,6100,2,Office Hours,rest_home,0,2,0,100
010988-11012013,Summer,1900,2,Cooking-time,others,0,2,0,100
011268-12012013,Summer,6100,3,Night-time,hospital,0,3,0,100
011551-12012013,Summer,6200,0,Office Hours,industry_facility,0,5,0,100
011611-12012013,Summer,6990,2,Cooking-time,office,0,6,0,100
012576-13012013,Summer,1100,1,Night-time,apartment,0,5,0,100
013636-13012013,Summer,1100,4,Night-time,hotel,0,1,0,100
013696-14012013,Summer,1100,5,Night-time,hotel,0,1,0,100
013764-14012013,Summer,1100,6,Cooking-time,hotel,0,1,0,100
013782-14012013,Summer,1100,7,Cooking-time,hotel,0,1,0,100
013877-14012013,Summer,6990,2,Office Hours,public_facility,0,4,0,100
014529-15012013,Summer,6110,2,Cooking-time,school,0,12,0,100
014862-15012013,Summer,1200,0,Cooking-time,others,0,3,0,100
015038-16012013,Summer,6100,0,Night-time,house,0,16,0,100
015107-16012013,Summer,1100,1,Night-time,house,0,2,0,100
015108-16012013,Summer,6100,1,Night-time,house,0,3,0,100
015121-16012013,Summer,6990,3,Cooking-time,hotel,0,5,0,100
015150-16012013,Summer,6990,4,Cooking-time,hotel,0,3,0,100
015159-16012013,Summer,6900,1,Cooking-time,tansport,0,10,0,100
015166-16012013,Summer,6900,2,Cooking-time,tansport,0,3,0,100
015208-16012013,Summer,6120,0,Office Hours,others,0,6,0,100
015210-16012013,Summer,1170,0,Office Hours,industry_facility,0,1,0,100
015529-16012013,Summer,6110,1,Cooking-time,hotel,0,2,0,100
015561-16012013,Summer,1120,0,Cooking-time,hotel,0,3,0,100
015614-16012013,Summer,6110,0,Night-time,rest_home,0,8,0,100
015757-17012013,Summer,6900,2,Night-time,apartment,0,3,0,100
015775-17012013,Summer,6900,3,Night-time,apartment,0,1,0,100
016736-18012013,Summer,6990,2,Office Hours,shopping_mall,0,6,0,100
017085-18012013,Summer,6110,1,Cooking-time,apartment,0,6,0,100
017237-18012013,Summer,1100,1,Cooking-time,hotel,0,3,0,100
017402-18012013,Summer,6100,3,Cooking-time,apartment,0,1,0,100
017474-18012013,Summer,6110,4,Cooking-time,apartment,0,1,0,100
017857-18012013,Summer,6100,1,Office Hours,office,0,6,0,100
018775-18012013,Summer,6990,2,Night-time,public_facility,0,3,0,100
018993-19012013,Summer,6990,3,Night-time,shopping_mall,0,6,0,100
019108-19012013,Summer,6200,1,Cooking-time,tansport,0,1,0,100
019579-19012013,Summer,1120,1,Cooking-time,others,0,2,0,100
019932-20012013,Summer,1120,0,Office Hours,apartment,0,1,0,100
020161-20012013,Summer,1200,0,Cooking-time,public_facility,0,1,0,100
020162-20012013,Summer,1900,0,Cooking-time,apartment,0,3,0,100
020266-21012013,Summer,6100,2,Night-time,school,0,5,0,100
020543-21012013,Summer,6200,1,Cooking-time,office,0,5,0,100
021195-22012013,Summer,1900,0,Cooking-time,shopping_mall,0,1,0,100
021779-22012013,Summer,6110,1,Cooking-time,office,0,3,0,100
021862-23012013,Summer,0,0,Night-time,rest_home,0,2,0,100
021875-23012013,Summer,1100,1,Night-time,industry_facility,0,1,0,100
021967-23012013,Summer,6900,1,Cooking-time,restaurant,0,3,0,100
022118-23012013,Summer,6900,2,Cooking-time,apartment,0,7,0,100
022154-23012013,Summer,6990,1,Cooking-time,industry_facility,0,16,0,100
022182-23012013,Summer,6100,0,Cooking-time,restaurant,0,9,0,100
022769-24012013,Summer,6900,0,Office Hours,restaurant,0,5,0,100
022981-24012013,Summer,1100,1,Office Hours,others,0,8,0,100
023276-25012013,Summer,6990,2,Night-time,hospital,0,5,0,100
023637-25012013,Summer,6200,2,Cooking-time,school,0,2,0,100
023776-25012013,Summer,0,0,Office Hours,house,0,1,0,100
024115-26012013,Summer,1900,0,Night-time,others,0,12,0,100
024326-26012013,Summer,6900,3,Cooking-time,apartment,0,1,0,100
024385-26012013,Summer,6900,4,Office Hours,apartment,0,1,0,100
024499-26012013,Summer,6200,0,Cooking-time,industry_facility,0,5,0,100
024515-26012013,Summer,6900,5,Cooking-time,apartment,0,1,0,100
025864-27012013,Summer,1100,1,Office Hours,hotel,0,1,0,100
025990-27012013,Summer,6990,4,Cooking-time,others,0,3,0,100
026116-27012013,Summer,6900,2,Night-time,hotel,0,3,0,100
026282-28012013,Summer,6990,5,Night-time,others,0,1,0,100
026452-28012013,Summer,6200,1,Cooking-time,rest_home,0,1,0,100
026475-28012013,Summer,6990,6,Cooking-time,others,0,1,0,100
026598-28012013,Summer,6990,7,Cooking-time,others,0,1,0,100
026631-28012013,Summer,1100,2,Office Hours,hotel,0,1,0,100
026632-28012013,Summer,6200,1,Office Hours,school,0,2,0,100
026649-28012013,Summer,6200,2,Office Hours,school,0,2,0,100
026751-28012013,Summer,1100,2,Office Hours,apartment,0,2,0,100
026828-28012013,Summer,1100,3,Cooking-time,apartment,0,1,0,100
026854-28012013,Summer,1100,4,Cooking-time,apartment,0,1,0,100
026908-28012013,Summer,1100,1,Cooking-time,apartment,0,6,0,100
026928-28012013,Summer,6110,3,Cooking-time,others,0,4,0,100
026943-28012013,Summer,1100,5,Cooking-time,apartment,0,1,0,100
027034-28012013,Summer,1100,0,Night-time,hospital,0,5,0,100
027075-28012013,Summer,6110,4,Night-time,others,0,1,0,100
027209-29012013,Summer,6990,8,Night-time,others,0,1,0,100
027216-29012013,Summer,6990,9,Night-time,others,0,1,0,100
027259-29012013,Summer,1100,0,Night-time,industry_facility,0,7,0,100
027269-29012013,Summer,6200,1,Night-time,rest_home,0,4,0,100
027306-29012013,Summer,1100,2,Night-time,shopping_mall,0,1,0,100
027344-29012013,Summer,6100,3,Night-time,school,0,2,0,100
027349-29012013,Summer,6110,5,Night-time,others,0,1,0,100
027365-29012013,Summer,1100,1,Night-time,hospital,0,3,0,100
027385-29012013,Summer,6110,1,Night-time,rest_home,0,4,0,100
027414-29012013,Summer,6110,6,Night-time,others,0,1,0,100
027432-29012013,Summer,6900,2,Cooking-time,house,0,1,0,100
027435-29012013,Summer,1100,3,Cooking-time,shopping_mall,0,2,0,100
027507-29012013,Summer,6900,3,Cooking-time,house,0,1,0,100
027623-29012013,Summer,6900,3,Office Hours,hospital,0,2,0,100
027643-29012013,Summer,6900,1,Office Hours,hospital,0,22,0,100
027672-29012013,Summer,6110,0,Office Hours,rest_home,0,4,0,100
027804-29012013,Summer,6200,2,Cooking-time,hotel,0,2,0,100
027807-29012013,Summer,6100,4,Cooking-time,school,0,4,0,100
027903-29012013,Summer,6990,2,Office Hours,hospital,0,6,0,100
027973-29012013,Summer,6990,3,Cooking-time,hospital,0,4,0,100
028056-29012013,Summer,6900,1,Night-time,restaurant,0,1,0,100
028066-29012013,Summer,6900,2,Night-time,restaurant,0,1,0,100
028078-30012013,Summer,6200,1,Night-time,shopping_mall,0,5,0,100
028093-30012013,Summer,6200,2,Night-time,shopping_mall,0,4,0,100
028454-30012013,Summer,6120,0,Cooking-time,others,0,2,0,100
028508-30012013,Summer,6100,1,Cooking-time,industry_facility,0,4,0,100
028617-31012013,Summer,6110,1,Night-time,apartment,0,5,0,100
028645-31012013,Summer,0,0,Night-time,school,0,1,0,100
028817-31012013,Summer,6990,3,Cooking-time,apartment,0,3,0,100
029129-31012013,Summer,0,0,Cooking-time,others,0,6,0,100
029158-31012013,Summer,6990,0,Cooking-time,restaurant,0,7,0,100
029351-01022013,Summer,6900,2,Cooking-time,office,0,4,0,100
029376-01022013,Summer,6900,3,Cooking-time,office,0,1,0,100
029991-02022013,Summer,6110,2,Night-time,others,0,2,0,100
030071-02022013,Summer,6110,4,Office Hours,others,0,1,0,100
030238-02022013,Summer,6990,4,Office Hours,apartment,0,2,0,100
030247-02022013,Summer,6990,5,Office Hours,apartment,0,1,0,100
030268-02022013,Summer,0,0,Office Hours,apartment,0,1,0,100
030360-02022013,Summer,6990,6,Cooking-time,apartment,0,1,0,100
030400-02022013,Summer,6100,0,Night-time,restaurant,0,4,0,100
030431-02022013,Summer,6990,7,Night-time,apartment,0,1,0,100
030460-03022013,Summer,6990,8,Night-time,apartment,0,1,0,100
030538-03022013,Summer,6200,1,Night-time,office,0,3,0,100
030596-03022013,Summer,6900,2,Office Hours,industry_facility,0,2,0,100
030606-03022013,Summer,1100,1,Office Hours,public_facility,0,3,0,100
031492-05022013,Summer,6990,2,Cooking-time,shopping_mall,0,11,0,100
031954-06022013,Summer,1100,1,Night-time,school,0,8,0,100
032143-06022013,Summer,6110,0,Cooking-time,industry_facility,0,12,0,100
032213-06022013,Summer,1100,1,Cooking-time,tansport,0,2,0,100
032291-06022013,Summer,6110,1,Office Hours,hospital,0,1,0,100
032627-07022013,Summer,6990,2,Office Hours,rest_home,0,1,0,100
032656-07022013,Summer,1100,1,Office Hours,office,0,2,0,100
033485-08022013,Summer,1100,0,Office Hours,hospital,0,3,0,100
034632-10022013,Summer,6200,1,Office Hours,hotel,0,1,0,100
035065-10022013,Summer,6900,2,Night-time,rest_home,0,3,0,100
035162-11022013,Summer,6110,1,Cooking-time,hospital,0,3,0,100
035253-11022013,Summer,6100,1,Office Hours,hotel,0,10,0,100
035262-11022013,Summer,6200,3,Office Hours,hotel,0,1,0,100
035613-12022013,Summer,6100,3,Night-time,industry_facility,0,1,0,100
035964-12022013,Summer,6110,0,Office Hours,restaurant,0,1,0,100
036294-13022013,Summer,6100,2,Cooking-time,school,0,10,0,100
036360-13022013,Summer,6110,1,Office Hours,office,0,3,0,100
036668-13022013,Summer,6110,2,Cooking-time,others,0,1,0,100
036721-14022013,Summer,6200,1,Night-time,apartment,0,5,0,100
036749-14022013,Summer,6200,2,Night-time,office,0,1,0,100
036849-14022013,Summer,1120,0,Cooking-time,industry_facility,0,5,0,100
037581-15022013,Summer,6100,2,Cooking-time,apartment,0,6,0,100
037798-16022013,Summer,1100,0,Cooking-time,house,0,4,0,100
038318-17022013,Summer,1100,1,Night-time,rest_home,0,1,0,100
038552-17022013,Summer,6990,3,Office Hours,shopping_mall,0,1,0,100
038900-18022013,Summer,6990,4,Office Hours,shopping_mall,0,2,0,100
039334-19022013,Summer,6100,3,Cooking-time,others,0,9,0,100
039342-19022013,Summer,6100,2,Cooking-time,hotel,0,4,0,100
039418-19022013,Summer,6100,2,Office Hours,tansport,0,1,0,100
040419-21022013,Summer,6100,2,Night-time,office,0,2,0,100
040800-21022013,Summer,6900,2,Office Hours,tansport,0,1,0,100
040834-21022013,Summer,6900,3,Office Hours,tansport,0,1,0,100
040956-21022013,Summer,6900,4,Cooking-time,tansport,0,1,0,100
041081-22022013,Summer,6900,5,Night-time,tansport,0,1,0,100
041085-22022013,Summer,6900,6,Night-time,tansport,0,1,0,100
041247-22022013,Summer,6990,1,Office Hours,house,0,4,0,100
041680-22022013,Summer,6900,7,Cooking-time,tansport,0,1,0,100
042006-23022013,Summer,6900,2,Cooking-time,rest_home,0,7,0,100
042346-23022013,Summer,6900,3,Office Hours,others,0,3,0,100
042393-23022013,Summer,6900,4,Office Hours,rest_home,0,1,0,100
042407-23022013,Summer,6200,0,Office Hours,house,0,4,0,100
042480-23022013,Summer,6100,2,Office Hours,school,0,2,0,100
042535-23022013,Summer,6100,3,Cooking-time,school,0,4,0,100
042553-23022013,Summer,6900,2,Cooking-time,industry_facility,0,2,0,100
042696-23022013,Summer,6200,2,Cooking-time,public_facility,0,2,0,100
043175-24022013,Summer,6200,1,Night-time,others,0,13,0,100
043395-24022013,Summer,6900,3,Night-time,school,0,3,0,100
043437-24022013,Summer,1100,0,Cooking-time,restaurant,0,3,0,100
043640-24022013,Summer,6110,3,Office Hours,school,0,2,0,100
043696-24022013,Summer,6110,4,Cooking-time,others,0,1,0,100
043791-24022013,Summer,1100,1,Cooking-time,hospital,0,3,0,100
043869-24022013,Summer,6100,3,Office Hours,hospital,0,1,0,100
043898-24022013,Summer,6110,5,Office Hours,school,0,1,0,100
043946-24022013,Summer,6100,3,Office Hours,apartment,0,1,0,100
044057-24022013,Summer,6900,2,Cooking-time,restaurant,0,1,0,100
044087-24022013,Summer,6900,3,Cooking-time,restaurant,0,1,0,100
044171-25022013,Summer,6110,6,Night-time,school,0,1,0,100
044191-25022013,Summer,1900,1,Night-time,others,0,4,0,100
044405-25022013,Summer,6900,3,Office Hours,hotel,0,1,0,100
044441-25022013,Summer,6100,4,Cooking-time,hospital,0,1,0,100
044456-25022013,Summer,6100,5,Cooking-time,hospital,0,2,0,100
044498-25022013,Summer,6290,0,Cooking-time,school,0,1,0,100
044773-25022013,Summer,6100,2,Cooking-time,rest_home,0,4,0,100
044944-26022013,Summer,6900,2,Cooking-time,shopping_mall,0,5,0,100
045354-26022013,Summer,6100,2,Night-time,public_facility,0,2,0,100
045430-27022013,Summer,6100,3,Night-time,public_facility,0,1,0,100
045604-27022013,Summer,0,0,Office Hours,others,0,5,0,100
046048-28022013,Summer,6110,3,Night-time,school,0,1,0,100
046241-28022013,Summer,6900,3,Cooking-time,hospital,0,2,0,100
046298-28022013,Summer,6990,2,Office Hours,office,0,5,0,100
046402-28022013,Summer,6900,4,Cooking-time,hospital,0,1,0,100
046419-28022013,Summer,6990,3,Cooking-time,office,0,4,0,100
046479-01032013,Autumn,6900,1,Night-time,rest_home,0,24,0,100
046503-01032013,Autumn,6900,2,Night-time,others,0,18,0,100
046518-01032013,Autumn,6990,0,Night-time,school,0,112,0,100
046535-01032013,Autumn,6100,2,Night-time,school,0,8,0,100
046546-01032013,Autumn,6200,0,Night-time,rest_home,0,29,0,100
