incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,true_alarm,false_alarm,true_percentage,false_percentage
031535-15022014,Summer,0,0,Cooking-time,shopping_mall,0,1,0,100
032433-17022014,Summer,6900,3,Night-time,office,0,1,0,100
032701-17022014,Summer,7110,1,Office Hours,public_facility,0,2,0,100
033050-18022014,Summer,1900,0,Office Hours,apartment,0,1,0,100
033514-19022014,Summer,6900,4,Night-time,others,0,3,0,100
033552-19022014,Summer,1100,2,Cooking-time,apartment,0,1,0,100
033579-19022014,Summer,6900,5,Cooking-time,others,0,1,0,100
034045-19022014,Summer,6900,6,Cooking-time,others,0,1,0,100
034196-20022014,Summer,6900,7,Night-time,others,0,1,0,100
034206-20022014,Summer,6110,0,Night-time,house,0,1,0,100
034641-20022014,Summer,6900,9,Night-time,others,0,1,0,100
034747-21022014,Summer,6100,2,Night-time,tansport,0,1,0,100
035151-21022014,Summer,6900,10,Cooking-time,others,0,1,0,100
035310-22022014,Summer,1100,2,Night-time,hospital,0,1,0,100
036305-24022014,Summer,1120,1,Cooking-time,office,0,1,0,100
036693-24022014,Summer,1120,1,Cooking-time,apartment,0,1,0,100
037069-25022014,Summer,6110,1,Office Hours,public_facility,0,3,0,100
037114-25022014,Summer,2270,0,Office Hours,others,0,1,0,100
037290-26022014,Summer,6210,0,Night-time,office,0,1,0,100
037864-27022014,Summer,0,0,Night-time,public_facility,0,1,0,100
038064-27022014,Summer,7110,0,Cooking-time,others,0,1,0,100
038323-27022014,Summer,7110,1,Cooking-time,others,0,1,0,100
038631-28022014,Summer,6200,2,Office Hours,others,0,1,0,100
038821-28022014,Summer,6200,3,Cooking-time,others,0,1,0,100
040190-03032014,Autumn,6210,1,Office Hours,office,0,1,0,100
040676-04032014,Autumn,6990,5,Office Hours,others,0,1,0,100
040684-04032014,Autumn,6110,0,Office Hours,shopping_mall,0,7,0,100
040715-04032014,Autumn,1120,0,Cooking-time,office,0,4,0,100
040727-04032014,Autumn,6990,6,Cooking-time,others,0,1,0,100
040814-04032014,Autumn,6110,1,Office Hours,shopping_mall,0,1,0,100
041218-05032014,Autumn,6900,3,Office Hours,school,0,2,0,100
041331-05032014,Autumn,6900,4,Office Hours,school,0,1,0,100
041396-05032014,Autumn,1100,0,Office Hours,industry_facility,0,4,0,100
041594-05032014,Autumn,6900,4,Cooking-time,others,0,5,0,100
041600-05032014,Autumn,6900,5,Cooking-time,others,0,3,0,100
041695-06032014,Autumn,6900,6,Night-time,others,0,1,0,100
041803-06032014,Autumn,0,0,Cooking-time,school,0,1,0,100
042555-07032014,Autumn,6900,2,Office Hours,office,0,2,0,100
043487-09032014,Autumn,1120,0,Night-time,apartment,0,1,0,100
043624-09032014,Autumn,0,0,Office Hours,public_facility,0,1,0,100
045242-12032014,Autumn,6990,3,Cooking-time,tansport,0,1,0,100
045647-13032014,Autumn,6200,2,Night-time,apartment,0,1,0,100
046132-14032014,Autumn,6100,2,Night-time,rest_home,0,6,0,100
046168-14032014,Autumn,6100,3,Night-time,rest_home,0,2,0,100
046229-14032014,Autumn,6100,4,Office Hours,rest_home,0,1,0,100
048329-17032014,Autumn,1200,0,Night-time,others,0,5,0,100
048676-17032014,Autumn,0,0,Cooking-time,rest_home,0,2,0,100
049093-18032014,Autumn,6120,0,Office Hours,others,0,2,0,100
049238-18032014,Autumn,6120,0,Cooking-time,industry_facility,0,2,0,100
049911-19032014,Autumn,6200,3,Night-time,shopping_mall,0,1,0,100
051667-23032014,Autumn,6200,1,Night-time,public_facility,0,1,0,100
052476-24032014,Autumn,6100,1,Cooking-time,house,0,2,0,100
052943-25032014,Autumn,6990,3,Cooking-time,apartment,0,3,0,100
052991-25032014,Autumn,6900,1,Office Hours,restaurant,0,2,0,100
053013-25032014,Autumn,1900,0,Office Hours,public_facility,0,1,0,100
053606-26032014,Autumn,6900,1,Cooking-time,house,0,3,0,100
053661-26032014,Autumn,6990,3,Cooking-time,house,0,1,0,100
053850-26032014,Autumn,6100,3,Cooking-time,hotel,0,1,0,100
053866-26032014,Autumn,6900,3,Cooking-time,rest_home,0,3,0,100
054532-28032014,Autumn,6990,3,Night-time,public_facility,0,1,0,100
054540-28032014,Autumn,6900,2,Night-time,public_facility,0,3,0,100
054816-28032014,Autumn,6990,2,Office Hours,rest_home,0,1,0,100
056109-30032014,Autumn,6120,0,Night-time,industry_facility,0,1,0,100
056136-31032014,Autumn,1900,0,Night-time,apartment,0,3,0,100
056340-31032014,Autumn,6900,2,Office Hours,industry_facility,0,1,0,100
057040-01042014,Autumn,1100,0,Cooking-time,restaurant,0,3,0,100
058200-03042014,Autumn,6900,3,Cooking-time,hospital,0,1,0,100
058311-04042014,Autumn,6990,2,Night-time,rest_home,0,4,0,100
059197-05042014,Autumn,6900,3,Office Hours,hospital,0,1,0,100
059234-05042014,Autumn,1900,0,Cooking-time,apartment,0,3,0,100
060059-07042014,Autumn,6990,3,Cooking-time,hospital,0,7,0,100
060118-07042014,Autumn,1200,0,Cooking-time,others,0,3,0,100
060698-08042014,Autumn,6990,5,Cooking-time,hospital,0,1,0,100
060817-09042014,Autumn,6900,2,Night-time,rest_home,0,2,0,100
061986-11042014,Autumn,6900,1,Office Hours,office,0,7,0,100
062324-12042014,Autumn,6200,1,Night-time,industry_facility,0,1,0,100
062374-12042014,Autumn,1100,1,Night-time,office,0,1,0,100
062375-12042014,Autumn,1110,0,Night-time,others,0,1,0,100
062557-12042014,Autumn,1100,2,Cooking-time,office,0,1,0,100
062782-12042014,Autumn,6110,2,Cooking-time,others,0,2,0,100
062897-13042014,Autumn,1120,0,Night-time,shopping_mall,0,1,0,100
062959-13042014,Autumn,6110,1,Night-time,public_facility,0,2,0,100
063375-14042014,Autumn,6900,3,Night-time,apartment,0,2,0,100
063942-15042014,Autumn,6900,5,Office Hours,apartment,0,1,0,100
064471-16042014,Autumn,6100,2,Office Hours,public_facility,0,1,0,100
064479-16042014,Autumn,6100,3,Office Hours,public_facility,0,1,0,100
064669-16042014,Autumn,6100,4,Cooking-time,public_facility,0,1,0,100
065773-18042014,Autumn,1100,1,Cooking-time,office,0,2,0,100
066262-19042014,Autumn,1100,2,Office Hours,office,0,1,0,100
066263-19042014,Autumn,6100,2,Office Hours,office,0,1,0,100
067061-21042014,Autumn,6200,2,Night-time,others,0,2,0,100
067569-22042014,Autumn,6200,3,Night-time,others,0,2,0,100
067583-22042014,Autumn,6200,4,Night-time,others,0,1,0,100
068080-23042014,Autumn,6200,5,Night-time,others,0,1,0,100
068121-23042014,Autumn,6990,2,Night-time,apartment,0,4,0,100
068436-23042014,Autumn,6100,1,Office Hours,house,0,4,0,100
068559-23042014,Autumn,1900,1,Cooking-time,apartment,0,1,0,100
068813-24042014,Autumn,6900,2,Office Hours,tansport,0,3,0,100
068825-24042014,Autumn,6900,3,Office Hours,tansport,0,1,0,100
071650-29042014,Autumn,0,0,Cooking-time,shopping_mall,0,1,0,100
072319-01052014,Autumn,6900,2,Cooking-time,shopping_mall,0,3,0,100
072890-02052014,Autumn,1100,1,Office Hours,public_facility,0,1,0,100
073867-04052014,Autumn,1100,2,Night-time,shopping_mall,0,3,0,100
073908-04052014,Autumn,1100,3,Night-time,shopping_mall,0,1,0,100
074339-05052014,Autumn,1100,4,Night-time,shopping_mall,0,1,0,100
074369-05052014,Autumn,1100,5,Night-time,shopping_mall,0,1,0,100
074415-05052014,Autumn,6900,3,Cooking-time,public_facility,0,2,0,100
074475-05052014,Autumn,6200,2,Cooking-time,rest_home,0,1,0,100
074689-05052014,Autumn,1100,6,Office Hours,shopping_mall,0,1,0,100
074737-05052014,Autumn,1100,2,Office Hours,others,0,2,0,100
074858-05052014,Autumn,6900,4,Cooking-time,public_facility,0,3,0,100
074953-06052014,Autumn,6200,3,Night-time,rest_home,0,1,0,100
074962-06052014,Autumn,1100,7,Night-time,shopping_mall,0,1,0,100
074972-06052014,Autumn,6900,5,Night-time,public_facility,0,1,0,100
074985-06052014,Autumn,6110,2,Night-time,office,0,3,0,100
074995-06052014,Autumn,6900,6,Cooking-time,public_facility,0,1,0,100
075007-06052014,Autumn,6900,7,Cooking-time,public_facility,0,1,0,100
075421-06052014,Autumn,1100,8,Night-time,shopping_mall,0,1,0,100
075447-07052014,Autumn,1100,9,Night-time,shopping_mall,0,1,0,100
075454-07052014,Autumn,1100,10,Night-time,shopping_mall,0,1,0,100
075565-07052014,Autumn,1100,11,Office Hours,shopping_mall,0,1,0,100
075843-07052014,Autumn,6100,3,Cooking-time,rest_home,0,1,0,100
075959-08052014,Autumn,6200,1,Night-time,rest_home,0,4,0,100
077354-10052014,Autumn,1100,1,Office Hours,hotel,0,1,0,100
078215-12052014,Autumn,1900,0,Cooking-time,public_facility,0,1,0,100
078271-12052014,Autumn,1100,1,Office Hours,apartment,0,1,0,100
078463-12052014,Autumn,1100,2,Cooking-time,hotel,0,1,0,100
079023-14052014,Autumn,6100,1,Night-time,industry_facility,0,2,0,100
079640-15052014,Autumn,1100,2,Night-time,apartment,0,1,0,100
080142-16052014,Autumn,1100,3,Night-time,apartment,0,1,0,100
080190-16052014,Autumn,1100,4,Night-time,apartment,0,1,0,100
080799-16052014,Autumn,6200,2,Cooking-time,others,0,3,0,100
080865-16052014,Autumn,6900,3,Night-time,shopping_mall,0,1,0,100
080909-17052014,Autumn,1100,5,Night-time,apartment,0,1,0,100
080964-17052014,Autumn,1100,6,Night-time,apartment,0,1,0,100
080982-17052014,Autumn,1100,7,Night-time,apartment,0,1,0,100
080995-17052014,Autumn,1100,8,Night-time,apartment,0,1,0,100
081668-18052014,Autumn,1100,3,Night-time,others,0,1,0,100
081789-18052014,Autumn,6900,2,Office Hours,shopping_mall,0,1,0,100
081962-18052014,Autumn,6100,1,Office Hours,industry_facility,0,2,0,100
083056-20052014,Autumn,6990,2,Cooking-time,industry_facility,0,2,0,100
085187-24052014,Autumn,6110,2,Night-time,others,0,2,0,100
085232-24052014,Autumn,6110,0,Cooking-time,shopping_mall,0,6,0,100
085289-24052014,Autumn,6990,3,Cooking-time,school,0,1,0,100
086982-27052014,Autumn,6200,2,Night-time,office,0,1,0,100
089083-30052014,Autumn,1120,0,Cooking-time,apartment,0,1,0,100
090425-02062014,Winter,1200,0,Office Hours,hotel,0,1,0,100
090656-03062014,Winter,6200,1,Night-time,public_facility,0,2,0,100
091584-05062014,Winter,6900,1,Night-time,restaurant,0,1,0,100
091681-05062014,Winter,6900,2,Cooking-time,restaurant,0,1,0,100
094623-11062014,Winter,6900,3,Office Hours,others,0,2,0,100
096918-16062014,Winter,6100,3,Cooking-time,apartment,0,1,0,100
097805-18062014,Winter,6900,1,Office Hours,industry_facility,0,2,0,100
097958-18062014,Winter,1120,0,Office Hours,industry_facility,0,1,0,100
098222-19062014,Winter,6200,1,Night-time,school,0,1,0,100
098362-19062014,Winter,6110,0,Office Hours,house,0,2,0,100
099236-21062014,Winter,1100,2,Night-time,shopping_mall,0,2,0,100
099374-21062014,Winter,1100,3,Office Hours,shopping_mall,0,1,0,100
100168-22062014,Winter,6900,4,Cooking-time,others,0,2,0,100
100518-23062014,Winter,6900,5,Cooking-time,others,0,2,0,100
100540-23062014,Winter,6100,2,Office Hours,school,0,5,0,100
100675-23062014,Winter,6900,6,Cooking-time,others,0,1,0,100
100733-24062014,Winter,6900,7,Night-time,others,0,2,0,100
101062-24062014,Winter,6110,2,Office Hours,office,0,1,0,100
101594-25062014,Winter,1170,0,Office Hours,others,0,1,0,100
101615-25062014,Winter,6200,1,Cooking-time,public_facility,0,4,0,100
103228-28062014,Winter,1100,3,Night-time,shopping_mall,0,1,0,100
103256-28062014,Winter,1100,4,Night-time,shopping_mall,0,1,0,100
104696-30062014,Winter,6200,2,Cooking-time,public_facility,0,1,0,100
105109-01072014,Winter,6990,4,Night-time,others,0,5,0,100
105123-01072014,Winter,6990,3,Night-time,house,0,1,0,100
105125-01072014,Winter,6990,5,Night-time,others,0,2,0,100
105216-01072014,Winter,2270,0,Cooking-time,others,0,2,0,100
105257-01072014,Winter,6200,3,Office Hours,public_facility,0,1,0,100
105590-01072014,Winter,6990,7,Night-time,others,0,1,0,100
106394-03072014,Winter,6100,3,Office Hours,public_facility,0,2,0,100
106620-03072014,Winter,6100,2,Office Hours,shopping_mall,0,2,0,100
106731-03072014,Winter,6100,4,Cooking-time,public_facility,0,1,0,100
106978-04072014,Winter,6900,2,Cooking-time,public_facility,0,2,0,100
107009-04072014,Winter,6200,1,Office Hours,rest_home,0,3,0,100
108087-05072014,Winter,6200,1,Cooking-time,house,0,3,0,100
108425-06072014,Winter,6990,3,Cooking-time,public_facility,0,1,0,100
108550-06072014,Winter,6990,4,Office Hours,public_facility,0,1,0,100
109150-07072014,Winter,6900,4,Office Hours,apartment,0,1,0,100
109317-08072014,Winter,6900,2,Night-time,public_facility,0,1,0,100
109363-08072014,Winter,6100,1,Night-time,house,0,3,0,100
109373-08072014,Winter,6900,6,Cooking-time,apartment,0,1,0,100
109503-08072014,Winter,6900,7,Cooking-time,apartment,0,1,0,100
109629-08072014,Winter,6900,8,Office Hours,apartment,0,1,0,100
109898-09072014,Winter,6990,3,Night-time,hotel,0,1,0,100
110903-10072014,Winter,1120,0,Office Hours,hotel,0,1,0,100
111973-11072014,Winter,6990,3,Night-time,shopping_mall,0,2,0,100
114401-15072014,Winter,6900,4,Cooking-time,school,0,1,0,100
114557-16072014,Winter,6900,5,Night-time,others,0,1,0,100
115038-16072014,Winter,1200,0,Night-time,hotel,0,2,0,100
115065-16072014,Winter,1200,1,Night-time,hotel,0,2,0,100
115841-18072014,Winter,1130,0,Cooking-time,shopping_mall,0,1,0,100
116036-18072014,Winter,6990,7,Cooking-time,others,0,2,0,100
116961-20072014,Winter,6900,2,Office Hours,hospital,0,4,0,100
117523-21072014,Winter,6900,4,Office Hours,hotel,0,1,0,100
117665-21072014,Winter,6900,4,Office Hours,hospital,0,1,0,100
118220-22072014,Winter,6200,1,Office Hours,tansport,0,1,0,100
118229-22072014,Winter,6200,2,Office Hours,tansport,0,1,0,100
118743-23072014,Winter,6990,3,Office Hours,public_facility,0,1,0,100
119390-24072014,Winter,6900,4,Office Hours,school,0,1,0,100
119407-24072014,Winter,6990,2,Office Hours,rest_home,0,1,0,100
119650-25072014,Winter,6900,2,Cooking-time,shopping_mall,0,3,0,100
119670-25072014,Winter,6900,3,Cooking-time,shopping_mall,0,2,0,100
119706-25072014,Winter,6900,5,Cooking-time,school,0,1,0,100
119853-25072014,Winter,6900,6,Cooking-time,school,0,1,0,100
120042-25072014,Winter,6900,7,Office Hours,others,0,1,0,100
120321-26072014,Winter,6100,2,Night-time,shopping_mall,0,2,0,100
120764-26072014,Winter,6100,2,Cooking-time,shopping_mall,0,4,0,100
121408-28072014,Winter,6110,1,Night-time,apartment,0,1,0,100
121475-28072014,Winter,6110,2,Cooking-time,apartment,0,2,0,100
122038-29072014,Winter,6200,1,Office Hours,public_facility,0,1,0,100
122146-29072014,Winter,6990,8,Cooking-time,others,0,1,0,100
122314-29072014,Winter,1900,1,Office Hours,others,0,1,0,100
123051-30072014,Winter,6100,1,Cooking-time,restaurant,0,1,0,100
125231-02082014,Winter,1100,2,Office Hours,hotel,0,1,0,100
125284-02082014,Winter,1100,3,Office Hours,hotel,0,1,0,100
125320-02082014,Winter,1100,4,Cooking-time,hotel,0,1,0,100
127208-04082014,Winter,0,0,Night-time,school,0,1,0,100
127448-05082014,Winter,6200,2,Cooking-time,shopping_mall,0,2,0,100
132023-11082014,Winter,6100,2,Night-time,hotel,0,1,0,100
132075-12082014,Winter,6210,0,Night-time,office,0,1,0,100
132549-12082014,Winter,6900,3,Cooking-time,hotel,0,2,0,100
135192-17082014,Winter,6110,3,Cooking-time,others,0,1,0,100
135236-17082014,Winter,6100,2,Office Hours,office,0,1,0,100
135717-18082014,Winter,6110,4,Cooking-time,others,0,1,0,100
136170-18082014,Winter,6100,2,Cooking-time,hotel,0,1,0,100
136190-18082014,Winter,6900,6,Night-time,others,0,1,0,100
136194-18082014,Winter,6900,8,Night-time,others,0,1,0,100
136295-19082014,Winter,6200,2,Night-time,others,0,1,0,100
136493-19082014,Winter,6200,1,Cooking-time,office,0,1,0,100
137700-21082014,Winter,6100,3,Cooking-time,shopping_mall,0,1,0,100
137788-22082014,Winter,6100,4,Night-time,shopping_mall,0,1,0,100
137800-22082014,Winter,6100,5,Night-time,shopping_mall,0,1,0,100
139016-24082014,Winter,6990,2,Office Hours,house,0,1,0,100
139170-24082014,Winter,6900,4,Office Hours,others,0,1,0,100
140221-26082014,Winter,6200,1,Office Hours,school,0,1,0,100
140311-26082014,Winter,6200,2,Night-time,school,0,1,0,100
140565-27082014,Winter,1100,1,Office Hours,office,0,3,0,100
142270-30082014,Winter,6990,1,Night-time,tansport,0,1,0,100
144422-04092014,Spring,6100,3,Cooking-time,apartment,0,1,0,100
144514-04092014,Spring,6100,4,Cooking-time,apartment,0,1,0,100
144724-04092014,Spring,1200,0,Cooking-time,hotel,0,3,0,100
144797-05092014,Spring,1200,1,Night-time,hotel,0,1,0,100
144923-05092014,Spring,6100,2,Office Hours,shopping_mall,0,3,0,100
145145-05092014,Spring,6100,3,Cooking-time,shopping_mall,0,3,0,100
146570-08092014,Spring,1900,0,Cooking-time,shopping_mall,0,1,0,100
146752-09092014,Spring,6100,1,Night-time,restaurant,0,1,0,100
146772-09092014,Spring,6100,2,Cooking-time,restaurant,0,1,0,100
146835-09092014,Spring,1100,3,Cooking-time,office,0,1,0,100
147262-10092014,Spring,1100,4,Night-time,others,0,2,0,100
147270-10092014,Spring,1100,5,Night-time,others,0,1,0,100
147275-10092014,Spring,1100,6,Night-time,others,0,1,0,100
147280-10092014,Spring,1100,7,Night-time,others,0,1,0,100
147436-10092014,Spring,1200,1,Office Hours,hotel,0,1,0,100
149844-14092014,Spring,6990,3,Cooking-time,public_facility,0,2,0,100
150593-16092014,Spring,6990,4,Night-time,others,0,3,0,100
151235-17092014,Spring,0,0,Cooking-time,office,0,2,0,100
151613-18092014,Spring,6200,1,Night-time,tansport,0,1,0,100
154851-23092014,Spring,1900,0,Office Hours,apartment,0,1,0,100
155137-24092014,Spring,6210,0,Night-time,office,0,2,0,100
155179-24092014,Spring,6990,3,Night-time,office,0,2,0,100
155198-24092014,Spring,6990,4,Cooking-time,office,0,1,0,100
156929-27092014,Spring,6900,2,Office Hours,hospital,0,4,0,100
157235-27092014,Spring,6110,1,Night-time,hotel,0,2,0,100
157431-28092014,Spring,6900,1,Office Hours,restaurant,0,1,0,100
157817-28092014,Spring,6900,5,Cooking-time,hospital,0,1,0,100
158010-29092014,Spring,6990,1,Night-time,house,0,2,0,100
158736-30092014,Spring,1100,3,Night-time,school,0,1,0,100
159914-01102014,Spring,0,0,Office Hours,rest_home,0,4,0,100
160665-02102014,Spring,0,0,Office Hours,apartment,0,3,0,100
161229-03102014,Spring,6990,1,Night-time,tansport,0,2,0,100
162400-04102014,Spring,6210,0,Office Hours,office,0,1,0,100
164972-08102014,Spring,6210,1,Cooking-time,office,0,1,0,100
165807-09102014,Spring,0,0,Cooking-time,hotel,0,4,0,100
166929-11102014,Spring,6900,2,Office Hours,public_facility,0,1,0,100
168014-12102014,Spring,1170,0,Office Hours,industry_facility,0,1,0,100
169077-14102014,Spring,6990,5,Office Hours,others,0,1,0,100
169494-14102014,Spring,6110,2,Cooking-time,public_facility,0,1,0,100
170147-15102014,Spring,6900,5,Night-time,others,0,1,0,100
170327-15102014,Spring,6990,1,Cooking-time,restaurant,0,1,0,100
170427-15102014,Spring,6110,1,Office Hours,hospital,0,1,0,100
170573-15102014,Spring,6100,3,Office Hours,shopping_mall,0,1,0,100
170601-15102014,Spring,6900,6,Office Hours,others,0,1,0,100
170676-15102014,Spring,1110,0,Cooking-time,others,0,1,0,100
170973-16102014,Spring,1110,1,Cooking-time,others,0,1,0,100
171530-17102014,Spring,1100,4,Office Hours,others,0,1,0,100
172108-18102014,Spring,6100,2,Cooking-time,public_facility,0,4,0,100
172294-18102014,Spring,6100,4,Cooking-time,public_facility,0,1,0,100
176092-25102014,Spring,6990,3,Night-time,apartment,0,1,0,100
176281-25102014,Spring,2350,0,Office Hours,others,0,1,0,100
176293-25102014,Spring,1100,0,Office Hours,hospital,0,2,0,100
177540-26102014,Spring,0,0,Night-time,school,0,1,0,100
178439-27102014,Spring,0,0,Night-time,office,0,1,0,100
179864-30102014,Spring,0,0,Cooking-time,public_facility,0,2,0,100
180236-30102014,Spring,1100,1,Office Hours,tansport,0,2,0,100
180410-30102014,Spring,6900,2,Night-time,tansport,0,1,0,100
180411-30102014,Spring,1100,2,Night-time,tansport,0,1,0,100
180429-30102014,Spring,6900,3,Night-time,tansport,0,1,0,100
180430-30102014,Spring,1100,3,Night-time,tansport,0,1,0,100
180477-31102014,Spring,0,0,Night-time,hospital,0,1,0,100
181504-01112014,Spring,6200,1,Night-time,school,0,1,0,100
182968-02112014,Spring,6900,4,Night-time,office,0,1,0,100
183004-02112014,Spring,1900,2,Night-time,apartment,0,1,0,100
183974-03112014,Spring,1100,1,Office Hours,hotel,0,1,0,100
184204-03112014,Spring,0,0,Office Hours,shopping_mall,0,1,0,100
185172-05112014,Spring,6110,1,Cooking-time,hotel,0,1,0,100
185271-05112014,Spring,6200,3,Office Hours,shopping_mall,0,1,0,100
185907-05112014,Spring,6110,2,Cooking-time,hotel,0,1,0,100
186496-06112014,Spring,6100,4,Cooking-time,hotel,0,1,0,100
186504-06112014,Spring,6100,5,Cooking-time,hotel,0,1,0,100
186509-06112014,Spring,6100,6,Cooking-time,hotel,0,1,0,100
186698-07112014,Spring,1200,0,Cooking-time,office,0,1,0,100
187178-07112014,Spring,6900,4,Cooking-time,apartment,0,1,0,100
187634-08112014,Spring,2350,0,Cooking-time,others,0,1,0,100
188108-09112014,Spring,6200,3,Office Hours,apartment,0,1,0,100
188140-09112014,Spring,6200,4,Office Hours,apartment,0,1,0,100
188291-09112014,Spring,6200,5,Cooking-time,apartment,0,1,0,100
188498-09112014,Spring,6200,6,Cooking-time,apartment,0,1,0,100
191148-14112014,Spring,6100,2,Night-time,hotel,0,1,0,100
191262-14112014,Spring,6200,3,Cooking-time,others,0,1,0,100
192276-14112014,Spring,6200,4,Night-time,others,0,1,0,100
194332-18112014,Spring,6100,1,Night-time,industry_facility,0,1,0,100
194409-18112014,Spring,6100,2,Office Hours,industry_facility,0,1,0,100
194493-18112014,Spring,6100,3,Office Hours,industry_facility,0,1,0,100
194627-18112014,Spring,6990,3,Office Hours,shopping_mall,0,1,0,100
196116-20112014,Spring,6100,3,Night-time,apartment,0,1,0,100
197981-22112014,Spring,6900,4,Cooking-time,hospital,0,1,0,100
198194-23112014,Spring,6990,4,Night-time,hospital,0,1,0,100
198386-23112014,Spring,6900,3,Office Hours,hotel,0,1,0,100
198763-23112014,Spring,7110,1,Office Hours,others,0,1,0,100
199523-24112014,Spring,1100,3,Cooking-time,others,0,1,0,100
200685-25112014,Spring,6110,1,Office Hours,apartment,0,1,0,100
200902-25112014,Spring,6200,2,Cooking-time,hospital,0,1,0,100
200982-25112014,Spring,6100,3,Night-time,shopping_mall,0,1,0,100
203255-29112014,Spring,6900,2,Office Hours,shopping_mall,0,1,0,100
204113-30112014,Spring,6900,4,Cooking-time,shopping_mall,0,1,0,100
204117-30112014,Spring,6900,5,Cooking-time,shopping_mall,0,1,0,100
204121-30112014,Spring,6900,6,Cooking-time,shopping_mall,0,1,0,100
205118-02122014,Summer,6990,2,Office Hours,school,0,1,0,100
205666-03122014,Summer,1100,0,Night-time,restaurant,0,2,0,100
205828-03122014,Summer,1900,0,Cooking-time,school,0,1,0,100
205860-03122014,Summer,6900,1,Cooking-time,house,0,2,0,100
207460-05122014,Summer,6990,1,Cooking-time,restaurant,0,1,0,100
208070-05122014,Summer,6100,4,Night-time,others,0,1,0,100
208112-06122014,Summer,6200,2,Night-time,rest_home,0,1,0,100
208213-06122014,Summer,6100,5,Cooking-time,others,0,1,0,100
208284-06122014,Summer,6990,4,Office Hours,office,0,2,0,100
208628-06122014,Summer,6990,4,Cooking-time,shopping_mall,0,2,0,100
208852-07122014,Summer,6100,6,Night-time,others,0,1,0,100
209232-07122014,Summer,6990,5,Office Hours,shopping_mall,0,1,0,100
209535-07122014,Summer,6990,6,Cooking-time,shopping_mall,0,1,0,100
209704-07122014,Summer,6990,7,Night-time,shopping_mall,0,1,0,100
209818-08122014,Summer,6900,3,Cooking-time,public_facility,0,1,0,100
209905-08122014,Summer,6990,8,Office Hours,shopping_mall,0,1,0,100
210029-08122014,Summer,6110,1,Cooking-time,industry_facility,0,3,0,100
210322-08122014,Summer,6990,5,Cooking-time,others,0,1,0,100
210987-10122014,Summer,6100,4,Cooking-time,others,0,3,0,100
211041-10122014,Summer,6100,2,Cooking-time,house,0,1,0,100
211074-10122014,Summer,6100,5,Office Hours,others,0,1,0,100
211367-10122014,Summer,6100,6,Cooking-time,others,0,1,0,100
211850-11122014,Summer,1120,0,Cooking-time,apartment,0,1,0,100
212164-12122014,Summer,6110,1,Night-time,public_facility,0,2,0,100
213377-14122014,Summer,6990,5,Office Hours,hotel,0,1,0,100
213408-14122014,Summer,6200,1,Office Hours,hospital,0,1,0,100
213596-14122014,Summer,4310,0,Office Hours,others,0,1,0,100
216193-18122014,Summer,6200,2,Office Hours,hotel,0,1,0,100
218190-21122014,Summer,6900,5,Office Hours,others,0,1,0,100
218379-22122014,Summer,1100,2,Night-time,rest_home,0,1,0,100
219642-23122014,Summer,6990,3,Night-time,office,0,1,0,100
221746-27122014,Summer,6100,2,Cooking-time,tansport,0,2,0,100
221847-27122014,Summer,6990,1,Office Hours,tansport,0,2,0,100
223401-30122014,Summer,2270,0,Office Hours,office,0,1,0,100
223682-30122014,Summer,1100,2,Office Hours,public_facility,0,1,0,100
223752-30122014,Summer,6900,2,Office Hours,public_facility,0,1,0,100
224308-31122014,Summer,1100,0,Office Hours,restaurant,0,2,0,100
000798-02012015,Summer,7110,0,Night-time,public_facility,0,1,0,100
004434-08012015,Summer,1200,0,Cooking-time,office,0,1,0,100
004514-08012015,Summer,1200,0,Office Hours,others,0,1,0,100
009416-17012015,Summer,6100,3,Night-time,rest_home,0,1,0,100
009606-17012015,Summer,0,0,Cooking-time,tansport,0,1,0,100
010632-19012015,Summer,1100,2,Night-time,office,0,2,0,100
010725-19012015,Summer,1100,3,Cooking-time,office,0,1,0,100
012870-23012015,Summer,6990,4,Night-time,office,0,1,0,100
013317-23012015,Summer,6990,5,Cooking-time,office,0,1,0,100
013576-24012015,Summer,6120,0,Office Hours,industry_facility,0,1,0,100
013843-24012015,Summer,1100,1,Cooking-time,industry_facility,0,1,0,100
015301-27012015,Summer,2270,0,Cooking-time,office,0,1,0,100
015719-28012015,Summer,6900,3,Night-time,tansport,0,1,0,100
016380-29012015,Summer,6900,2,Office Hours,restaurant,0,1,0,100
017246-31012015,Summer,1100,1,Night-time,restaurant,0,1,0,100
017948-01022015,Summer,6200,1,Office Hours,tansport,0,1,0,100
020617-06022015,Summer,6990,1,Cooking-time,tansport,0,1,0,100
020912-07022015,Summer,6100,5,Cooking-time,school,0,4,0,100
021145-07022015,Summer,6100,6,Cooking-time,school,0,2,0,100
021686-08022015,Summer,1100,2,Office Hours,others,0,1,0,100
022288-09022015,Summer,6200,1,Office Hours,public_facility,0,1,0,100
022322-09022015,Summer,1100,4,Office Hours,others,0,1,0,100
022409-09022015,Summer,1100,5,Cooking-time,others,0,1,0,100
022537-10022015,Summer,6900,2,Night-time,tansport,0,1,0,100
022556-10022015,Summer,6900,3,Cooking-time,tansport,0,1,0,100
022794-10022015,Summer,1900,1,Office Hours,others,0,1,0,100
025102-15022015,Summer,6110,1,Night-time,hotel,0,1,0,100
025925-16022015,Summer,6100,3,Office Hours,school,0,2,0,100
